Class Accuracy,Bitwise Accuracy,Class Recall,Class Precision,Class F1,Bitwise Recall,Bitwise Precision,Bitwise F1,Mean Hamming Distance,Mean Error Distance,Training,Model
0.7244507323568575,0.9346149578339991,0.561086829290647,0.6665971501960037,0.6207476361661827,0.898241276619655,0.9669731429954028,0.9313408488449999,0.3923102529960053,1.4237390516460284,Base,MC
0.769474034620506,0.9523690634709276,0.7482820698066858,0.5891746451714909,0.6474951675746093,0.9222340843962465,0.98011465424579,0.9502938366673421,0.28578561917443407,1.2397111913357401,Base,ML
0.7688914780292943,0.946224478473147,0.7317944476616679,0.5289869218209848,0.6261780712887486,0.9237511940214643,0.9658373233851306,0.9443255740482789,0.3226531291611185,1.3961109110550953,CB,MC
0.7375998668442078,0.9372642032845095,0.717029176994217,0.5255892043516033,0.5961780752475097,0.8927909198179469,0.9782361089733723,0.9335624788848249,0.37641478029294273,1.4345068189026324,CB,ML
0.7255326231691078,0.9283871504660453,0.6892801247709575,0.5150737992491436,0.5961860255850057,0.9020340506826994,0.9503892490305775,0.9255805238047192,0.4296770972037284,1.5654942389326865,LB,MC
0.7682256990679095,0.9485685752330226,0.7317932707157763,0.5197835908793693,0.6159339509776962,0.9331067033769737,0.9615807759119861,0.9471297801351697,0.3085885486018642,1.3314183123877918,LB,ML
0.7627330226364847,0.9425349533954727,0.7400748275811141,0.5359150736511106,0.62160183263691,0.9168399168399168,0.9650175947008901,0.9403120542853438,0.3447902796271638,1.4531743247983164,AB,MC
0.6864181091877497,0.9253356635596982,0.6722008584191046,0.4990170484948413,0.5491047695311222,0.8711861549699388,0.9749111830729085,0.9201347161021349,0.4479860186418109,1.4286093418259023,AB,ML
0.7262816245006658,0.9342127163781625,0.5679351247902203,0.6795756822653944,0.6158422616494268,0.8973703433162893,0.9670006963155824,0.9308852459016393,0.3947237017310253,1.4420796594709637,Base,MC
0.762982689747004,0.9506768752774079,0.7318301446345276,0.5869474326023689,0.6564225358175061,0.9199303253357307,0.9788938714499252,0.9484966108568448,0.2959387483355526,1.2485955056179776,Base,ML
0.7697237017310253,0.9458083666222814,0.7281335342205465,0.5251678978548802,0.6252237631296906,0.9236950047760859,0.9650415333587719,0.9439157084822647,0.3251498002663116,1.4119985543910372,CB,MC
0.7371005326231691,0.9370284065690191,0.7352302614513025,0.5290169329061406,0.5945421485057167,0.8928471090633253,0.9776656617239894,0.9333333333333335,0.37782956058588546,1.4371636593858816,CB,ML
0.7248668442077231,0.9286368175765646,0.7060466347144586,0.5107429996405638,0.5885736355277765,0.9035230656852279,0.9494848100144666,0.9259339235586267,0.42817909454061254,1.5562613430127041,LB,MC
0.765479360852197,0.9475282956058588,0.7600138263486559,0.5120249796238965,0.6041608998716169,0.9315053098836883,0.9610156227355728,0.9460303873314787,0.31483022636484687,1.3424414478353441,LB,ML
0.7568242343541944,0.9404405237461163,0.745288786384893,0.5427793162606775,0.6106161763771768,0.9149575771197392,0.9625524620204527,0.9381517543354266,0.35735685752330226,1.4695414099931554,AB,MC
0.6807589880159787,0.922755770084332,0.6751695035309007,0.4927227453677859,0.5452008367052118,0.8678148002472327,0.9727899726010141,0.9173088630525489,0.463465379494008,1.4517726798748696,AB,ML
0.7227030625832224,0.9334359742565468,0.5639752143107274,0.6544934056534585,0.6215840323527797,0.8970051132213295,0.9657300142161459,0.9300997742334862,0.39938415446071907,1.4402761104441777,Base,MC
0.7660619174434088,0.9524106746560143,0.7097137103314294,0.5919593403319652,0.6489035705964223,0.9241164241164241,0.9782886714451418,0.950431252437985,0.2855359520639148,1.2205620775524724,Base,ML
0.7741344873501997,0.9460025521526854,0.7298250488069539,0.5240794556474784,0.6072180439675355,0.9244535595886947,0.964701398457885,0.9441487453911596,0.32398468708388817,1.4344141488577744,CB,MC
0.7423435419440746,0.9384986684420772,0.7233191522069795,0.5240129371075523,0.5856441072151731,0.8955441928414901,0.9780314187530682,0.9349719883847124,0.3690079893475366,1.432170542635659,CB,ML
0.7255326231691078,0.9283732800710164,0.6925697307972923,0.5137618368006168,0.5835532923043234,0.9041411473843907,0.9483703660045971,0.9257277643539293,0.4297603195739015,1.5657974530018193,LB,MC
0.7684753661784287,0.9482079449622726,0.7501728298989531,0.5121089024335901,0.5995570269306226,0.9341462044164747,0.9598729792147807,0.9468348663040693,0.31075233022636484,1.3421998562185478,LB,ML
0.7600699067909454,0.9414114513981359,0.7138304736791193,0.5375802900296744,0.6199849611546561,0.9161656458953756,0.963367799113737,0.9391740107136687,0.35153129161118507,1.4651404786680542,AB,MC
0.6854194407456724,0.9245589214380826,0.6912565518391907,0.4971378957591962,0.5399269408470044,0.870455694780019,0.9739712678004464,0.9193086566278466,0.45264647137150466,1.4388888888888889,AB,ML
0.7262816245006658,0.9346149578339991,0.5844135146316819,0.6945595230516494,0.6399888313316254,0.8978198572793168,0.9673972270993522,0.9313108352276039,0.3923102529960053,1.433262389784129,Base,MC
0.7642310252996005,0.9513287838437638,0.7253040877587001,0.5843135403220495,0.6625019770921217,0.9207169747710289,0.9794674078723213,0.949183960146554,0.2920272969374168,1.2386163078009178,Base,ML
0.7734687083888149,0.9470012205947625,0.7559978418000881,0.535771869975487,0.6247430895844495,0.9249030735517222,0.9663036778302856,0.9451502232174899,0.31799267643142476,1.4037472446730346,CB,MC
