Model Type,Training,Evaluation,Class,Character Accuracy,Dot Accuracy,Dot Recall,Dot Precision,Dot F1,Hamming Distance,Missclassification HD,Character Recall,Character Precision,Character F1
Multi-label,Adaptive-balance,OOD Test,61,0.9782608695652174,0.9963768115942029,0.9956521739130435,1.0,0.9978213507625272,0.021739130434782608,1.0,0.9782608695652174,0.967741935483871,0.972972972972973
Multi-label,Adaptive-balance,OOD Test,62,0.9789473684210527,0.9964912280701754,0.9957894736842106,1.0,0.9978902953586498,0.021052631578947368,1.0,0.9789473684210527,0.9425675675675675,0.9604130808950087
Multi-label,Adaptive-balance,OOD Test,63,0.9761904761904762,0.996031746031746,0.996031746031746,1.0,0.9980119284294234,0.023809523809523808,1.0,0.9761904761904762,1.0,0.9879518072289156
Multi-class,Baseline,ID Test,0,,,,,,,,,,
Multi-class,Baseline,ID Test,1,0.9935344827586207,0.9982040229885057,0.9978448275862069,0.9914346895074947,0.9946294307196563,0.010775862068965518,1.6666666666666667,0.9935344827586207,0.9294354838709677,0.9604166666666666
Multi-class,Baseline,ID Test,2,0.9087301587301587,0.9814814814814815,0.996031746031746,0.9028776978417267,0.9471698113207546,0.1111111111111111,1.2173913043478262,0.9087301587301587,0.9662447257383966,0.9366053169734152
Multi-class,Baseline,ID Test,3,0.9305555555555556,0.9845679012345679,0.9837962962962963,0.9703196347031964,0.9770114942528736,0.09259259259259259,1.3333333333333333,0.9305555555555556,0.9054054054054054,0.9178082191780821
Multi-class,Baseline,ID Test,4,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-class,Baseline,ID Test,5,0.9592233009708738,0.9928802588996763,0.983495145631068,0.9950884086444007,0.9892578125000001,0.04271844660194175,1.0476190476190477,0.9592233009708738,0.9536679536679536,0.9564375605033882
Multi-class,Baseline,ID Test,6,,,,,,,,,,
Multi-class,Baseline,ID Test,7,0.9092783505154639,0.9835051546391752,0.9841924398625429,0.9828414550446122,0.9835164835164835,0.09896907216494845,1.0909090909090908,0.9092783505154639,0.9910112359550561,0.9483870967741935
Multi-class,Baseline,ID Test,8,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.5714285714285714,0.7272727272727273
Multi-class,Baseline,ID Test,9,0.8904109589041096,0.9794520547945206,0.9657534246575342,0.9724137931034482,0.9690721649484535,0.1232876712328767,1.125,0.8904109589041096,0.9420289855072463,0.9154929577464788
Multi-class,Baseline,ID Test,10,0.9891745602165088,0.9979702300405954,0.9979702300405954,0.9959486833220796,0.9969584319026698,0.012178619756427604,1.125,0.9891745602165088,0.917189460476788,0.9518229166666666
Multi-class,Baseline,ID Test,11,0.90625,0.9791666666666666,0.96875,0.9893617021276596,0.9789473684210526,0.125,1.3333333333333333,0.90625,0.8529411764705882,0.8787878787878787
Multi-class,Baseline,ID Test,12,,,,,,,,,,
Multi-class,Baseline,ID Test,13,0.9793510324483776,0.9941002949852508,0.9882005899705014,1.0,0.9940652818991098,0.035398230088495575,1.7142857142857142,0.9793510324483776,0.9651162790697675,0.9721815519765741
Multi-class,Baseline,ID Test,14,0.958,0.993,0.988,0.997979797979798,0.9929648241206029,0.042,1.0,0.958,0.9676767676767677,0.9628140703517588
Multi-class,Baseline,ID Test,15,0.9811320754716981,0.9952830188679245,0.9929245283018868,1.0,0.9964497041420118,0.02830188679245283,1.5,0.9811320754716981,0.8939828080229226,0.9355322338830585
Multi-class,Baseline,ID Test,16,0.75,0.9583333333333334,1.0,0.8,0.888888888888889,0.25,1.0,0.75,1.0,0.8571428571428571
Multi-class,Baseline,ID Test,17,0.9870740305522914,0.9978456717587152,0.9947121034077556,0.9988200589970502,0.9967618486900207,0.012925969447708578,1.0,0.9870740305522914,0.9459459459459459,0.9660724554341575
Multi-class,Baseline,ID Test,18,0.9097222222222222,0.9733796296296297,0.9930555555555556,0.9315960912052117,0.9613445378151261,0.1597222222222222,1.7692307692307692,0.9097222222222222,0.9632352941176471,0.9357142857142857
Multi-class,Baseline,ID Test,19,0.9259259259259259,0.9845679012345679,0.9753086419753086,0.9937106918238994,0.984423676012461,0.09259259259259259,1.25,0.9259259259259259,0.9174311926605505,0.9216589861751153
Multi-class,Baseline,ID Test,20,,,,,,,,,,
Multi-class,Baseline,ID Test,21,0.9824561403508771,0.9967511371020142,0.9948018193632229,0.9986953685583823,0.9967447916666667,0.01949317738791423,1.1111111111111112,0.9824561403508771,0.96,0.9710982658959537
Multi-class,Baseline,ID Test,22,0.847457627118644,0.9745762711864406,0.9887005649717514,0.9615384615384616,0.9749303621169916,0.15254237288135594,1.0,0.847457627118644,0.9259259259259259,0.8849557522123893
Multi-class,Baseline,ID Test,23,0.9449339207048458,0.987151248164464,0.9823788546255506,0.9983212087297146,0.9902858728837081,0.07709251101321586,1.4,0.9449339207048458,0.975,0.9597315436241611
Multi-class,Baseline,ID Test,24,0.9550561797752809,0.9868913857677902,0.9775280898876404,0.9830508474576272,0.9802816901408451,0.07865168539325842,1.75,0.9550561797752809,0.9139784946236559,0.934065934065934
Multi-class,Baseline,ID Test,25,0.9691011235955056,0.9939138576779026,0.9906367041198502,0.9971724787935909,0.9938938468764678,0.03651685393258427,1.1818181818181819,0.9691011235955056,0.9691011235955056,0.9691011235955056
Multi-class,Baseline,ID Test,26,0.9375,0.9895833333333334,0.9953703703703703,0.9839816933638444,0.9896432681242808,0.0625,1.0,0.9375,0.9574468085106383,0.9473684210526315
Multi-class,Baseline,ID Test,27,0.9681818181818181,0.9924242424242424,0.9886363636363636,1.0,0.9942857142857142,0.045454545454545456,1.4285714285714286,0.9681818181818181,0.8801652892561983,0.922077922077922
Multi-class,Baseline,ID Test,28,0.375,0.8958333333333334,1.0,0.8275862068965517,0.9056603773584906,0.625,1.0,0.375,1.0,0.5454545454545454
Multi-class,Baseline,ID Test,29,0.9637561779242174,0.9912136188907194,0.9872322899505767,0.9995829858215179,0.9933692498963946,0.05271828665568369,1.4545454545454546,0.9637561779242174,0.9815436241610739,0.9725685785536159
Multi-class,Baseline,ID Test,30,0.9872408293460925,0.9973418394471026,0.9960127591706539,1.0,0.998002397123452,0.01594896331738437,1.25,0.9872408293460925,0.9641744548286605,0.975571315996848
Multi-class,Baseline,ID Test,31,0.9084967320261438,0.9793028322440087,0.9751633986928104,1.0,0.987425545996029,0.12418300653594772,1.3571428571428572,0.9084967320261438,0.9788732394366197,0.9423728813559321
Multi-class,Baseline,ID Test,32,0.8666666666666667,0.9777777777777777,1.0,0.8823529411764706,0.9375,0.13333333333333333,1.0,0.8666666666666667,1.0,0.9285714285714286
Multi-class,Baseline,ID Test,33,0.6956521739130435,0.9492753623188406,0.8478260869565217,1.0,0.9176470588235294,0.30434782608695654,1.0,0.6956521739130435,0.8421052631578947,0.761904761904762
Multi-class,Baseline,ID Test,34,0.8125,0.9375,1.0,0.8421052631578947,0.9142857142857143,0.375,2.0,0.8125,1.0,0.896551724137931
Multi-class,Baseline,ID Test,35,0.0,0.8333333333333334,0.6666666666666666,1.0,0.8,1.0,1.0,0.0,,
Multi-class,Baseline,ID Test,36,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9607843137254902,0.98
Multi-class,Baseline,ID Test,37,0.9333333333333333,0.9868686868686869,0.9747474747474747,0.9989648033126294,0.9867075664621676,0.07878787878787878,1.1818181818181819,0.9333333333333333,0.9967637540453075,0.9640062597809077
Multi-class,Baseline,ID Test,38,0.6956521739130435,0.9492753623188406,1.0,0.9078947368421053,0.9517241379310345,0.30434782608695654,1.0,0.6956521739130435,1.0,0.8205128205128205
Multi-class,Baseline,ID Test,39,,,,,,,,,0.0,
Multi-class,Baseline,ID Test,40,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9090909090909091,0.9523809523809523
Multi-class,Baseline,ID Test,41,,,,,,,,,,
Multi-class,Baseline,ID Test,42,0.2727272727272727,0.8787878787878788,0.7878787878787878,0.9629629629629629,0.8666666666666665,0.7272727272727273,1.0,0.2727272727272727,1.0,0.42857142857142855
Multi-class,Baseline,ID Test,43,0.984,0.996,0.994,1.0,0.9969909729187563,0.024,1.5,0.984,0.9723320158102767,0.978131212723658
Multi-class,Baseline,ID Test,44,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-class,Baseline,ID Test,45,0.8421052631578947,0.9736842105263158,0.9605263157894737,1.0,0.9798657718120806,0.15789473684210525,1.0,0.8421052631578947,0.8888888888888888,0.8648648648648649
Multi-class,Baseline,ID Test,46,0.9285714285714286,0.9810924369747899,0.9726890756302521,0.9989212513484358,0.9856306546035125,0.1134453781512605,1.588235294117647,0.9285714285714286,0.9608695652173913,0.9444444444444444
Multi-class,Baseline,ID Test,47,0.9264705882352942,0.9852941176470589,0.9823529411764705,1.0,0.9910979228486646,0.08823529411764706,1.2,0.9264705882352942,0.9921259842519685,0.9581749049429659
Multi-class,Baseline,ID Test,48,,,,,,,,,,
Multi-class,Baseline,ID Test,49,0.9156626506024096,0.9859437751004017,0.9718875502008032,1.0,0.985743380855397,0.08433734939759036,1.0,0.9156626506024096,0.9156626506024096,0.9156626506024096
Multi-class,Baseline,ID Test,50,0.9879518072289156,0.9979919678714859,1.0,0.996,0.9979959919839679,0.012048192771084338,1.0,0.9879518072289156,0.9498069498069498,0.968503937007874
Multi-class,Baseline,ID Test,51,0.9420289855072463,0.9879227053140096,0.9818840579710145,1.0,0.9908592321755028,0.07246376811594203,1.25,0.9420289855072463,0.9701492537313433,0.9558823529411764
Multi-class,Baseline,ID Test,52,0.5,0.9166666666666666,0.9242424242424242,0.9104477611940298,0.9172932330827067,0.5,1.0,0.5,1.0,0.6666666666666666
Multi-class,Baseline,ID Test,53,0.8115183246073299,0.962478184991274,0.943717277486911,1.0,0.971043771043771,0.225130890052356,1.1944444444444444,0.8115183246073299,1.0,0.8959537572254336
Multi-class,Baseline,ID Test,54,0.5675675675675675,0.8873873873873874,0.8783783783783784,0.948905109489051,0.9122807017543859,0.6756756756756757,1.5625,0.5675675675675675,1.0,0.7241379310344828
Multi-class,Baseline,ID Test,55,0.625,0.9375,0.9375,0.9868421052631579,0.9615384615384615,0.375,1.0,0.625,1.0,0.7692307692307693
Multi-class,Baseline,ID Test,56,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9230769230769231,0.9600000000000001
Multi-class,Baseline,ID Test,57,,,,,,,,,,
Multi-class,Baseline,ID Test,58,0.9701149425287356,0.9911877394636015,0.9885057471264368,0.9982588508415554,0.9933583598036385,0.052873563218390804,1.7692307692307692,0.9701149425287356,0.9768518518518519,0.9734717416378317
Multi-class,Baseline,ID Test,59,0.0,0.8333333333333334,0.8,1.0,0.888888888888889,1.0,1.0,0.0,,
Multi-class,Baseline,ID Test,60,0.9322916666666666,0.96875,0.9622395833333334,0.9906166219839142,0.976221928665786,0.1875,2.769230769230769,0.9322916666666666,0.8905472636815921,0.9109414758269719
Multi-class,Baseline,ID Test,61,0.0,0.8333333333333334,0.8,1.0,0.888888888888889,1.0,1.0,0.0,,
Multi-class,Baseline,ID Test,62,0.8571428571428571,0.9734432234432234,0.9681318681318681,1.0,0.9838079285315465,0.15934065934065933,1.1153846153846154,0.8571428571428571,0.9936305732484076,0.9203539823008849
Multi-class,Baseline,ID Test,63,0.6458333333333334,0.8472222222222222,0.8472222222222222,1.0,0.9172932330827067,0.9166666666666666,2.588235294117647,0.6458333333333334,0.9393939393939394,0.7654320987654321
Multi-label,Baseline,ID Test,0,,,,,,,,,,
Multi-label,Baseline,ID Test,1,0.9956896551724138,0.9991020114942529,0.9989224137931034,0.9957035445757251,0.9973103819257666,0.005387931034482759,1.25,0.9956896551724138,0.9903536977491961,0.9930145083288555
Multi-label,Baseline,ID Test,2,0.9722222222222222,0.9947089947089947,1.0,0.9692307692307692,0.9843749999999999,0.031746031746031744,1.1428571428571428,0.9722222222222222,0.9919028340080972,0.9819639278557114
Multi-label,Baseline,ID Test,3,0.9814814814814815,0.9969135802469136,0.9976851851851852,0.9930875576036866,0.9953810623556582,0.018518518518518517,1.0,0.9814814814814815,0.9464285714285714,0.9636363636363636
Multi-label,Baseline,ID Test,4,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-label,Baseline,ID Test,5,0.9922330097087378,0.998705501618123,0.996116504854369,1.0,0.9980544747081712,0.007766990291262136,1.0,0.9922330097087378,0.9826923076923076,0.98743961352657
Multi-label,Baseline,ID Test,6,,,,,,,,,0.0,
Multi-label,Baseline,ID Test,7,0.9835051546391752,0.9972508591065292,0.9945017182130584,1.0,0.9972432804962095,0.016494845360824743,1.0,0.9835051546391752,0.9875776397515528,0.9855371900826447
Multi-label,Baseline,ID Test,8,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.6666666666666666,0.8
Multi-label,Baseline,ID Test,9,0.9863013698630136,0.997716894977169,1.0,0.9931972789115646,0.9965870307167235,0.0136986301369863,1.0,0.9863013698630136,0.9863013698630136,0.9863013698630136
Multi-label,Baseline,ID Test,10,0.9972936400541272,0.9993234100135318,0.9993234100135318,0.9986477349560514,0.9989854582346973,0.0040595399188092015,1.5,0.9972936400541272,0.9932614555256065,0.9952734638757597
Multi-label,Baseline,ID Test,11,0.9375,0.9895833333333334,0.9791666666666666,1.0,0.9894736842105264,0.0625,1.0,0.9375,0.8333333333333334,0.8823529411764706
Multi-label,Baseline,ID Test,12,,,,,,,,,,
Multi-label,Baseline,ID Test,13,0.9882005899705014,0.9980334316617503,0.9970501474926253,0.9990147783251232,0.9980314960629921,0.011799410029498525,1.0,0.9882005899705014,0.9882005899705014,0.9882005899705014
Multi-label,Baseline,ID Test,14,0.994,0.999,0.9986666666666667,0.9993328885923949,0.9989996665555185,0.006,1.0,0.994,0.9959919839679359,0.994994994994995
Multi-label,Baseline,ID Test,15,0.9748427672955975,0.9958071278825996,0.9937106918238994,1.0,0.9968454258675079,0.025157232704402517,1.0,0.9748427672955975,0.9904153354632588,0.9825673534072901
Multi-label,Baseline,ID Test,16,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-label,Baseline,ID Test,17,0.9941245593419507,0.9990207598903251,0.9988249118683902,0.9982384028185555,0.998531571218796,0.005875440658049354,1.0,0.9941245593419507,0.9894736842105263,0.9917936694021101
Multi-label,Baseline,ID Test,18,0.9861111111111112,0.9976851851851852,1.0,0.993103448275862,0.9965397923875432,0.013888888888888888,1.0,0.9861111111111112,0.9594594594594594,0.9726027397260274
Multi-label,Baseline,ID Test,19,0.9629629629629629,0.9938271604938271,0.9938271604938271,0.9938271604938271,0.9938271604938271,0.037037037037037035,1.0,0.9629629629629629,0.9541284403669725,0.9585253456221199
Multi-label,Baseline,ID Test,20,,,,,,,,,0.0,
Multi-label,Baseline,ID Test,21,0.9961013645224172,0.9993502274204028,0.9990253411306043,0.9996749024707412,0.9993500162495937,0.003898635477582846,1.0,0.9961013645224172,0.9826923076923076,0.989351403678606
Multi-label,Baseline,ID Test,22,0.9830508474576272,0.9971751412429378,1.0,0.9943820224719101,0.9971830985915493,0.01694915254237288,1.0,0.9830508474576272,0.9354838709677419,0.9586776859504132
Multi-label,Baseline,ID Test,23,0.9779735682819384,0.9963289280469897,0.9950440528634361,0.9994469026548672,0.9972406181015452,0.022026431718061675,1.0,0.9779735682819384,0.9910714285714286,0.9844789356984479
Multi-label,Baseline,ID Test,24,0.9662921348314607,0.9943820224719101,0.9943820224719101,0.9888268156424581,0.9915966386554622,0.033707865168539325,1.0,0.9662921348314607,0.9772727272727273,0.9717514124293786
Multi-label,Baseline,ID Test,25,0.9943820224719101,0.9990636704119851,0.99812734082397,1.0,0.9990627928772258,0.0056179775280898875,1.0,0.9943820224719101,0.9779005524861878,0.9860724233983287
Multi-label,Baseline,ID Test,26,0.9861111111111112,0.9976851851851852,0.9953703703703703,1.0,0.9976798143851509,0.013888888888888888,1.0,0.9861111111111112,0.9530201342281879,0.969283276450512
Multi-label,Baseline,ID Test,27,0.9590909090909091,0.9931818181818182,0.9897727272727272,1.0,0.9948600799543118,0.04090909090909091,1.0,0.9590909090909091,0.9768518518518519,0.9678899082568807
Multi-label,Baseline,ID Test,28,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.8888888888888888,0.9411764705882353
Multi-label,Baseline,ID Test,29,0.9868204283360791,0.9975288303130149,0.9967051070840197,0.9995869475423379,0.9981439472056094,0.014827018121911038,1.125,0.9868204283360791,0.9966722129783694,0.9917218543046358
Multi-label,Baseline,ID Test,30,0.9920255183413078,0.9986709197235513,0.9984051036682615,0.9996007984031936,0.9990025932575304,0.007974481658692184,1.0,0.9920255183413078,0.9888712241653418,0.9904458598726115
Multi-label,Baseline,ID Test,31,0.9411764705882353,0.9880174291938998,0.9856209150326798,1.0,0.9927583936800527,0.0718954248366013,1.2222222222222223,0.9411764705882353,0.9795918367346939,0.96
Multi-label,Baseline,ID Test,32,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-label,Baseline,ID Test,33,0.9565217391304348,0.9927536231884058,0.9782608695652174,1.0,0.989010989010989,0.043478260869565216,1.0,0.9565217391304348,1.0,0.9777777777777777
Multi-label,Baseline,ID Test,34,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9411764705882353,0.9696969696969697
Multi-label,Baseline,ID Test,35,0.5,0.9166666666666666,0.8333333333333334,1.0,0.9090909090909091,0.5,1.0,0.5,1.0,0.6666666666666666
Multi-label,Baseline,ID Test,36,0.9931972789115646,0.9988662131519275,1.0,0.9966101694915255,0.99830220713073,0.006802721088435374,1.0,0.9931972789115646,1.0,0.9965870307167235
Multi-label,Baseline,ID Test,37,0.9818181818181818,0.996969696969697,0.9939393939393939,1.0,0.9969604863221885,0.01818181818181818,1.0,0.9818181818181818,1.0,0.9908256880733944
Multi-label,Baseline,ID Test,38,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9583333333333334,0.9787234042553191
Multi-label,Baseline,ID Test,39,,,,,,,,,0.0,
Multi-label,Baseline,ID Test,40,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9090909090909091,0.9523809523809523
Multi-label,Baseline,ID Test,41,,,,,,,,,0.0,
Multi-label,Baseline,ID Test,42,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.8461538461538461,0.9166666666666666
Multi-label,Baseline,ID Test,43,0.992,0.9986666666666667,0.998,1.0,0.998998998998999,0.008,1.0,0.992,0.9880478087649402,0.9900199600798404
Multi-label,Baseline,ID Test,44,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.5,0.6666666666666666
Multi-label,Baseline,ID Test,45,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-label,Baseline,ID Test,46,0.9915966386554622,0.9985994397759104,0.9989495798319328,0.9989495798319328,0.9989495798319328,0.008403361344537815,1.0,0.9915966386554622,0.9957805907172996,0.9936842105263158
Multi-label,Baseline,ID Test,47,0.9632352941176471,0.991421568627451,0.9897058823529412,1.0,0.9948263118994827,0.051470588235294115,1.4,0.9632352941176471,0.9849624060150376,0.9739776951672863
Multi-label,Baseline,ID Test,48,,,,,,,,,0.0,
Multi-label,Baseline,ID Test,49,0.9759036144578314,0.9939759036144579,0.9879518072289156,1.0,0.993939393939394,0.03614457831325301,1.5,0.9759036144578314,0.9878048780487805,0.9818181818181818
Multi-label,Baseline,ID Test,50,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9764705882352941,0.988095238095238
Multi-label,Baseline,ID Test,51,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-label,Baseline,ID Test,52,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.8461538461538461,0.9166666666666666
Multi-label,Baseline,ID Test,53,0.9424083769633508,0.9895287958115183,0.9842931937172775,1.0,0.9920844327176782,0.06282722513089005,1.0909090909090908,0.9424083769633508,0.994475138121547,0.967741935483871
Multi-label,Baseline,ID Test,54,0.8378378378378378,0.9684684684684685,0.9662162162162162,0.9862068965517241,0.9761092150170648,0.1891891891891892,1.1666666666666667,0.8378378378378378,1.0,0.911764705882353
Multi-label,Baseline,ID Test,55,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9411764705882353,0.9696969696969697
Multi-label,Baseline,ID Test,56,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.75,0.8571428571428571
Multi-label,Baseline,ID Test,57,,,,,,,,,,
Multi-label,Baseline,ID Test,58,0.9770114942528736,0.9946360153256705,0.9925287356321839,0.9994212962962963,0.9959630911188004,0.03218390804597701,1.4,0.9770114942528736,0.9953161592505855,0.9860788863109048
Multi-label,Baseline,ID Test,59,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.2,0.33333333333333337
Multi-label,Baseline,ID Test,60,0.9427083333333334,0.984375,0.9830729166666666,0.993421052631579,0.9882198952879581,0.09375,1.6363636363636365,0.9427083333333334,1.0,0.9705093833780161
Multi-label,Baseline,ID Test,61,0.5,0.9166666666666666,0.9,1.0,0.9473684210526316,0.5,1.0,0.5,0.3333333333333333,0.4
Multi-label,Baseline,ID Test,62,0.9560439560439561,0.9926739926739927,0.9912087912087912,1.0,0.9955849889624724,0.04395604395604396,1.0,0.9560439560439561,0.9613259668508287,0.9586776859504131
Multi-label,Baseline,ID Test,63,0.7291666666666666,0.9444444444444444,0.9444444444444444,1.0,0.9714285714285714,0.3333333333333333,1.2307692307692308,0.7291666666666666,1.0,0.8433734939759037
Multi-class,Baseline,OOD Test,0,,,,,,,,,,
Multi-class,Baseline,OOD Test,1,0.9881925522252498,0.9971238268240993,1.0,0.9830357142857142,0.9914452949122017,0.01725703905540418,1.4615384615384615,0.9881925522252498,0.7371273712737128,0.8443927046953823
Multi-class,Baseline,OOD Test,2,0.8703703703703703,0.977366255144033,1.0,0.8804347826086957,0.9364161849710982,0.13580246913580246,1.0476190476190477,0.8703703703703703,0.8798751950078003,0.8750969743987588
Multi-class,Baseline,OOD Test,3,0.9814487632508834,0.9960247349823321,0.9955830388692579,0.992514310876266,0.9940463065049614,0.023851590106007067,1.2857142857142858,0.9814487632508834,0.7416555407209613,0.8448669201520912
Multi-class,Baseline,OOD Test,4,0.48484848484848486,0.8797979797979798,1.0,0.5809859154929577,0.734966592427617,0.7212121212121212,1.4,0.48484848484848486,1.0,0.653061224489796
Multi-class,Baseline,OOD Test,5,0.9571639586410635,0.9928606597735106,0.9852289512555391,0.9932985852568875,0.989247311827957,0.04283604135893648,1.0,0.9571639586410635,0.7074235807860262,0.8135593220338984
Multi-class,Baseline,OOD Test,6,0.497968659315148,0.9142000386922036,0.9941961694718514,0.7980433263452131,0.8853857087479001,0.5147997678467788,1.0254335260115608,0.497968659315148,0.9976744186046511,0.6643437862950058
Multi-class,Baseline,OOD Test,7,0.9385113268608414,0.9897518878101402,0.9902912621359223,0.9892241379310345,0.9897574123989218,0.061488673139158574,1.0,0.9385113268608414,0.6615969581749049,0.7760927743086531
Multi-class,Baseline,OOD Test,8,0.8778135048231511,0.9785637727759914,1.0,0.886039886039886,0.9395770392749244,0.12861736334405144,1.0526315789473684,0.8778135048231511,0.8005865102639296,0.8374233128834355
Multi-class,Baseline,OOD Test,9,0.9241245136186771,0.9854085603112841,0.9737354085603113,0.9823356231599607,0.9780166096726918,0.08754863813229571,1.1538461538461537,0.9241245136186771,0.7648953301127214,0.8370044052863436
Multi-class,Baseline,OOD Test,10,0.9981960312687913,0.9994988975746643,1.0,0.9984989492644851,0.9992489109208352,0.003006614552014432,1.6666666666666667,0.9981960312687913,0.7566089334548769,0.860772621208193
Multi-class,Baseline,OOD Test,11,0.9540372670807453,0.9923395445134575,0.9950310559006211,0.9897034596375618,0.9923601073714641,0.04596273291925466,1.0,0.9540372670807453,0.987146529562982,0.9703095388502843
Multi-class,Baseline,OOD Test,12,0.0022304832713754648,0.8304832713754647,0.9747211895910781,0.6685364609892912,0.7931034482758622,1.0171003717472118,1.0193740685543964,0.0022304832713754648,1.0,0.004451038575667656
Multi-class,Baseline,OOD Test,13,0.9875222816399287,0.9973262032085561,0.9982174688057041,0.99644128113879,0.9973285841495992,0.016042780748663103,1.2857142857142858,0.9875222816399287,0.28764278296988577,0.4455166867712103
Multi-class,Baseline,OOD Test,14,0.9776536312849162,0.9962756052141527,0.994413407821229,0.9981308411214953,0.9962686567164178,0.0223463687150838,1.0,0.9776536312849162,0.28363047001620745,0.43969849246231146
Multi-class,Baseline,OOD Test,15,0.9838709677419355,0.9973118279569892,0.9969758064516129,0.998989898989899,0.9979818365287588,0.016129032258064516,1.0,0.9838709677419355,0.8079470198675497,0.8872727272727272
Multi-class,Baseline,OOD Test,16,0.0,0.8305395255106715,1.0,0.4958441204523777,0.6629622882127891,1.0167628469359715,1.0167628469359715,0.0,,
Multi-class,Baseline,OOD Test,17,0.9896142433234422,0.9980217606330366,1.0,0.9941002949852508,0.9970414201183432,0.011869436201780416,1.1428571428571428,0.9896142433234422,0.1497866606781945,0.26019114491905604
Multi-class,Baseline,OOD Test,18,0.9903173749327595,0.9982965752196521,1.0,0.9949157077869949,0.9974513749161635,0.010220548682087143,1.0555555555555556,0.9903173749327595,0.9674198633736206,0.9787347155768208
Multi-class,Baseline,OOD Test,19,0.9789140748550342,0.9964856791425057,0.9971885433140045,0.9957887348657659,0.996488147497805,0.021085925144965736,1.0,0.9789140748550342,0.9567233384853169,0.9676915059927045
Multi-class,Baseline,OOD Test,20,0.11320754716981132,0.8456873315363881,0.9986522911051213,0.683894785417628,0.8118323746918652,0.9258760107816711,1.0440729483282676,0.11320754716981132,1.0,0.2033898305084746
Multi-class,Baseline,OOD Test,21,0.9672364672364673,0.9943019943019943,0.99002849002849,0.9985632183908046,0.994277539341917,0.03418803418803419,1.0434782608695652,0.9672364672364673,0.4829302987197724,0.6442125237191652
Multi-class,Baseline,OOD Test,22,0.8423236514522822,0.9737206085753803,0.995850622406639,0.9536423841059603,0.9742895805142083,0.15767634854771784,1.0,0.8423236514522822,0.9598108747044918,0.8972375690607736
Multi-class,Baseline,OOD Test,23,0.9414225941422594,0.9881450488145049,0.9874476987447699,0.9947312961011591,0.9910761154855643,0.07112970711297072,1.2142857142857142,0.9414225941422594,0.6164383561643836,0.7450331125827814
Multi-class,Baseline,OOD Test,24,0.9745762711864406,0.9943502824858758,1.0,0.9833333333333333,0.9915966386554621,0.03389830508474576,1.3333333333333333,0.9745762711864406,0.3026315789473684,0.46184738955823296
Multi-class,Baseline,OOD Test,25,0.9895661724327293,0.9982610287387882,0.9970712062969065,0.9994495412844037,0.9982589572070009,0.01043382756727073,1.0,0.9895661724327293,0.8872476612506155,0.9356178608515057
Multi-class,Baseline,OOD Test,26,0.9625,0.99375,0.9951388888888889,0.9923822714681441,0.9937586685159501,0.0375,1.0,0.9625,0.9726315789473684,0.9675392670157068
Multi-class,Baseline,OOD Test,27,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.8559796437659033,0.9224019742253907
Multi-class,Baseline,OOD Test,28,0.6217948717948718,0.936698717948718,0.9914529914529915,0.8935965334617236,0.9399848062800709,0.3798076923076923,1.0042372881355932,0.6217948717948718,0.9872773536895675,0.7630285152409045
Multi-class,Baseline,OOD Test,29,0.9894736842105263,0.9982456140350877,0.9973684210526316,1.0,0.9986824769433464,0.010526315789473684,1.0,0.9894736842105263,0.6471600688468159,0.7825182101977107
Multi-class,Baseline,OOD Test,30,0.99860529986053,0.999767549976755,1.0,0.9996514464970373,0.9998256928708384,0.001394700139470014,1.0,0.99860529986053,0.8192219679633868,0.9000628535512257
Multi-class,Baseline,OOD Test,31,0.89375,0.9809027777777778,0.9770833333333333,1.0,0.9884088514225501,0.11458333333333333,1.0784313725490196,0.89375,0.988479262672811,0.9387308533916848
