Model Type,Training,Evaluation,Class,Character Accuracy,Dot Accuracy,Dot Recall,Dot Precision,Dot F1,Hamming Distance,Missclassification HD,Character Recall,Character Precision,Character F1
Multi-label,Adaptive-balance,ID Test,25,0.9915730337078652,0.9976591760299626,0.9971910112359551,0.9981255857544518,0.9976580796252928,0.014044943820224719,1.6666666666666667,0.9915730337078652,0.9971751412429378,0.9943661971830987
Multi-label,Adaptive-balance,ID Test,26,0.9791666666666666,0.9965277777777778,0.9930555555555556,1.0,0.9965156794425087,0.020833333333333332,1.0,0.9791666666666666,0.986013986013986,0.9825783972125435
Multi-label,Adaptive-balance,ID Test,27,0.9772727272727273,0.9954545454545455,0.9931818181818182,1.0,0.9965792474344356,0.02727272727272727,1.2,0.9772727272727273,0.9953703703703703,0.9862385321100917
Multi-label,Adaptive-balance,ID Test,28,0.875,0.9791666666666666,0.9583333333333334,1.0,0.9787234042553191,0.125,1.0,0.875,0.7,0.7777777777777777
Multi-label,Adaptive-balance,ID Test,29,0.9769357495881383,0.9958813838550247,0.9971169686985173,0.9967064635652532,0.9969116738727609,0.02471169686985173,1.0714285714285714,0.9769357495881383,0.9983164983164983,0.9875104079933389
Multi-label,Adaptive-balance,ID Test,30,0.9952153110047847,0.9992025518341308,0.9988038277511961,1.0,0.9994015559545182,0.004784688995215311,1.0,0.9952153110047847,0.9984,0.9968051118210862
Multi-label,Adaptive-balance,ID Test,31,0.9803921568627451,0.9956427015250545,0.9947712418300654,1.0,0.9973787680209699,0.026143790849673203,1.3333333333333333,0.9803921568627451,0.9493670886075949,0.9646302250803858
Multi-label,Adaptive-balance,ID Test,32,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-label,Adaptive-balance,ID Test,33,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9583333333333334,0.9787234042553191
Multi-label,Adaptive-balance,ID Test,34,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.8888888888888888,0.9411764705882353
Multi-label,Adaptive-balance,ID Test,35,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-label,Adaptive-balance,ID Test,36,0.9795918367346939,0.9965986394557823,0.9965986394557823,0.9932203389830508,0.9949066213921901,0.02040816326530612,1.0,0.9795918367346939,0.9863013698630136,0.9829351535836177
Multi-label,Adaptive-balance,ID Test,37,0.9939393939393939,0.998989898989899,0.997979797979798,1.0,0.9989888776541962,0.006060606060606061,1.0,0.9939393939393939,1.0,0.9969604863221885
Multi-label,Adaptive-balance,ID Test,38,0.9565217391304348,0.9927536231884058,0.9855072463768116,1.0,0.9927007299270074,0.043478260869565216,1.0,0.9565217391304348,0.9166666666666666,0.9361702127659574
Multi-label,Adaptive-balance,ID Test,39,,,,,,,,,0.0,
Multi-label,Adaptive-balance,ID Test,40,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-label,Adaptive-balance,ID Test,41,,,,,,,,,0.0,
Multi-label,Adaptive-balance,ID Test,42,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.8461538461538461,0.9166666666666666
Multi-label,Adaptive-balance,ID Test,43,0.996,0.9993333333333333,1.0,0.999000999000999,0.9995002498750626,0.004,1.0,0.996,0.996,0.996
Multi-label,Adaptive-balance,ID Test,44,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.3333333333333333,0.5
Multi-label,Adaptive-balance,ID Test,45,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.95,0.9743589743589743
Multi-label,Adaptive-balance,ID Test,46,0.9915966386554622,0.9985994397759104,0.9978991596638656,1.0,0.9989484752891693,0.008403361344537815,1.0,0.9915966386554622,0.9957805907172996,0.9936842105263158
Multi-label,Adaptive-balance,ID Test,47,0.9926470588235294,0.9975490196078431,0.9970588235294118,1.0,0.9985272459499264,0.014705882352941176,2.0,0.9926470588235294,0.9926470588235294,0.9926470588235294
Multi-label,Adaptive-balance,ID Test,48,,,,,,,,,0.0,
Multi-label,Adaptive-balance,ID Test,49,0.9879518072289156,0.9979919678714859,0.9959839357429718,1.0,0.9979879275653923,0.012048192771084338,1.0,0.9879518072289156,0.9761904761904762,0.9820359281437125
Multi-label,Adaptive-balance,ID Test,50,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9841897233201581,0.99203187250996
Multi-label,Adaptive-balance,ID Test,51,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-label,Adaptive-balance,ID Test,52,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.8148148148148148,0.8979591836734693
Multi-label,Adaptive-balance,ID Test,53,0.9790575916230366,0.9965095986038395,0.9960732984293194,0.9986876640419947,0.9973787680209699,0.020942408376963352,1.0,0.9790575916230366,0.9946808510638298,0.9868073878627969
Multi-label,Adaptive-balance,ID Test,54,0.972972972972973,0.9954954954954955,0.9932432432432432,1.0,0.9966101694915254,0.02702702702702703,1.0,0.972972972972973,1.0,0.9863013698630138
Multi-label,Adaptive-balance,ID Test,55,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.9411764705882353,0.9696969696969697
Multi-label,Adaptive-balance,ID Test,56,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.6666666666666666,0.8
Multi-label,Adaptive-balance,ID Test,57,,,,,,,,,,
Multi-label,Adaptive-balance,ID Test,58,0.9862068965517241,0.996551724137931,0.9954022988505747,0.9994229659549914,0.997408580477973,0.020689655172413793,1.5,0.9862068965517241,1.0,0.9930555555555556
Multi-label,Adaptive-balance,ID Test,59,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0
Multi-label,Adaptive-balance,ID Test,60,0.9322916666666666,0.9826388888888888,0.9791666666666666,0.9947089947089947,0.9868766404199474,0.10416666666666667,1.5384615384615385,0.9322916666666666,0.9944444444444445,0.9623655913978495
Multi-label,Adaptive-balance,ID Test,61,0.5,0.9166666666666666,0.9,1.0,0.9473684210526316,0.5,1.0,0.5,1.0,0.6666666666666666
Multi-label,Adaptive-balance,ID Test,62,0.9945054945054945,0.9990842490842491,0.9989010989010989,1.0,0.999450247388675,0.005494505494505495,1.0,0.9945054945054945,0.9945054945054945,0.9945054945054945
Multi-label,Adaptive-balance,ID Test,63,0.9583333333333334,0.9930555555555556,0.9930555555555556,1.0,0.9965156794425087,0.041666666666666664,1.0,0.9583333333333334,1.0,0.9787234042553191
Multi-class,Adaptive-balance,OOD Test,0,,,,,,,,,,
Multi-class,Adaptive-balance,OOD Test,1,0.9600363306085377,0.9860732667272177,1.0,0.922883487007544,0.959895379250218,0.08356039963669391,2.090909090909091,0.9600363306085377,0.984171322160149,0.9719540229885058
Multi-class,Adaptive-balance,OOD Test,2,0.9521604938271605,0.989454732510288,1.0,0.9404934687953556,0.9693343305908751,0.06327160493827161,1.3225806451612903,0.9521604938271605,0.970125786163522,0.9610591900311527
Multi-class,Adaptive-balance,OOD Test,3,0.976148409893993,0.9938162544169611,0.9982332155477032,0.9834638816362054,0.9907935116177115,0.037102473498233215,1.5555555555555556,0.976148409893993,0.9839715048975958,0.9800443458980044
Multi-class,Adaptive-balance,OOD Test,4,0.9503030303030303,0.9826262626262626,1.0,0.9055982436882547,0.9504608294930875,0.10424242424242425,2.097560975609756,0.9503030303030303,0.9775561097256857,0.9637369391518131
Multi-class,Adaptive-balance,OOD Test,5,0.9512555391432792,0.9903988183161004,0.9992614475627769,0.9726815240833933,0.985792349726776,0.05760709010339734,1.1818181818181819,0.9512555391432792,0.9847094801223242,0.9676934635612322
Multi-class,Adaptive-balance,OOD Test,6,0.9709808473592572,0.992068098278197,0.9997098084735926,0.9770277935337492,0.9882386689615605,0.04759141033081834,1.64,0.9709808473592572,0.9970202622169249,0.9838282857982946
Multi-class,Adaptive-balance,OOD Test,7,0.9288025889967637,0.9881337648327939,0.9996404171161453,0.9771528998242531,0.9882687522218273,0.07119741100323625,1.0,0.9288025889967637,0.9873853211009175,0.9571984435797667
Multi-class,Adaptive-balance,OOD Test,8,0.9710610932475884,0.992497320471597,1.0,0.9569230769230769,0.9779874213836477,0.04501607717041801,1.5555555555555556,0.9710610932475884,0.9773462783171522,0.9741935483870967
Multi-class,Adaptive-balance,OOD Test,9,0.933852140077821,0.98378728923476,0.9941634241245136,0.9587242026266416,0.9761222540592167,0.09727626459143969,1.4705882352941178,0.933852140077821,0.97165991902834,0.9523809523809522
Multi-class,Adaptive-balance,OOD Test,10,0.9861695730607336,0.9971938264181198,0.9990980156343957,0.9925328554360813,0.9958046149235842,0.01683704149128082,1.2173913043478262,0.9861695730607336,0.9681227863046045,0.9770628537384569
Multi-class,Adaptive-balance,OOD Test,11,0.8360248447204969,0.9716356107660455,0.9892339544513458,0.9556,0.9721261444557477,0.1701863354037267,1.0378787878787878,0.8360248447204969,0.9955621301775148,0.9088453747467926
Multi-class,Adaptive-balance,OOD Test,12,0.9234200743494424,0.9846344485749691,0.9970260223048327,0.958541815582559,0.9774052478134111,0.09219330855018587,1.203883495145631,0.9234200743494424,0.9888535031847133,0.9550173010380623
Multi-class,Adaptive-balance,OOD Test,13,0.9447415329768271,0.9901960784313726,0.9994058229352347,0.9813302217036173,0.9902855460700619,0.058823529411764705,1.064516129032258,0.9447415329768271,0.916955017301038,0.9306409130816505
Multi-class,Adaptive-balance,OOD Test,14,0.9553072625698324,0.9925512104283054,0.9990689013035382,0.9862132352941176,0.9925994449583718,0.0446927374301676,1.0,0.9553072625698324,0.8280871670702179,0.88715953307393
Multi-class,Adaptive-balance,OOD Test,15,0.9959677419354839,0.9993279569892473,1.0,0.998992950654582,0.9994962216624685,0.004032258064516129,1.0,0.9959677419354839,0.524416135881104,0.6870653685674548
Multi-class,Adaptive-balance,OOD Test,16,0.9672987084363837,0.9907941742236879,0.9994503984611157,0.9481230448383733,0.9731103678929767,0.055234954657873044,1.6890756302521008,0.9672987084363837,0.9932279909706546,0.9800918836140888
Multi-class,Adaptive-balance,OOD Test,17,0.9391691394658753,0.9886251236399605,0.9918397626112759,0.9744897959183674,0.9830882352941176,0.06824925816023739,1.1219512195121952,0.9391691394658753,0.9433681073025335,0.941263940520446
Multi-class,Adaptive-balance,OOD Test,18,0.9956966110812264,0.99919311457773,1.0,0.9975851891601825,0.9987911349899261,0.004841312533620226,1.125,0.9956966110812264,0.9635606454971369,0.9793650793650792
Multi-class,Adaptive-balance,OOD Test,19,0.9472851871375857,0.9910384818133896,0.9957828149710068,0.9864229765013055,0.9910807974816369,0.05376910911966262,1.02,0.9472851871375857,0.9922694643843181,0.9692556634304208
Multi-class,Adaptive-balance,OOD Test,20,0.9609164420485176,0.9903414195867026,0.9959568733153639,0.9755775577557756,0.9856618872957653,0.057951482479784364,1.4827586206896552,0.9609164420485176,0.9727148703956344,0.9667796610169492
Multi-class,Adaptive-balance,OOD Test,21,0.9501424501424501,0.9909781576448243,0.99667616334283,0.9854460093896713,0.9910292728989613,0.05413105413105413,1.0857142857142856,0.9501424501424501,0.9751461988304093,0.9624819624819624
Multi-class,Adaptive-balance,OOD Test,22,0.970954356846473,0.9941217150760719,1.0,0.9883800410116199,0.9941560673771055,0.035269709543568464,1.2142857142857142,0.970954356846473,0.9531568228105907,0.9619732785200411
Multi-class,Adaptive-balance,OOD Test,23,0.9790794979079498,0.9965132496513249,0.9989539748953975,0.9958289885297185,0.9973890339425587,0.02092050209205021,1.0,0.9790794979079498,0.7134146341463414,0.8253968253968255
Multi-class,Adaptive-balance,OOD Test,24,0.9067796610169492,0.9788135593220338,0.9915254237288136,0.9473684210526315,0.968944099378882,0.1271186440677966,1.3636363636363635,0.9067796610169492,0.7753623188405797,0.8359375
Multi-class,Adaptive-balance,OOD Test,25,0.9818780889621087,0.9962474830679114,0.9976203551162365,0.9948886454910552,0.9962526277305548,0.022515101592531575,1.2424242424242424,0.9818780889621087,0.988391376451078,0.9851239669421488
Multi-class,Adaptive-balance,OOD Test,26,0.9083333333333333,0.9829861111111111,0.9854166666666667,0.9806496199032481,0.9830273640457222,0.10208333333333333,1.1136363636363635,0.9083333333333333,0.990909090909091,0.9478260869565217
Multi-class,Adaptive-balance,OOD Test,27,0.9780023781212842,0.9958382877526754,0.9983650416171225,0.9954060462359218,0.9968833481745326,0.02497027348394768,1.135135135135135,0.9780023781212842,0.9745260663507109,0.9762611275964392
Multi-class,Adaptive-balance,OOD Test,28,0.8653846153846154,0.9764957264957265,0.9946581196581197,0.9597938144329897,0.9769150052465897,0.14102564102564102,1.0476190476190477,0.8653846153846154,0.9854014598540146,0.9215017064846417
Multi-class,Adaptive-balance,OOD Test,29,0.9815789473684211,0.9964912280701754,0.9973684210526316,0.9973684210526316,0.9973684210526316,0.021052631578947368,1.1428571428571428,0.9815789473684211,0.927860696517413,0.9539641943734015
Multi-class,Adaptive-balance,OOD Test,30,0.9762900976290098,0.996048349604835,0.9989539748953975,0.9951372004168114,0.9970419349225683,0.023709902370990237,1.0,0.9762900976290098,0.8860759493670886,0.9289980092899801
