Rotation,Class Accuracy,Bitwise Accuracy,Class Recall,Class Precision,Class F1,Bitwise Recall,Bitwise Precision,Bitwise F1,Mean Hamming Distance,Mean Error Distance,Trial,Training,Model
12.5,0.9212121212121213,0.9853535353535353,0.9769467213114754,0.9932291666666667,0.9850206611570249,0.9769467213114754,0.9932291666666667,0.9850206611570249,0.08787878787878788,1.1153846153846154,0,CB,ML
15.625,0.8217391304347826,0.9652173913043478,0.9471153846153846,0.9830339321357285,0.9647404505386876,0.9471153846153846,0.9830339321357285,0.9647404505386876,0.20869565217391303,1.170731707317073,0,CB,ML
18.75,0.5952045133991537,0.919605077574048,0.8655025955639453,0.9698572184029614,0.914713216957606,0.8655025955639453,0.9698572184029614,0.914713216957606,0.4823695345557123,1.1916376306620209,0,CB,ML
21.875,0.42450142450142453,0.8613485280151947,0.7536656891495601,0.9506781750924784,0.8407851690294439,0.7536656891495601,0.9506781750924784,0.8407851690294439,0.8319088319088319,1.4455445544554455,0,CB,ML
25.0,0.22913719943422914,0.78995756718529,0.6232779097387173,0.9304964539007092,0.7465149359886202,0.6232779097387173,0.9304964539007092,0.7465149359886202,1.2602545968882604,1.6348623853211008,0,CB,ML
-25.0,0.2587601078167116,0.7767295597484277,0.685856754306437,0.8340683572216097,0.7527363184079602,0.685856754306437,0.8340683572216097,0.7527363184079602,1.3396226415094339,1.8072727272727274,0,LB,MC
-21.875,0.3640226628895184,0.8347497639282342,0.767628963558921,0.8858547241944292,0.8225152129817443,0.767628963558921,0.8858547241944292,0.8225152129817443,0.9915014164305949,1.55902004454343,0,LB,MC
-18.75,0.5096582466567607,0.8868251609707776,0.8497254118821768,0.9160387513455328,0.8816368816368817,0.8497254118821768,0.9160387513455328,0.8816368816368817,0.6790490341753344,1.3848484848484848,0,LB,MC
-15.625,0.7157142857142857,0.9404761904761905,0.9308176100628931,0.947316592811423,0.9389946315275745,0.9308176100628931,0.947316592811423,0.9389946315275745,0.35714285714285715,1.256281407035176,0,LB,MC
-12.5,0.8396094839609484,0.9658298465829847,0.9613754121526142,0.9691358024691358,0.9652400094585007,0.9613754121526142,0.9691358024691358,0.9652400094585007,0.20502092050209206,1.2782608695652173,0,LB,MC
-9.375,0.9180555555555555,0.9847222222222223,0.9881347887992407,0.9806877060763071,0.9843971631205674,0.9881347887992407,0.9806877060763071,0.9843971631205674,0.09166666666666666,1.11864406779661,0,LB,MC
-6.25,0.9706293706293706,0.9946386946386946,0.9948039678790742,0.9943342776203966,0.9945690672963401,0.9948039678790742,0.9943342776203966,0.9945690672963401,0.032167832167832165,1.0952380952380953,0,LB,MC
-3.125,0.9682539682539683,0.9947089947089947,0.9950870924519875,0.9941990182954038,0.9946428571428572,0.9950870924519875,0.9941990182954038,0.9946428571428572,0.031746031746031744,1.0,0,LB,MC
0.0,0.9753265602322206,0.9946782776971457,0.9941147621383031,0.9950908198330879,0.9946025515210992,0.9941147621383031,0.9950908198330879,0.9946025515210992,0.03193033381712627,1.2941176470588236,0,LB,MC
3.125,0.9650655021834061,0.9936923823386705,0.9935929029078364,0.9935929029078364,0.9935929029078364,0.9935929029078364,0.9935929029078364,0.9935929029078364,0.03784570596797671,1.0833333333333333,0,LB,MC
6.25,0.9662447257383966,0.9936708860759493,0.995164410058027,0.9918072289156626,0.9934829833454019,0.995164410058027,0.9918072289156626,0.9934829833454019,0.0379746835443038,1.125,0,LB,MC
9.375,0.9398907103825137,0.9872495446265938,0.9889958734525447,0.9853814527181362,0.9871853546910756,0.9889958734525447,0.9853814527181362,0.9871853546910756,0.07650273224043716,1.2727272727272727,0,LB,MC
12.5,0.8878787878787879,0.977020202020202,0.9795081967213115,0.9740193581253184,0.9767560664112389,0.9795081967213115,0.9740193581253184,0.9767560664112389,0.13787878787878788,1.2297297297297298,0,LB,MC
15.625,0.7724637681159421,0.9449275362318841,0.9355769230769231,0.953921568627451,0.9446601941747572,0.9355769230769231,0.953921568627451,0.9446601941747572,0.33043478260869563,1.4522292993630572,0,LB,MC
18.75,0.6050775740479548,0.9055007052186178,0.8678621991505427,0.9377868434472209,0.9014705882352941,0.8678621991505427,0.9377868434472209,0.9014705882352941,0.5669957686882934,1.4357142857142857,0,LB,MC
21.875,0.43304843304843305,0.842355175688509,0.7605083088954057,0.8994219653179191,0.8241525423728814,0.7605083088954057,0.8994219653179191,0.8241525423728814,0.9458689458689459,1.6683417085427135,0,LB,MC
25.0,0.24611032531824611,0.7675624705327676,0.6546318289786224,0.8417837507635919,0.7365045430251204,0.6546318289786224,0.8417837507635919,0.7365045430251204,1.3946251768033946,1.849906191369606,0,LB,MC
-25.0,0.3706199460916442,0.8373764600179695,0.7651858567543064,0.8912354804646251,0.8234146341463414,0.7651858567543064,0.8912354804646251,0.8234146341463414,0.9757412398921833,1.5503211991434689,0,LB,ML
-21.875,0.5354107648725213,0.8956562795089708,0.8566019876952201,0.9286813750641355,0.8911866075824718,0.8566019876952201,0.9286813750641355,0.8911866075824718,0.6260623229461756,1.3475609756097562,0,LB,ML
-18.75,0.6716196136701337,0.9348687469044081,0.9216175736395407,0.9456967213114754,0.9335018963337548,0.9216175736395407,0.9456967213114754,0.9335018963337548,0.39078751857355126,1.1900452488687783,0,LB,ML
-15.625,0.79,0.9611904761904762,0.9622641509433962,0.9590163934426229,0.9606375271673508,0.9622641509433962,0.9590163934426229,0.9606375271673508,0.23285714285714285,1.1088435374149659,0,LB,ML
-12.5,0.8786610878661087,0.9779172477917247,0.9802166745171926,0.9751640112464854,0.9776838148931172,0.9802166745171926,0.9751640112464854,0.9776838148931172,0.13249651324965134,1.0919540229885059,0,LB,ML
-9.375,0.9375,0.9884259259259259,0.9905078310393926,0.9858290033065659,0.9881628787878788,0.9905078310393926,0.9858290033065659,0.9881628787878788,0.06944444444444445,1.1111111111111112,0,LB,ML
-6.25,0.972027972027972,0.9953379953379954,0.9962210675484175,0.9943422913719944,0.9952807928268051,0.9962210675484175,0.9943422913719944,0.9952807928268051,0.027972027972027972,1.0,0,LB,ML
-3.125,0.9775132275132276,0.9958112874779541,0.9973202322465387,0.9942119323241317,0.995763656633222,0.9973202322465387,0.9942119323241317,0.995763656633222,0.02513227513227513,1.1176470588235294,0,LB,ML
0.0,0.97677793904209,0.9954039671020803,0.9990191270230505,0.9917234664070107,0.9953579281700464,0.9990191270230505,0.9917234664070107,0.9953579281700464,0.027576197387518143,1.1875,0,LB,ML
3.125,0.9810771470160117,0.9963609898107715,0.9975357318876293,0.9950835791543756,0.9963081466896382,0.9975357318876293,0.9950835791543756,0.9963081466896382,0.021834061135371178,1.1538461538461537,0,LB,ML
6.25,0.9662447257383966,0.9932020628223159,0.9961315280464217,0.9899086977414705,0.9930103639431189,0.9961315280464217,0.9899086977414705,0.9930103639431189,0.040787623066104076,1.2083333333333333,0,LB,ML
9.375,0.9480874316939891,0.9897540983606558,0.9917469050894085,0.9876712328767123,0.9897048730267674,0.9917469050894085,0.9876712328767123,0.9897048730267674,0.06147540983606557,1.1842105263157894,0,LB,ML
12.5,0.8984848484848484,0.9825757575757575,0.9815573770491803,0.9830682401231401,0.98231222763394,0.9815573770491803,0.9830682401231401,0.98231222763394,0.10454545454545454,1.0298507462686568,0,LB,ML
15.625,0.8014492753623188,0.9586956521739131,0.9519230769230769,0.9653827401267674,0.9586056644880174,0.9519230769230769,0.9653827401267674,0.9586056644880174,0.24782608695652175,1.2481751824817517,0,LB,ML
18.75,0.6488011283497884,0.9285378467324871,0.9056158565361019,0.9485912011863569,0.926605504587156,0.9056158565361019,0.9485912011863569,0.926605504587156,0.4287729196050776,1.2208835341365463,0,LB,ML
21.875,0.44871794871794873,0.8791547958214625,0.83088954056696,0.9125067096081588,0.8697876694806855,0.83088954056696,0.9125067096081588,0.8697876694806855,0.7250712250712251,1.3152454780361758,0,LB,ML
25.0,0.26166902404526166,0.8182461103253182,0.7463182897862233,0.8689159292035398,0.802964477383082,0.7463182897862233,0.8689159292035398,0.802964477383082,1.0905233380480905,1.4770114942528736,0,LB,ML
-25.0,0.32075471698113206,0.8223270440251572,0.7452402538531279,0.8777362520021356,0.8060799215493994,0.7452402538531279,0.8777362520021356,0.8060799215493994,1.0660377358490567,1.5694444444444444,0,AB,MC
-21.875,0.4631728045325779,0.8746458923512748,0.8173213440605773,0.9225427350427351,0.8667503136762861,0.8173213440605773,0.9225427350427351,0.8667503136762861,0.7521246458923513,1.4010554089709764,0,AB,MC
-18.75,0.6017830609212481,0.9135710747894997,0.8831752371442836,0.9389596602972399,0.9102135322871109,0.8831752371442836,0.9389596602972399,0.9102135322871109,0.5185735512630015,1.3022388059701493,0,AB,MC
-15.625,0.8085714285714286,0.9604761904761905,0.9559748427672956,0.9634324719648951,0.9596891694997571,0.9559748427672956,0.9634324719648951,0.9596891694997571,0.23714285714285716,1.2388059701492538,0,AB,MC
-12.5,0.891213389121339,0.9783821478382148,0.9755063589260481,0.9805871212121212,0.9780401416765053,0.9755063589260481,0.9805871212121212,0.9780401416765053,0.1297071129707113,1.1923076923076923,0,AB,MC
-9.375,0.9527777777777777,0.9912037037037037,0.9919316563834836,0.9900521080056846,0.9909909909909911,0.9919316563834836,0.9900521080056846,0.9909909909909911,0.05277777777777778,1.1176470588235294,0,AB,MC
-6.25,0.9874125874125874,0.9976689976689976,0.9981105337742088,0.997168475696083,0.997639282341832,0.9981105337742088,0.997168475696083,0.997639282341832,0.013986013986013986,1.1111111111111112,0,AB,MC
-3.125,0.9801587301587301,0.9966931216931217,0.9964269763287181,0.9968722073279714,0.9966495421040876,0.9964269763287181,0.9968722073279714,0.9966495421040876,0.01984126984126984,1.0,0,AB,MC
0.0,0.9782293178519593,0.9956458635703919,0.9946051986267779,0.9965601965601966,0.9955817378497792,0.9946051986267779,0.9965601965601966,0.9955817378497792,0.026124818577648767,1.2,0,AB,MC
3.125,0.9767103347889374,0.9958757884522077,0.996057171020207,0.9955665024630542,0.9958117762995812,0.996057171020207,0.9955665024630542,0.9958117762995812,0.024745269286754003,1.0625,0,AB,MC
6.25,0.9845288326300985,0.9971870604781997,0.9970986460348162,0.9970986460348162,0.9970986460348162,0.9970986460348162,0.9970986460348162,0.9970986460348162,0.016877637130801686,1.0909090909090908,0,AB,MC
9.375,0.9699453551912568,0.9943078324225865,0.9935809261806511,0.9949494949494949,0.9942647396191787,0.9935809261806511,0.9949494949494949,0.9942647396191787,0.03415300546448088,1.1363636363636365,0,AB,MC
12.5,0.9212121212121213,0.9856060606060606,0.9825819672131147,0.9881504379185987,0.9853583354739276,0.9825819672131147,0.9881504379185987,0.9853583354739276,0.08636363636363636,1.0961538461538463,0,AB,MC
15.625,0.8144927536231884,0.9596618357487923,0.9514423076923076,0.9677261613691932,0.9595151515151515,0.9514423076923076,0.9677261613691932,0.9595151515151515,0.24202898550724639,1.3046875,0,AB,MC
18.75,0.6064880112834978,0.9106723084156089,0.8636149126946673,0.9526288391462779,0.905940594059406,0.8636149126946673,0.9526288391462779,0.905940594059406,0.535966149506347,1.3620071684587813,0,AB,MC
21.875,0.4472934472934473,0.860636277302944,0.7776148582600195,0.9233894370284388,0.8442557707614752,0.7776148582600195,0.9233894370284388,0.8442557707614752,0.8361823361823362,1.5128865979381443,0,AB,MC
25.0,0.26591230551626593,0.7909005186232909,0.6731591448931117,0.8768564356435643,0.7616232195646332,0.6731591448931117,0.8768564356435643,0.7616232195646332,1.2545968882602545,1.7090558766859345,0,AB,MC
-25.0,0.18463611859838275,0.7758310871518419,0.6124206708975521,0.9042838018741634,0.7302702702702704,0.6124206708975521,0.9042838018741634,0.7302702702702704,1.3450134770889488,1.649586776859504,0,AB,ML
-21.875,0.2577903682719547,0.8163361661945231,0.6753431140558448,0.9394338380513496,0.7857929515418502,0.6753431140558448,0.9394338380513496,0.7857929515418502,1.1019830028328612,1.484732824427481,0,AB,ML
-18.75,0.413075780089153,0.8665180782565627,0.7683474787818273,0.9535315985130112,0.8509814763616257,0.7683474787818273,0.9535315985130112,0.8509814763616257,0.8008915304606241,1.3645569620253164,0,AB,ML
-15.625,0.6528571428571428,0.9302380952380952,0.8867924528301887,0.968816067653277,0.9259914119727204,0.8867924528301887,0.968816067653277,0.9259914119727204,0.4185714285714286,1.205761316872428,0,AB,ML
-12.5,0.8019525801952581,0.9642026964202697,0.9387658973151202,0.9881011403073872,0.9628019323671497,0.9387658973151202,0.9881011403073872,0.9628019323671497,0.21478382147838215,1.0845070422535212,0,AB,ML
-9.375,0.9305555555555556,0.987037037037037,0.981015662078785,0.9923187710033605,0.986634844868735,0.981015662078785,0.9923187710033605,0.986634844868735,0.07777777777777778,1.12,0,AB,ML
-6.25,0.9804195804195804,0.9967365967365968,0.995276334435522,0.9981051634296542,0.9966887417218544,0.995276334435522,0.9981051634296542,0.9966887417218544,0.019580419580419582,1.0,0,AB,ML
-3.125,0.9867724867724867,0.9975749559082893,0.995980348369808,0.9991039426523297,0.9975397002907627,0.995980348369808,0.9991039426523297,0.9975397002907627,0.01455026455026455,1.1,0,AB,ML
0.0,0.9825834542815675,0.9966134494436382,0.998038254046101,0.9951100244498777,0.9965719882468168,0.998038254046101,0.9951100244498777,0.9965719882468168,0.020319303338171262,1.1666666666666667,0,AB,ML
3.125,0.9839883551673945,0.9968461911693353,0.9965500246426812,0.9970414201183432,0.9967956618190782,0.9965500246426812,0.9970414201183432,0.9967956618190782,0.018922852983988356,1.1818181818181819,0,AB,ML
6.25,0.9732770745428974,0.9948429442100328,0.9937137330754352,0.9956395348837209,0.994675701839303,0.9937137330754352,0.9956395348837209,0.994675701839303,0.030942334739803096,1.1578947368421053,0,AB,ML
9.375,0.9521857923497268,0.9908925318761385,0.9844108207244383,0.9972131908964236,0.9907706506691278,0.9844108207244383,0.9972131908964236,0.9907706506691278,0.0546448087431694,1.1428571428571428,0,AB,ML
12.5,0.8909090909090909,0.9813131313131314,0.9697745901639344,0.9921383647798742,0.9808290155440414,0.9697745901639344,0.9921383647798742,0.9808290155440414,0.11212121212121212,1.0277777777777777,0,AB,ML
15.625,0.6739130434782609,0.9352657004830918,0.8903846153846153,0.9788583509513742,0.932527693856999,0.8903846153846153,0.9788583509513742,0.932527693856999,0.3884057971014493,1.191111111111111,0,AB,ML
18.75,0.4936530324400564,0.89257169722614,0.8107597923548844,0.9684329199549042,0.8826098124839455,0.8107597923548844,0.9684329199549042,0.8826098124839455,0.6445698166431594,1.2729805013927578,0,AB,ML
21.875,0.3162393162393162,0.8323836657169991,0.7038123167155426,0.935064935064935,0.8031232571109871,0.7038123167155426,0.935064935064935,0.8031232571109871,1.0056980056980056,1.4708333333333334,0,AB,ML
25.0,0.19094766619519093,0.776991984912777,0.6175771971496437,0.9021512838306731,0.7332205301748448,0.6175771971496437,0.9021512838306731,0.7332205301748448,1.338048090523338,1.6538461538461537,0,AB,ML
