Noise,Class Accuracy,Bitwise Accuracy,Class Recall,Class Precision,Class F1,Bitwise Recall,Bitwise Precision,Bitwise F1,Mean Hamming Distance,Mean Error Distance,Trial,Training,Model
0.0,0.9614835948644793,0.9916785544460295,0.9870565675934804,0.996129656507015,0.9915723573320492,0.9870565675934804,0.996129656507015,0.9915723573320492,0.04992867332382311,1.2962962962962963,0,Base,MC
0.00625,0.9619883040935673,0.9917153996101364,0.986159169550173,0.9970014992503748,0.9915506958250497,0.986159169550173,0.9970014992503748,0.9915506958250497,0.049707602339181284,1.3076923076923077,0,Base,MC
0.0125,0.9407806191117093,0.9881112606550022,0.983370786516854,0.9927404718693285,0.9880334161210206,0.983370786516854,0.9927404718693285,0.9880334161210206,0.07133243606998654,1.2045454545454546,0,Base,MC
0.018750000000000003,0.9378531073446328,0.9861111111111112,0.9805595068752964,0.9913710450623202,0.9859356376638857,0.9805595068752964,0.9913710450623202,0.9859356376638857,0.08333333333333333,1.3409090909090908,0,Base,MC
0.025,0.9460992907801419,0.9877068557919622,0.9805779251539555,0.9947140797693417,0.9875954198473282,0.9805779251539555,0.9947140797693417,0.9875954198473282,0.07375886524822695,1.368421052631579,0,Base,MC
0.03125,0.948509485094851,0.9878048780487805,0.9817684594348223,0.9935424354243543,0.9876203576341129,0.9817684594348223,0.9935424354243543,0.9876203576341129,0.07317073170731707,1.4210526315789473,0,Base,MC
0.037500000000000006,0.9316353887399463,0.9823503127792672,0.970508166969147,0.9934974454249884,0.9818682579756713,0.970508166969147,0.9934974454249884,0.9818682579756713,0.10589812332439678,1.5490196078431373,0,Base,MC
0.043750000000000004,0.9330601092896175,0.9845173041894353,0.976465159206276,0.9920300046882325,0.9841860465116279,0.976465159206276,0.9920300046882325,0.9841860465116279,0.09289617486338798,1.3877551020408163,0,Base,MC
0.05,0.9270998415213946,0.9841521394611727,0.9738846572361263,0.9933407325194229,0.9835164835164836,0.9738846572361263,0.9933407325194229,0.9835164835164836,0.09508716323296355,1.3043478260869565,0,Base,MC
0.05625,0.925392670157068,0.9805846422338569,0.9729493891797557,0.9880372175454143,0.9804352604968125,0.9729493891797557,0.9880372175454143,0.9804352604968125,0.11649214659685864,1.5614035087719298,0,Base,MC
0.0625,0.9225251076040172,0.9830224772835964,0.9729985788725722,0.9932301740812379,0.983010289542953,0.9729985788725722,0.9932301740812379,0.983010289542953,0.10186513629842181,1.3148148148148149,0,Base,MC
0.06875,0.8949704142011834,0.9721400394477318,0.9560878243512974,0.9871200412158682,0.9713561470215463,0.9560878243512974,0.9871200412158682,0.9713561470215463,0.16715976331360946,1.591549295774648,0,Base,MC
0.07500000000000001,0.9011627906976745,0.9777131782945736,0.9652777777777778,0.9888211382113821,0.9769076305220884,0.9652777777777778,0.9888211382113821,0.9769076305220884,0.13372093023255813,1.3529411764705883,0,Base,MC
0.08125,0.889763779527559,0.9704724409448819,0.9556561085972851,0.9827826896230805,0.9690295939435651,0.9556561085972851,0.9827826896230805,0.9690295939435651,0.17716535433070865,1.6071428571428572,0,Base,MC
0.08750000000000001,0.8738872403560831,0.9666172106824926,0.9489795918367347,0.9815303430079155,0.9649805447470817,0.9489795918367347,0.9815303430079155,0.9649805447470817,0.20029673590504452,1.588235294117647,0,Base,MC
0.09375,0.8720238095238095,0.9692460317460317,0.9499241274658573,0.9868628481345244,0.9680412371134021,0.9499241274658573,0.9868628481345244,0.9680412371134021,0.18452380952380953,1.441860465116279,0,Base,MC
0.1,0.8618705035971223,0.965947242206235,0.9462989840348331,0.984398590840463,0.9649728663048841,0.9462989840348331,0.984398590840463,0.9649728663048841,0.20431654676258992,1.4791666666666667,0,Base,MC
0.0,0.9900142653352354,0.9983357108892059,0.9980824544582934,0.9985611510791367,0.9983217453847997,0.9980824544582934,0.9985611510791367,0.9983217453847997,0.009985734664764621,1.0,0,Base,ML
0.00625,0.9853801169590644,0.9975633528265108,0.9950568462679189,1.0,0.9975222993062438,0.9950568462679189,1.0,0.9975222993062438,0.014619883040935672,1.0,0,Base,ML
0.0125,0.9798115746971736,0.9961866307761328,0.9946067415730337,0.9977457168620378,0.9961737564708529,0.9946067415730337,0.9977457168620378,0.9961737564708529,0.02288021534320323,1.1333333333333333,0,Base,ML
0.018750000000000003,0.980225988700565,0.9967043314500942,0.9943100995732574,0.9990471653168176,0.9966730038022814,0.9943100995732574,0.9990471653168176,0.9966730038022814,0.01977401129943503,1.0,0,Base,ML
0.025,0.9900709219858156,0.9983451536643027,0.9966840360018948,1.0,0.9983392645314353,0.9966840360018948,1.0,0.9983392645314353,0.009929078014184398,1.0,0,Base,ML
0.03125,0.983739837398374,0.9970641373080398,0.9963536918869644,0.9977179370150616,0.9970353477765109,0.9963536918869644,0.9977179370150616,0.9970353477765109,0.017615176151761516,1.0833333333333333,0,Base,ML
0.037500000000000006,0.9718498659517426,0.9941912421805184,0.9904718693284936,0.9977148080438757,0.9940801457194899,0.9904718693284936,0.9977148080438757,0.9940801457194899,0.03485254691689008,1.2380952380952381,0,Base,ML
0.043750000000000004,0.9699453551912568,0.9943078324225865,0.9926165205353022,0.9958333333333333,0.9942223249364457,0.9926165205353022,0.9958333333333333,0.9942223249364457,0.03415300546448088,1.1363636363636365,0,Base,ML
0.05,0.9667194928684627,0.9944532488114105,0.9929270946681176,0.9956355701036552,0.9942794878779625,0.9929270946681176,0.9956355701036552,0.9942794878779625,0.03328050713153724,1.0,0,Base,ML
0.05625,0.9659685863874345,0.9928010471204188,0.9921465968586387,0.9934469200524246,0.9927963326784544,0.9921465968586387,0.9934469200524246,0.9927963326784544,0.04319371727748691,1.2692307692307692,0,Base,ML
0.0625,0.9770444763271162,0.9949784791965567,0.9943154902889626,0.99573055028463,0.9950225171841669,0.9943154902889626,0.99573055028463,0.9950225171841669,0.03012912482065997,1.3125,0,Base,ML
0.06875,0.9511834319526628,0.9903846153846154,0.9895209580838323,0.9910044977511244,0.9902621722846442,0.9895209580838323,0.9910044977511244,0.9902621722846442,0.057692307692307696,1.1818181818181819,0,Base,ML
0.07500000000000001,0.9578488372093024,0.9900678294573644,0.9915674603174603,0.9881364310430054,0.98984897251795,0.9915674603174603,0.9881364310430054,0.98984897251795,0.059593023255813955,1.4137931034482758,0,Base,ML
0.08125,0.9606299212598425,0.9905949256342957,0.9900452488687783,0.990493435943866,0.9902692916949536,0.9900452488687783,0.990493435943866,0.9902692916949536,0.05643044619422572,1.4333333333333333,0,Base,ML
0.08750000000000001,0.9376854599406528,0.9846686449060337,0.9877551020408163,0.9807497467071935,0.9842399593289272,0.9877551020408163,0.9807497467071935,0.9842399593289272,0.09198813056379822,1.4761904761904763,0,Base,ML
0.09375,0.9389880952380952,0.9853670634920635,0.9863429438543247,0.9838546922300706,0.9850972467794897,0.9863429438543247,0.9838546922300706,0.9850972467794897,0.08779761904761904,1.4390243902439024,0,Base,ML
0.1,0.9309352517985612,0.9851318944844125,0.9864537977745524,0.9835986493005306,0.985024154589372,0.9864537977745524,0.9835986493005306,0.985024154589372,0.08920863309352518,1.2916666666666667,0,Base,ML
0.0,0.985734664764622,0.9971469329529244,0.9976030680728667,0.9966475095785441,0.9971250598945856,0.9976030680728667,0.9966475095785441,0.9971250598945856,0.017118402282453638,1.2,0,CB,MC
0.00625,0.9912280701754386,0.9985380116959064,0.9985170538803757,0.9985170538803757,0.9985170538803757,0.9985170538803757,0.9985170538803757,0.9985170538803757,0.008771929824561403,1.0,0,CB,MC
0.0125,0.9865410497981157,0.996859578286227,0.9964044943820225,0.9973009446693657,0.9968525179856115,0.9964044943820225,0.9973009446693657,0.9968525179856115,0.018842530282637954,1.4,0,CB,MC
0.018750000000000003,0.9844632768361582,0.9974105461393596,0.9966808914177335,0.9981006647673314,0.9973902728351127,0.9966808914177335,0.9981006647673314,0.9973902728351127,0.015536723163841809,1.0,0,CB,MC
0.025,0.9900709219858156,0.9981087470449173,0.9971577451444813,0.9990507831039392,0.9981033665244192,0.9971577451444813,0.9990507831039392,0.9981033665244192,0.011347517730496455,1.1428571428571428,0,CB,MC
0.03125,0.986449864498645,0.996386630532972,0.9945305378304466,0.9981701738334858,0.9963470319634704,0.9945305378304466,0.9981701738334858,0.9963470319634704,0.02168021680216802,1.6,0,CB,MC
0.037500000000000006,0.967828418230563,0.9932975871313673,0.9913793103448276,0.9949908925318761,0.9931818181818182,0.9913793103448276,0.9949908925318761,0.9931818181818182,0.040214477211796246,1.25,0,CB,MC
0.043750000000000004,0.9644808743169399,0.9929417122040073,0.9949238578680203,0.9908088235294118,0.992862076905365,0.9949238578680203,0.9908088235294118,0.992862076905365,0.04234972677595628,1.1923076923076923,0,CB,MC
0.05,0.9477020602218701,0.9891706286318014,0.9929270946681176,0.9848893685914732,0.988891899214305,0.9929270946681176,0.9848893685914732,0.988891899214305,0.06497622820919176,1.2424242424242424,0,CB,MC
0.05625,0.9345549738219895,0.9834205933682374,0.9943280977312391,0.9730999146029035,0.983599482088908,0.9943280977312391,0.9730999146029035,0.983599482088908,0.09947643979057591,1.52,0,CB,MC
0.0625,0.9182209469153515,0.9760879961740794,0.9962103268593084,0.9580865603644647,0.9767765908035301,0.9962103268593084,0.9580865603644647,0.9767765908035301,0.14347202295552366,1.7543859649122806,0,CB,MC
0.06875,0.849112426035503,0.9529092702169625,0.9940119760479041,0.9175495163519115,0.954251497005988,0.9940119760479041,0.9175495163519115,0.954251497005988,0.28254437869822485,1.8725490196078431,0,CB,MC
0.07500000000000001,0.8284883720930233,0.9503391472868217,0.9910714285714286,0.91441647597254,0.9512020947393478,0.9910714285714286,0.91441647597254,0.9512020947393478,0.29796511627906974,1.7372881355932204,0,CB,MC
0.08125,0.7572178477690289,0.9278215223097113,0.9873303167420815,0.8784219001610306,0.9296974861525352,0.9873303167420815,0.8784219001610306,0.9296974861525352,0.4330708661417323,1.7837837837837838,0,CB,MC
0.08750000000000001,0.6735905044510386,0.8956478733926805,0.9831632653061224,0.8320379965457686,0.9013096351730591,0.9831632653061224,0.8320379965457686,0.9013096351730591,0.6261127596439169,1.9181818181818182,0,CB,MC
0.09375,0.6264880952380952,0.8777281746031746,0.9858371269600404,0.8073736536868269,0.8877248918241858,0.9858371269600404,0.8073736536868269,0.8877248918241858,0.7336309523809523,1.9641434262948207,0,CB,MC
0.1,0.5467625899280576,0.8422062350119904,0.9859700048379294,0.7641544806899138,0.8610054921841993,0.9859700048379294,0.7641544806899138,0.8610054921841993,0.9467625899280575,2.088888888888889,0,CB,MC
0.0,0.9914407988587732,0.9985734664764622,0.99856184084372,0.99856184084372,0.99856184084372,0.99856184084372,0.99856184084372,0.99856184084372,0.008559201141226819,1.0,0,CB,ML
0.00625,0.9868421052631579,0.9978070175438597,0.9975284231339595,0.9980217606330366,0.9977750309023486,0.9975284231339595,0.9980217606330366,0.9977750309023486,0.013157894736842105,1.0,0,CB,ML
0.0125,0.9825033647375505,0.9966352624495289,0.9964044943820225,0.9968525179856115,0.9966284558327715,0.9964044943820225,0.9968525179856115,0.9966284558327715,0.020188425302826378,1.1538461538461537,0,CB,ML
0.018750000000000003,0.9830508474576272,0.9971751412429378,0.9962067330488383,0.9980997624703087,0.9971523493118178,0.9962067330488383,0.9980997624703087,0.9971523493118178,0.01694915254237288,1.0,0,CB,ML
0.025,0.9971631205673759,0.9995271867612293,0.9995262908574135,0.9995262908574135,0.9995262908574135,0.9995262908574135,0.9995262908574135,0.9995262908574135,0.0028368794326241137,1.0,0,CB,ML
0.03125,0.9878048780487805,0.9975158084914183,0.9977210574293528,0.9972665148063782,0.9974937343358397,0.9977210574293528,0.9972665148063782,0.9974937343358397,0.014905149051490514,1.2222222222222223,0,CB,ML
0.037500000000000006,0.9758713136729222,0.9955317247542449,0.9936479128856625,0.9972677595628415,0.9954545454545455,0.9936479128856625,0.9972677595628415,0.9954545454545455,0.02680965147453083,1.1111111111111112,0,CB,ML
0.043750000000000004,0.9795081967213115,0.9963570127504554,0.9967697277341947,0.995850622406639,0.996309963099631,0.9967697277341947,0.995850622406639,0.996309963099631,0.02185792349726776,1.0666666666666667,0,CB,ML
0.05,0.9730586370839936,0.9952456418383518,0.9983677910772579,0.9918918918918919,0.9951193058568331,0.9983677910772579,0.9918918918918919,0.9951193058568331,0.028526148969889066,1.0588235294117647,0,CB,ML
0.05625,0.9738219895287958,0.993237347294939,0.9965095986038395,0.9900303424360641,0.9932594042183083,0.9965095986038395,0.9900303424360641,0.9932594042183083,0.04057591623036649,1.55,0,CB,ML
0.0625,0.9784791965566715,0.9947393591582975,0.9971577451444813,0.9924563884959925,0.9948015122873346,0.9971577451444813,0.9924563884959925,0.9948015122873346,0.03156384505021521,1.4666666666666666,0,CB,ML
0.06875,0.9393491124260355,0.9869329388560157,0.9960079840319361,0.9779519843214111,0.9868974042027194,0.9960079840319361,0.9779519843214111,0.9868974042027194,0.07840236686390532,1.2926829268292683,0,CB,ML
0.07500000000000001,0.9418604651162791,0.9869186046511628,0.9975198412698413,0.9762135922330097,0.9867517173699705,0.9975198412698413,0.9762135922330097,0.9867517173699705,0.07848837209302326,1.35,0,CB,ML
0.08125,0.937007874015748,0.9840332458442694,0.9968325791855204,0.9709122961657117,0.9837017191337352,0.9968325791855204,0.9709122961657117,0.9837017191337352,0.09580052493438321,1.5208333333333333,0,CB,ML
0.08750000000000001,0.9169139465875371,0.9799703264094956,0.9964285714285714,0.9634928465712876,0.9796839729119637,0.9964285714285714,0.9634928465712876,0.9796839729119637,0.1201780415430267,1.4464285714285714,0,CB,ML
0.09375,0.9077380952380952,0.9789186507936508,0.9944360141628731,0.9637254901960784,0.9788399302962411,0.9944360141628731,0.9637254901960784,0.9788399302962411,0.12648809523809523,1.3709677419354838,0,CB,ML
0.1,0.8877697841726618,0.9743405275779377,0.9951620706337687,0.9549675023212628,0.974650556740109,0.9951620706337687,0.9549675023212628,0.974650556740109,0.1539568345323741,1.3717948717948718,0,CB,ML
0.0,0.9814550641940085,0.9961959106038992,0.99712368168744,0.9952153110047847,0.996168582375479,0.99712368168744,0.9952153110047847,0.996168582375479,0.02282453637660485,1.2307692307692308,0,LB,MC
0.00625,0.9839181286549707,0.996832358674464,0.9965397923875432,0.9970326409495549,0.9967861557478368,0.9965397923875432,0.9970326409495549,0.9967861557478368,0.019005847953216373,1.1818181818181819,0,LB,MC
0.0125,0.9784656796769852,0.9961866307761328,0.9968539325842697,0.9955116696588869,0.9961823489782169,0.9968539325842697,0.9955116696588869,0.9961823489782169,0.02288021534320323,1.0625,0,LB,MC
0.018750000000000003,0.9745762711864406,0.9945856873822976,0.9947842579421526,0.9943127962085309,0.9945484712017064,0.9947842579421526,0.9943127962085309,0.9945484712017064,0.03248587570621469,1.2777777777777777,0,LB,MC
0.025,0.9787234042553191,0.9952718676122931,0.994789199431549,0.9957325746799431,0.9952606635071091,0.994789199431549,0.9957325746799431,0.9952606635071091,0.028368794326241134,1.3333333333333333,0,LB,MC
0.03125,0.981029810298103,0.9966124661246613,0.9977210574293528,0.9954524783992724,0.9965854768950604,0.9977210574293528,0.9954524783992724,0.9965854768950604,0.02032520325203252,1.0714285714285714,0,LB,MC
0.037500000000000006,0.9624664879356568,0.9928507596067918,0.9909255898366606,0.994535519125683,0.9927272727272728,0.9909255898366606,0.994535519125683,0.9927272727272728,0.04289544235924933,1.1428571428571428,0,LB,MC
0.043750000000000004,0.9480874316939891,0.9895264116575592,0.9884633133364098,0.9902912621359223,0.9893764434180139,0.9884633133364098,0.9902912621359223,0.9893764434180139,0.06284153005464481,1.2105263157894737,0,LB,MC
0.05,0.9429477020602218,0.9875858425779186,0.9902067464635473,0.9843158464034614,0.9872525088147546,0.9902067464635473,0.9843158464034614,0.9872525088147546,0.07448494453248812,1.3055555555555556,0,LB,MC
0.05625,0.9424083769633508,0.9864746945898778,0.9899650959860384,0.983102253032929,0.9865217391304348,0.9899650959860384,0.983102253032929,0.9865217391304348,0.08115183246073299,1.4090909090909092,0,LB,MC
0.0625,0.9469153515064562,0.9856527977044476,0.9881572714353387,0.9834983498349835,0.9858223062381853,0.9881572714353387,0.9834983498349835,0.9858223062381853,0.08608321377331421,1.6216216216216217,0,LB,MC
0.06875,0.9142011834319527,0.9795364891518737,0.9890219560878244,0.9701419481155164,0.9794909809735607,0.9890219560878244,0.9701419481155164,0.9794909809735607,0.1227810650887574,1.4310344827586208,0,LB,MC
0.07500000000000001,0.9040697674418605,0.9781976744186046,0.9856150793650794,0.97021484375,0.9778543307086613,0.9856150793650794,0.97021484375,0.9778543307086613,0.1308139534883721,1.3636363636363635,0,LB,MC
0.08125,0.89501312335958,0.9748468941382327,0.9886877828054299,0.9604395604395605,0.9743589743589743,0.9886877828054299,0.9604395604395605,0.9743589743589743,0.15091863517060367,1.4375,0,LB,MC
0.08750000000000001,0.8887240356083086,0.9737883283877349,0.9811224489795919,0.9653614457831325,0.9731781376518218,0.9811224489795919,0.9653614457831325,0.9731781376518218,0.1572700296735905,1.4133333333333333,0,LB,MC
0.09375,0.8705357142857143,0.9712301587301587,0.9853313100657562,0.9572481572481573,0.971086739780658,0.9853313100657562,0.9572481572481573,0.971086739780658,0.17261904761904762,1.3333333333333333,0,LB,MC
0.1,0.8546762589928057,0.9664268585131894,0.97677793904209,0.9564187588820464,0.9664911440880803,0.97677793904209,0.9564187588820464,0.9664911440880803,0.2014388489208633,1.386138613861386,0,LB,MC
0.0,0.9843081312410842,0.9971469329529244,0.9995206136145733,0.9947519083969466,0.9971305595408896,0.9995206136145733,0.9947519083969466,0.9971305595408896,0.017118402282453638,1.0909090909090908,0,LB,ML
