Brightness,Class Accuracy,Bitwise Accuracy,Class Recall,Class Precision,Class F1,Bitwise Recall,Bitwise Precision,Bitwise F1,Mean Hamming Distance,Mean Error Distance,Trial,Training,Model
1.24,0.9162234042553191,0.9787234042553191,0.9893758300132802,0.9687906371911573,0.9789750328515111,0.9893758300132802,0.9687906371911573,0.9789750328515111,0.1276595744680851,1.5238095238095237,0,Base,ML
1.26,0.8780487804878049,0.9704155374887082,0.9789666209419295,0.9618149146451033,0.9703149784726942,0.9789666209419295,0.9618149146451033,0.9703149784726942,0.17750677506775067,1.4555555555555555,0,Base,ML
1.28,0.8363136176066025,0.959651535992664,0.9843173431734318,0.937609841827768,0.9603960396039604,0.9843173431734318,0.937609841827768,0.9603960396039604,0.24209078404401652,1.4789915966386555,0,Base,ML
1.3,0.8018134715025906,0.9494818652849741,0.9744463373083475,0.9293257514216084,0.9513513513513514,0.9744463373083475,0.9293257514216084,0.9513513513513514,0.30310880829015546,1.5294117647058822,0,Base,ML
1.0,0.9865591397849462,0.9973118279569892,0.9972439136426274,0.9972439136426274,0.9972439136426274,0.9972439136426274,0.9972439136426274,0.9972439136426274,0.016129032258064516,1.2,0,CB,MC
1.02,0.9812967581047382,0.9960515378221114,0.9975175837815474,0.9946369636963697,0.996075191076224,0.9975175837815474,0.9946369636963697,0.996075191076224,0.02369077306733167,1.2666666666666666,0,CB,MC
1.04,0.9795918367346939,0.9956916099773243,0.9971658006613132,0.993879472693032,0.9955199245460977,0.9971658006613132,0.993879472693032,0.9955199245460977,0.02585034013605442,1.2666666666666666,0,CB,MC
1.06,0.9791666666666666,0.9956018518518519,0.99476688867745,0.9961886612672701,0.9954772673173055,0.99476688867745,0.9961886612672701,0.9954772673173055,0.02638888888888889,1.2666666666666666,0,CB,MC
1.08,0.9804432855280313,0.9958713602781399,0.9947019867549669,0.9969026548672566,0.9958011049723757,0.9947019867549669,0.9969026548672566,0.9958011049723757,0.024771838331160364,1.2666666666666666,0,CB,MC
1.1,0.9529569892473119,0.9890232974910395,0.9882849109653233,0.9887482419127989,0.9885165221467073,0.9882849109653233,0.9887482419127989,0.9885165221467073,0.06586021505376344,1.4,0,CB,MC
1.12,0.9193548387096774,0.9823028673835126,0.975632183908046,0.9878957169459963,0.9817256534813787,0.975632183908046,0.9878957169459963,0.9817256534813787,0.10618279569892473,1.3166666666666667,0,CB,MC
1.1400000000000001,0.8811369509043928,0.9728682170542635,0.9680621493310315,0.9773420479302832,0.9726799653078925,0.9680621493310315,0.9773420479302832,0.9726799653078925,0.16279069767441862,1.3695652173913044,0,CB,MC
1.1600000000000001,0.8179487179487179,0.9540598290598291,0.9493670886075949,0.9564643799472295,0.9529025191675795,0.9493670886075949,0.9564643799472295,0.9529025191675795,0.27564102564102566,1.5140845070422535,0,CB,MC
1.1800000000000002,0.6577464788732394,0.9115023474178404,0.8963754646840149,0.9260681709073452,0.9109799291617473,0.8963754646840149,0.9260681709073452,0.9109799291617473,0.5309859154929577,1.551440329218107,0,CB,MC
1.2,0.5671447196870926,0.8824424163407214,0.8768494342906875,0.8864936207655081,0.8816451542332093,0.8768494342906875,0.8864936207655081,0.8816451542332093,0.7053455019556715,1.6295180722891567,0,CB,MC
1.22,0.4554054054054054,0.8407657657657658,0.8125285779606767,0.8567984570877532,0.8340765078620042,0.8125285779606767,0.8567984570877532,0.8340765078620042,0.9554054054054054,1.7543424317617866,0,CB,MC
1.24,0.35638297872340424,0.8074024822695035,0.7689243027888446,0.8334932821497121,0.7999078977665208,0.7689243027888446,0.8334932821497121,0.7999078977665208,1.1555851063829787,1.7954545454545454,0,CB,MC
1.26,0.2777777777777778,0.7687443541102078,0.7233653406492913,0.7906046976511744,0.7554918815663801,0.7233653406492913,0.7906046976511744,0.7554918815663801,1.3875338753387534,1.9212007504690432,0,CB,MC
1.28,0.19807427785419532,0.7285648784961027,0.6738929889298892,0.7538699690402477,0.711641500243546,0.6738929889298892,0.7538699690402477,0.711641500243546,1.6286107290233838,2.0308747855917666,0,CB,MC
1.3,0.15284974093264247,0.7102763385146805,0.6218057921635435,0.7628004179728317,0.685124354763022,0.6218057921635435,0.7628004179728317,0.685124354763022,1.738341968911917,2.051987767584098,0,CB,MC
1.0,0.9852150537634409,0.9970878136200717,0.99632521819017,0.9977000919963201,0.9970121811077913,0.99632521819017,0.9977000919963201,0.9970121811077913,0.01747311827956989,1.1818181818181819,0,CB,ML
1.02,0.9788029925187033,0.9962593516209476,0.9962763756723211,0.9962763756723211,0.9962763756723211,0.9962763756723211,0.9962763756723211,0.9962763756723211,0.022443890274314215,1.0588235294117647,0,CB,ML
1.04,0.9877551020408163,0.9977324263038548,0.9971658006613132,0.9981087470449173,0.9976370510396976,0.9971658006613132,0.9981087470449173,0.9976370510396976,0.013605442176870748,1.1111111111111112,0,CB,ML
1.06,0.9861111111111112,0.9974537037037037,0.9971455756422455,0.9976201808662541,0.9973828217939568,0.9971455756422455,0.9976201808662541,0.9973828217939568,0.015277777777777777,1.1,0,CB,ML
1.08,0.9804432855280313,0.9963059539330725,0.9951434878587196,0.9973451327433628,0.996243093922652,0.9951434878587196,0.9973451327433628,0.996243093922652,0.02216427640156454,1.1333333333333333,0,CB,ML
1.1,0.9771505376344086,0.9955197132616488,0.9915651358950328,0.9990557129367328,0.9952963311382879,0.9915651358950328,0.9990557129367328,0.9952963311382879,0.026881720430107527,1.1764705882352942,0,CB,ML
1.12,0.9798387096774194,0.9959677419354839,0.992183908045977,0.999536822603057,0.9958467928011074,0.992183908045977,0.999536822603057,0.9958467928011074,0.024193548387096774,1.2,0,CB,ML
1.1400000000000001,0.9728682170542635,0.9946167097329888,0.9909365558912386,0.9982608695652174,0.9945852285033571,0.9909365558912386,0.9982608695652174,0.9945852285033571,0.03229974160206718,1.1904761904761905,0,CB,ML
1.1600000000000001,0.9641025641025641,0.9910256410256411,0.9842863378437363,0.9973463069438302,0.9907732864674867,0.9842863378437363,0.9973463069438302,0.9907732864674867,0.05384615384615385,1.5,0,CB,ML
1.1800000000000002,0.952112676056338,0.9887323943661972,0.9795539033457249,0.9981060606060606,0.9887429643527204,0.9795539033457249,0.9981060606060606,0.9887429643527204,0.0676056338028169,1.411764705882353,0,CB,ML
1.2,0.9491525423728814,0.9863102998696219,0.9734551784160139,0.9991067440821796,0.9861141723605906,0.9734551784160139,0.9991067440821796,0.9861141723605906,0.08213820078226858,1.6153846153846154,0,CB,ML
1.22,0.9202702702702703,0.9797297297297297,0.959304983996342,0.9995235826584088,0.9790013999066729,0.959304983996342,0.9995235826584088,0.9790013999066729,0.12162162162162163,1.5254237288135593,0,CB,ML
1.24,0.8816489361702128,0.9676418439716312,0.9380256750774679,0.9971764705882353,0.9666970802919708,0.9380256750774679,0.9971764705882353,0.9666970802919708,0.19414893617021275,1.6404494382022472,0,CB,ML
1.26,0.8333333333333334,0.9498644986449865,0.9003200731595793,0.9979726305119108,0.9466346153846154,0.9003200731595793,0.9979726305119108,0.9466346153846154,0.3008130081300813,1.8048780487804879,0,CB,ML
1.28,0.7606602475928473,0.9355800091701054,0.8717712177121771,0.9984152139461173,0.9308052203890668,0.8717712177121771,0.9984152139461173,0.9308052203890668,0.38651994497936726,1.6149425287356323,0,CB,ML
1.3,0.655440414507772,0.8950777202072538,0.7947189097103918,0.9978609625668449,0.8847795163584639,0.7947189097103918,0.9978609625668449,0.8847795163584639,0.6295336787564767,1.8270676691729324,0,CB,ML
1.0,0.9798387096774194,0.9961917562724014,0.9949471750114837,0.9972375690607734,0.9960910554150378,0.9949471750114837,0.9972375690607734,0.9960910554150378,0.0228494623655914,1.1333333333333333,0,LB,MC
1.02,0.9800498753117207,0.9962593516209476,0.9971038477451386,0.9954564229657167,0.996279454319967,0.9971038477451386,0.9954564229657167,0.996279454319967,0.022443890274314215,1.125,0,LB,MC
1.04,0.9836734693877551,0.9970521541950114,0.9966934341048653,0.997164461247637,0.9969288920387431,0.9966934341048653,0.997164461247637,0.9969288920387431,0.017687074829931974,1.0833333333333333,0,LB,MC
1.06,0.9805555555555555,0.9958333333333333,0.9952426260704091,0.9961904761904762,0.9957163255592575,0.9952426260704091,0.9961904761904762,0.9957163255592575,0.025,1.2857142857142858,0,LB,MC
1.08,0.9830508474576272,0.9965232507605389,0.9951434878587196,0.9977866312527667,0.9964633068081343,0.9951434878587196,0.9977866312527667,0.9964633068081343,0.020860495436766623,1.2307692307692308,0,LB,MC
1.1,0.9798387096774194,0.9950716845878136,0.9915651358950328,0.9981132075471698,0.9948283968030089,0.9915651358950328,0.9981132075471698,0.9948283968030089,0.02956989247311828,1.4666666666666666,0,LB,MC
1.12,0.9717741935483871,0.9926075268817204,0.9875862068965517,0.9972144846796658,0.9923769923769924,0.9875862068965517,0.9972144846796658,0.9923769923769924,0.04435483870967742,1.5714285714285714,0,LB,MC
1.1400000000000001,0.9664082687338501,0.9939707149009475,0.9896417781614156,0.9982585981715281,0.9939315127871694,0.9896417781614156,0.9982585981715281,0.9939315127871694,0.03617571059431524,1.0769230769230769,0,LB,MC
1.1600000000000001,0.9564102564102565,0.9905982905982906,0.9825403753819293,0.9982261640798226,0.9903211614606248,0.9825403753819293,0.9982261640798226,0.9903211614606248,0.05641025641025641,1.2941176470588236,0,LB,MC
1.1800000000000002,0.9366197183098591,0.9859154929577465,0.9735130111524164,0.9985700667302193,0.9858823529411765,0.9735130111524164,0.9985700667302193,0.9858823529411765,0.08450704225352113,1.3333333333333333,0,LB,MC
1.2,0.9322033898305084,0.9860930030421556,0.9765013054830287,0.9955634427684117,0.9859402460456942,0.9765013054830287,0.9955634427684117,0.9859402460456942,0.08344198174706649,1.2307692307692308,0,LB,MC
1.22,0.904054054054054,0.977027027027027,0.9625057155921354,0.9905882352941177,0.9763450834879407,0.9625057155921354,0.9905882352941177,0.9763450834879407,0.13783783783783785,1.4366197183098592,0,LB,MC
1.24,0.8497340425531915,0.9596631205673759,0.9504205400619743,0.968425800631484,0.9593386952636282,0.9504205400619743,0.968425800631484,0.9593386952636282,0.24202127659574468,1.6106194690265487,0,LB,MC
1.26,0.7669376693766937,0.9428635953026197,0.9254686785550983,0.9574266792809839,0.9411764705882354,0.9254686785550983,0.9574266792809839,0.9411764705882354,0.3428184281842818,1.4709302325581395,0,LB,MC
1.28,0.6478679504814305,0.9046309032553874,0.900830258302583,0.9066852367688022,0.9037482646922721,0.900830258302583,0.9066852367688022,0.9037482646922721,0.5722145804676754,1.625,0,LB,MC
1.3,0.5103626943005182,0.8443436960276338,0.866695059625213,0.8329922226770364,0.8495094969734919,0.866695059625213,0.8329922226770364,0.8495094969734919,0.9339378238341969,1.9074074074074074,0,LB,MC
1.0,0.9825268817204301,0.996415770609319,0.9972439136426274,0.9954149472718936,0.9963285910968334,0.9972439136426274,0.9954149472718936,0.9963285910968334,0.021505376344086023,1.2307692307692308,0,LB,ML
1.02,0.9775561097256857,0.9954280964256027,0.9975175837815474,0.9934074989699218,0.9954582989265071,0.9975175837815474,0.9934074989699218,0.9954582989265071,0.02743142144638404,1.2222222222222223,0,LB,ML
1.04,0.9850340136054422,0.9972789115646259,0.9995276334435522,0.9948283968030089,0.997172478793591,0.9995276334435522,0.9948283968030089,0.997172478793591,0.0163265306122449,1.0909090909090908,0,LB,ML
1.06,0.9805555555555555,0.9967592592592592,0.9980970504281637,0.9952561669829222,0.9966745843230403,0.9980970504281637,0.9952561669829222,0.9966745843230403,0.019444444444444445,1.0,0,LB,ML
1.08,0.9791395045632334,0.9958713602781399,0.9986754966887417,0.9929762949956101,0.9958177415804533,0.9986754966887417,0.9929762949956101,0.9958177415804533,0.024771838331160364,1.1875,0,LB,ML
1.1,0.9852150537634409,0.9973118279569892,0.9981255857544518,0.9962581852198317,0.997191011235955,0.9981255857544518,0.9962581852198317,0.997191011235955,0.016129032258064516,1.0909090909090908,0,LB,ML
1.12,0.9879032258064516,0.9979838709677419,0.9986206896551724,0.9972451790633609,0.997932460372157,0.9986206896551724,0.9972451790633609,0.997932460372157,0.012096774193548387,1.0,0,LB,ML
1.1400000000000001,0.9857881136950905,0.9972006890611542,0.998705222270177,0.995697074010327,0.9971988795518206,0.998705222270177,0.995697074010327,0.9971988795518206,0.016795865633074936,1.1818181818181819,0,LB,ML
1.1600000000000001,0.9769230769230769,0.9957264957264957,0.9978175469227412,0.9934810951760105,0.9956445993031359,0.9978175469227412,0.9934810951760105,0.9956445993031359,0.02564102564102564,1.1111111111111112,0,LB,ML
1.1800000000000002,0.9873239436619718,0.997887323943662,0.9986059479553904,0.997215777262181,0.99791037845368,0.9986059479553904,0.997215777262181,0.99791037845368,0.01267605633802817,1.0,0,LB,ML
1.2,0.9882659713168188,0.9971751412429378,0.999129677980853,0.9952319029042046,0.9971769815418025,0.999129677980853,0.9952319029042046,0.9971769815418025,0.01694915254237288,1.4444444444444444,0,LB,ML
1.22,0.9905405405405405,0.9979729729729729,0.9990855052583447,0.9968065693430657,0.9979447362411509,0.9990855052583447,0.9968065693430657,0.9979447362411509,0.012162162162162163,1.2857142857142858,0,LB,ML
1.24,0.988031914893617,0.9966755319148937,0.99867197875166,0.9947089947089947,0.9966865473823724,0.99867197875166,0.9947089947089947,0.9966865473823724,0.0199468085106383,1.6666666666666667,0,LB,ML
1.26,0.9742547425474255,0.994579945799458,0.9945130315500685,0.9945130315500685,0.9945130315500685,0.9945130315500685,0.9945130315500685,0.9945130315500685,0.032520325203252036,1.263157894736842,0,LB,ML
1.28,0.9807427785419532,0.9963319578175149,0.9981549815498155,0.9944852941176471,0.996316758747698,0.9981549815498155,0.9944852941176471,0.996316758747698,0.02200825309491059,1.1428571428571428,0,LB,ML
1.3,0.9831606217616581,0.9969775474956822,0.9974446337308348,0.9965957446808511,0.9970200085142614,0.9974446337308348,0.9965957446808511,0.9970200085142614,0.018134715025906734,1.0769230769230769,0,LB,ML
1.0,0.9852150537634409,0.996415770609319,0.9958658704639411,0.9967816091954023,0.9963235294117646,0.9958658704639411,0.9967816091954023,0.9963235294117646,0.021505376344086023,1.4545454545454546,0,AB,MC
1.02,0.986284289276808,0.9977140482128013,0.9966901117087298,0.9987562189054726,0.9977220956719817,0.9966901117087298,0.9987562189054726,0.9977220956719817,0.01371571072319202,1.0,0,AB,MC
1.04,0.9809523809523809,0.9965986394557823,0.9962210675484175,0.9966918714555766,0.9964564138908575,0.9962210675484175,0.9966918714555766,0.9964564138908575,0.02040816326530612,1.0714285714285714,0,AB,MC
1.06,0.9763888888888889,0.9960648148148148,0.9938154138915318,0.998088867654085,0.9959475566150178,0.9938154138915318,0.998088867654085,0.9959475566150178,0.02361111111111111,1.0,0,AB,MC
1.08,0.9778357235984355,0.9952194697957409,0.9942604856512142,0.9960194604157453,0.9951391957578435,0.9942604856512142,0.9960194604157453,0.9951391957578435,0.028683181225554105,1.2941176470588236,0,AB,MC
1.1,0.9717741935483871,0.9946236559139785,0.9910965323336457,0.9976415094339622,0.9943582510578279,0.9910965323336457,0.9976415094339622,0.9943582510578279,0.03225806451612903,1.1428571428571428,0,AB,MC
1.12,0.9637096774193549,0.9926075268817204,0.9875862068965517,0.9972144846796658,0.9923769923769924,0.9875862068965517,0.9972144846796658,0.9923769923769924,0.04435483870967742,1.2222222222222223,0,AB,MC
1.1400000000000001,0.9457364341085271,0.9885874246339362,0.981009926629262,0.9960560911481157,0.9884757555990433,0.981009926629262,0.9960560911481157,0.9884757555990433,0.06847545219638243,1.2619047619047619,0,AB,MC
1.1600000000000001,0.9576923076923077,0.989957264957265,0.9860323003055435,0.9934036939313984,0.9897042716319825,0.9860323003055435,0.9934036939313984,0.9897042716319825,0.06025641025641026,1.4242424242424243,0,AB,MC
1.1800000000000002,0.9154929577464789,0.9800469483568075,0.9693308550185874,0.9909738717339668,0.9800328870096312,0.9693308550185874,0.9909738717339668,0.9800328870096312,0.11971830985915492,1.4166666666666667,0,AB,MC
1.2,0.8983050847457628,0.9782703172533681,0.9673629242819843,0.9888790035587188,0.978002639683238,0.9673629242819843,0.9888790035587188,0.978002639683238,0.1303780964797914,1.2820512820512822,0,AB,MC
1.22,0.8567567567567568,0.9664414414414414,0.9565614997713763,0.9748369058713886,0.9656127394414954,0.9565614997713763,0.9748369058713886,0.9656127394414954,0.20135135135135135,1.4056603773584906,0,AB,MC
1.24,0.773936170212766,0.943040780141844,0.9331562638335547,0.952122854561879,0.9425441538117595,0.9331562638335547,0.952122854561879,0.9425441538117595,0.34175531914893614,1.511764705882353,0,AB,MC
1.26,0.7032520325203252,0.9218608852755195,0.9154092363968908,0.9255663430420712,0.9204597701149425,0.9154092363968908,0.9255663430420712,0.9204597701149425,0.46883468834688347,1.5799086757990868,0,AB,MC
1.28,0.6313617606602476,0.8998165978908758,0.9068265682656826,0.8932303498409814,0.8999771114671549,0.9068265682656826,0.8932303498409814,0.8999771114671549,0.6011004126547456,1.6305970149253732,0,AB,MC
1.3,0.5064766839378239,0.8540587219343696,0.8641396933560477,0.8503772003352892,0.8572032108153781,0.8641396933560477,0.8503772003352892,0.8572032108153781,0.8756476683937824,1.7742782152230971,0,AB,MC
1.0,0.9852150537634409,0.9970878136200717,0.9972439136426274,0.9967860422405876,0.9970149253731342,0.9972439136426274,0.9967860422405876,0.9970149253731342,0.01747311827956989,1.1818181818181819,0,AB,ML
1.02,0.9788029925187033,0.9962593516209476,0.9966901117087298,0.9958660603555188,0.9962779156327544,0.9966901117087298,0.9958660603555188,0.9962779156327544,0.022443890274314215,1.0588235294117647,0,AB,ML
1.04,0.9877551020408163,0.9977324263038548,0.997638167217761,0.997638167217761,0.997638167217761,0.997638167217761,0.997638167217761,0.997638167217761,0.013605442176870748,1.1111111111111112,0,AB,ML
1.06,0.9875,0.9976851851851852,0.9971455756422455,0.9980952380952381,0.9976201808662543,0.9971455756422455,0.9980952380952381,0.9976201808662543,0.013888888888888888,1.1111111111111112,0,AB,ML
1.08,0.9908735332464146,0.9982616253802694,0.9973509933774835,0.9991154356479434,0.9982324348210341,0.9973509933774835,0.9991154356479434,0.9982324348210341,0.010430247718383311,1.1428571428571428,0,AB,ML
1.1,0.9865591397849462,0.9977598566308243,0.9971883786316776,0.99812382739212,0.997655883731833,0.9971883786316776,0.99812382739212,0.997655883731833,0.013440860215053764,1.0,0,AB,ML
1.12,0.9879032258064516,0.9979838709677419,0.9967816091954023,0.9990783410138249,0.9979286536248562,0.9967816091954023,0.9990783410138249,0.9979286536248562,0.012096774193548387,1.0,0,AB,ML
1.1400000000000001,0.9844961240310077,0.9974160206718347,0.9961156668105309,0.9987018606663782,0.9974070872947277,0.9961156668105309,0.9987018606663782,0.9974070872947277,0.015503875968992248,1.0,0,AB,ML
1.1600000000000001,0.9833333333333333,0.9967948717948718,0.9956350938454823,0.9978127734033246,0.9967227441555604,0.9956350938454823,0.9978127734033246,0.9967227441555604,0.019230769230769232,1.1538461538461537,0,AB,ML
1.1800000000000002,0.9915492957746479,0.9985915492957746,0.9976765799256505,0.999534450651769,0.9986046511627907,0.9976765799256505,0.999534450651769,0.9986046511627907,0.008450704225352112,1.0,0,AB,ML
1.2,0.9895697522816167,0.9980443285528031,0.9973890339425587,0.9986928104575163,0.9980404964075767,0.9973890339425587,0.9986928104575163,0.9980404964075767,0.011734028683181226,1.125,0,AB,ML
1.22,0.9905405405405405,0.9984234234234234,0.9972565157750343,0.9995417048579285,0.9983978027008469,0.9972565157750343,0.9995417048579285,0.9983978027008469,0.00945945945945946,1.0,0,AB,ML
1.24,0.9893617021276596,0.9975620567375887,0.9969012837538734,0.99822695035461,0.997563676633444,0.9969012837538734,0.99822695035461,0.997563676633444,0.014627659574468085,1.375,0,AB,ML
1.26,0.9823848238482384,0.995483288166215,0.9945130315500685,0.9963353183692166,0.9954233409610983,0.9945130315500685,0.9963353183692166,0.9954233409610983,0.02710027100271003,1.5384615384615385,0,AB,ML
1.28,0.9766162310866575,0.9958734525447043,0.9949261992619927,0.9967652495378928,0.9958448753462603,0.9949261992619927,0.9967652495378928,0.9958448753462603,0.024759284731774415,1.0588235294117647,0,AB,ML
1.3,0.977979274611399,0.9961139896373057,0.9927597955706985,0.9995711835334476,0.9961538461538462,0.9927597955706985,0.9995711835334476,0.9961538461538462,0.023316062176165803,1.0588235294117647,0,AB,ML
1.0,0.9562841530054644,0.9906648451730419,0.9854081167350661,0.995852534562212,0.9906027962411185,0.9854081167350661,0.995852534562212,0.9906027962411185,0.056010928961748634,1.28125,1,Base,MC
1.02,0.9450127877237852,0.9884910485933504,0.9828104856037817,0.9939156888309431,0.9883318928262749,0.9828104856037817,0.9939156888309431,0.9883318928262749,0.06905370843989769,1.255813953488372,1,Base,MC
1.04,0.9615912208504801,0.9897119341563786,0.9846725499303298,0.9943714821763602,0.9894982497082847,0.9846725499303298,0.9943714821763602,0.9894982497082847,0.06172839506172839,1.6071428571428572,1,Base,MC
1.06,0.9673469387755103,0.9920634920634921,0.989080982711556,0.9949656750572082,0.9920146018708648,0.989080982711556,0.9949656750572082,0.9920146018708648,0.047619047619047616,1.4583333333333333,1,Base,MC
1.08,0.9581646423751687,0.9896536212325686,0.9830357142857142,0.9963800904977376,0.9896629213483147,0.9830357142857142,0.9963800904977376,0.9896629213483147,0.0620782726045884,1.4838709677419355,1,Base,MC
1.1,0.9603174603174603,0.9900793650793651,0.9853333333333333,0.9946164199192463,0.9899531145344943,0.9853333333333333,0.9946164199192463,0.9899531145344943,0.05952380952380952,1.5,1,Base,MC
1.12,0.9549668874172186,0.9902869757174393,0.9849290780141844,0.9955197132616488,0.9901960784313725,0.9849290780141844,0.9955197132616488,0.9901960784313725,0.05827814569536424,1.2941176470588236,1,Base,MC
1.1400000000000001,0.9476439790575916,0.9880017452006981,0.980106100795756,0.9955096542433768,0.9877478280240588,0.980106100795756,0.9955096542433768,0.9877478280240588,0.07198952879581152,1.375,1,Base,MC
