Class Accuracy,Label Accuracy,Mean Error,Class Recall,Class Precision,Class F1,Label Recall,Label Precision,Label F1,Resampling Scenario,Model
0.9197736351531292,0.9806507989347537,1.4470954356846473,0.7601517601861606,0.8834545345440401,0.8476397209377127,0.9628186905961448,0.9911443431862955,0.9764018327616958,No Resampling,Multiclass
0.9678761651131824,0.9933838215712384,1.2357512953367875,0.9197372616347425,0.7852777155741562,0.8867905206107386,0.9913238457881107,0.9938631617303865,0.9925808664598512,No Resampling,Multilabel
0.8805758988015979,0.9633266755437195,1.8425087108013938,0.8231218970943962,0.749539214423006,0.7798718656644302,0.991947637856662,0.9315774010596476,0.9606615469507611,Class Resampled,Multiclass
0.9616344873501997,0.991469707057257,1.334056399132321,0.9443643442143671,0.7752215726209607,0.8815892031732587,0.9962813175109099,0.9851524749287414,0.9906777070948282,Class Resampled,Multilabel
0.9386651131824234,0.9861157345761207,1.3582089552238805,0.8829084207490697,0.7662667751939441,0.8494269330880813,0.989317273591117,0.9802327918001645,0.9847082985507064,Label Resampled,Multiclass
0.9550599201065246,0.9901104083444296,1.3203703703703704,0.919515370255297,0.769395874044031,0.8873634826099419,0.9976449656278087,0.9800045727166727,0.9887108967918316,Label Resampled,Multilabel
0.9381657789613849,0.9833832667554372,1.6123822341857335,0.8774428449114662,0.7697317606890074,0.8543415432394514,0.9903043051584874,0.9750572079250629,0.9825567895146315,Adaptive Resampled,Multiclass
0.9743675099866844,0.9949789169995561,1.1753246753246753,0.9436746193070177,0.8015347110677534,0.9135156853790337,0.9959735919634739,0.9931575565832852,0.9945552428724258,Adaptive Resampled,Multilabel
0.9181924101198402,0.980623058144696,1.4211597151576805,0.7503985557215541,0.8684668772872798,0.843280504019406,0.9639969278145716,0.990066352903927,0.9765045872287547,No Resampling,Multiclass
0.9664613848202397,0.9931202840656902,1.2307692307692308,0.9101361299342358,0.7913782230183207,0.8959652081027095,0.9909467737271962,0.9937309053335391,0.9923253321590219,No Resampling,Multilabel
0.8759986684420772,0.9623557478917,1.8214765100671142,0.7951841799361724,0.7266779114243902,0.7795981934969608,0.9915963225107065,0.9303073227446496,0.959835175341409,Class Resampled,Multiclass
0.9574733688415447,0.9906652241455837,1.3170254403131116,0.9244747674824156,0.756420238810206,0.8792296021271947,0.9961273249982452,0.9837234413420419,0.9898775797296414,Class Resampled,Multilabel
0.9376664447403462,0.9854222148246782,1.4032042723631508,0.9084674924428605,0.7571555426728357,0.8593970908017574,0.9905357169924982,0.9777303447678363,0.9840480235053012,Label Resampled,Multiclass
0.9524800266311585,0.9892227030625832,1.36077057793345,0.9090575716439605,0.7674071745330608,0.8758844706624589,0.9973645520942886,0.9790684274642946,0.9880953785224534,Label Resampled,Multilabel
0.9389147802929427,0.9839103417665335,1.5803814713896458,0.8918557490479616,0.7568470310561305,0.8570026101341481,0.9899266826953325,0.9764064940090095,0.983061191345013,Adaptive Resampled,Multiclass
0.9717876165113183,0.9942021748779405,1.233038348082596,0.9394899007468552,0.7625884368123284,0.9004849811130332,0.9955362760039913,0.9919597758434674,0.9937340341167956,Adaptive Resampled,Multilabel
0.9179427430093209,0.9802208166888593,1.4462474645030425,0.7571702572671327,0.902137517804694,0.8462193397629816,0.9625136064827816,0.9904483899366996,0.9759373025308564,No Resampling,Multiclass
0.966711051930759,0.9931896360408344,1.2275,0.9136866010498641,0.7834669651110446,0.8892803829442897,0.9909455439159913,0.9941203050636318,0.9925198411983763,No Resampling,Multilabel
0.8771637816245007,0.9611906347092766,1.8956639566395663,0.7987259410270962,0.7523549551449482,0.7941609528014371,0.9916785435918101,0.9275565055335928,0.9583436520584394,Class Resampled,Multiclass
0.9591378162450066,0.9908732800710164,1.340122199592668,0.938229685749641,0.7558326744039918,0.8727418453592192,0.9959379338172655,0.983957561282644,0.9898985311629765,Class Resampled,Multilabel
0.9409953395472703,0.9861434753661784,1.4090267983074753,0.9029897744954809,0.7670179315264103,0.8686580161319518,0.9907812937149143,0.979090276836207,0.9848642219442433,Label Resampled,Multiclass
0.9565579227696405,0.9899300932090546,1.3908045977011494,0.9024573100665026,0.7905790020019213,0.888556406590634,0.9976426390021006,0.9800133706355106,0.9887161170474562,Label Resampled,Multilabel
0.939996671105193,0.9838271193963604,1.6171983356449375,0.8841509647669371,0.7739215028474035,0.8592542575711801,0.9907050861811828,0.9760188296404096,0.9832432678006078,Adaptive Resampled,Multiclass
0.9722869507323568,0.9943686196182867,1.2192192192192193,0.9541938700858152,0.7887820363885788,0.9001162611033399,0.9955607437887499,0.9924019771299383,0.993971483482516,Adaptive Resampled,Multilabel
0.9200233022636485,0.9802901686640035,1.4786680541103017,0.7683987458136743,0.9002918804521467,0.8530075451011501,0.9626755470439351,0.990524207024098,0.9760469427928692,No Resampling,Multiclass
0.9669607190412783,0.9933005992010653,1.216624685138539,0.9203932422089219,0.7617366604675802,0.8979618912811747,0.9906505081278821,0.9940163838173827,0.9923173939750863,No Resampling,Multilabel
0.8793275632490013,0.9621338215712384,1.8827586206896552,0.8100739838202217,0.7496046999824981,0.7910497977481089,0.9911029916858375,0.9298069377915352,0.9593000929161062,Class Resampled,Multiclass
0.9598868175765646,0.9910952063914781,1.3319502074688796,0.9473452775631398,0.7706795685120148,0.8782416904134779,0.996600380047167,0.9840236169899773,0.9902658966455165,Class Resampled,Multilabel
0.9402463382157124,0.9861712161562362,1.3885793871866294,0.9127528193502891,0.777861294078487,0.867438148255547,0.9899404989607858,0.9800285576807902,0.9849161901377094,Label Resampled,Multiclass
