Evaluation,Resampling Scenario,Model,Class,Class Recall,Class Precision,Class F1
DSBI,No Resampling,Multiclass,29,0.9894736842105263,0.6471600688468159,0.7825182101977107
DSBI,No Resampling,Multiclass,30,0.99860529986053,0.8192219679633868,0.9000628535512257
DSBI,No Resampling,Multiclass,31,0.89375,0.988479262672811,0.9387308533916848
DSBI,No Resampling,Multiclass,32,0.6699029126213593,1.0,0.8023255813953488
DSBI,No Resampling,Multiclass,33,0.6099656357388317,0.9056122448979592,0.728952772073922
DSBI,No Resampling,Multiclass,34,0.878003696857671,0.9906152241918665,0.9309162175404213
DSBI,No Resampling,Multiclass,35,0.04060913705583756,1.0,0.07804878048780488
DSBI,No Resampling,Multiclass,36,0.9961977186311787,0.89419795221843,0.9424460431654677
DSBI,No Resampling,Multiclass,37,0.9191419141914191,0.9832303618711385,0.9501066098081022
DSBI,No Resampling,Multiclass,38,0.8426724137931034,0.9775,0.9050925925925927
DSBI,No Resampling,Multiclass,39,0.06451612903225806,0.7096774193548387,0.11827956989247312
DSBI,No Resampling,Multiclass,40,1.0,0.015748031496062992,0.031007751937984496
DSBI,No Resampling,Multiclass,41,0.0,,
DSBI,No Resampling,Multiclass,42,0.2402464065708419,1.0,0.3874172185430464
DSBI,No Resampling,Multiclass,43,1.0,0.3092621664050236,0.47242206235011996
DSBI,No Resampling,Multiclass,44,0.5581947743467933,0.9957627118644068,0.715372907153729
DSBI,No Resampling,Multiclass,45,0.8402255639097744,0.4895947426067908,0.6186851211072664
DSBI,No Resampling,Multiclass,46,0.848780487804878,0.6850393700787402,0.758169934640523
DSBI,No Resampling,Multiclass,47,0.8580645161290322,0.6855670103092784,0.7621776504297995
DSBI,No Resampling,Multiclass,48,0.83125,0.9637681159420289,0.8926174496644295
DSBI,No Resampling,Multiclass,49,0.7623616236162362,0.8920552677029361,0.8221249502586551
DSBI,No Resampling,Multiclass,50,0.9622331691297209,0.9512987012987013,0.9567346938775512
DSBI,No Resampling,Multiclass,51,0.8901734104046243,0.7457627118644068,0.8115942028985508
DSBI,No Resampling,Multiclass,52,0.7129798903107861,0.9848484848484849,0.8271474019088016
DSBI,No Resampling,Multiclass,53,0.6777996070726916,0.9556786703601108,0.7931034482758621
DSBI,No Resampling,Multiclass,54,0.9607142857142857,0.992619926199262,0.9764065335753176
DSBI,No Resampling,Multiclass,55,0.32421052631578945,0.9871794871794872,0.48811410459587945
DSBI,No Resampling,Multiclass,56,0.9537037037037037,0.8619246861924686,0.9054945054945055
DSBI,No Resampling,Multiclass,57,0.0,,
DSBI,No Resampling,Multiclass,58,0.9888178913738019,0.8868194842406877,0.9350453172205438
DSBI,No Resampling,Multiclass,59,0.0,,
DSBI,No Resampling,Multiclass,60,0.9949312092686459,0.808235294117647,0.8919182083739046
DSBI,No Resampling,Multiclass,61,0.3641304347826087,1.0,0.5338645418326694
DSBI,No Resampling,Multiclass,62,0.8175438596491228,0.966804979253112,0.8859315589353611
DSBI,No Resampling,Multiclass,63,0.9285714285714286,0.8764044943820225,0.9017341040462428
BCD,No Resampling,Multiclass,0,,,
BCD,No Resampling,Multiclass,1,0.8166666666666667,0.22897196261682243,0.3576642335766423
BCD,No Resampling,Multiclass,2,,0.0,
BCD,No Resampling,Multiclass,3,0.48333333333333334,0.48333333333333334,0.48333333333333334
BCD,No Resampling,Multiclass,4,,0.0,
BCD,No Resampling,Multiclass,5,0.6333333333333333,0.7450980392156863,0.6846846846846847
BCD,No Resampling,Multiclass,6,,0.0,
BCD,No Resampling,Multiclass,7,0.5166666666666667,0.6888888888888889,0.5904761904761905
BCD,No Resampling,Multiclass,8,,0.0,
BCD,No Resampling,Multiclass,9,0.4666666666666667,0.3783783783783784,0.417910447761194
BCD,No Resampling,Multiclass,10,0.5333333333333333,0.43243243243243246,0.47761194029850745
BCD,No Resampling,Multiclass,11,0.6166666666666667,0.7115384615384616,0.6607142857142857
BCD,No Resampling,Multiclass,12,,,
BCD,No Resampling,Multiclass,13,0.65,0.65,0.65
BCD,No Resampling,Multiclass,14,0.5333333333333333,0.8648648648648649,0.6597938144329898
BCD,No Resampling,Multiclass,15,0.6166666666666667,0.7254901960784313,0.6666666666666666
BCD,No Resampling,Multiclass,16,,0.0,
BCD,No Resampling,Multiclass,17,0.6166666666666667,0.3523809523809524,0.4484848484848485
BCD,No Resampling,Multiclass,18,,0.0,
BCD,No Resampling,Multiclass,19,0.5,0.9090909090909091,0.6451612903225806
BCD,No Resampling,Multiclass,20,,0.0,
BCD,No Resampling,Multiclass,21,0.4666666666666667,0.717948717948718,0.5656565656565657
BCD,No Resampling,Multiclass,22,,0.0,
BCD,No Resampling,Multiclass,23,0.5333333333333333,0.9411764705882353,0.6808510638297872
BCD,No Resampling,Multiclass,24,,0.0,
BCD,No Resampling,Multiclass,25,0.5666666666666667,0.6296296296296297,0.5964912280701755
BCD,No Resampling,Multiclass,26,0.6,0.8780487804878049,0.712871287128713
BCD,No Resampling,Multiclass,27,0.5333333333333333,0.5614035087719298,0.5470085470085471
BCD,No Resampling,Multiclass,28,,,
BCD,No Resampling,Multiclass,29,0.5333333333333333,0.6666666666666666,0.5925925925925926
BCD,No Resampling,Multiclass,30,0.5666666666666667,0.723404255319149,0.6355140186915887
BCD,No Resampling,Multiclass,31,0.5166666666666667,0.9393939393939394,0.6666666666666667
BCD,No Resampling,Multiclass,32,,0.0,
BCD,No Resampling,Multiclass,33,,0.0,
BCD,No Resampling,Multiclass,34,,0.0,
BCD,No Resampling,Multiclass,35,,,
BCD,No Resampling,Multiclass,36,,0.0,
BCD,No Resampling,Multiclass,37,0.4,0.8,0.5333333333333333
BCD,No Resampling,Multiclass,38,,0.0,
BCD,No Resampling,Multiclass,39,0.4,0.9230769230769231,0.5581395348837209
BCD,No Resampling,Multiclass,40,,0.0,
BCD,No Resampling,Multiclass,41,,,
BCD,No Resampling,Multiclass,42,,,
BCD,No Resampling,Multiclass,43,,0.0,
BCD,No Resampling,Multiclass,44,,,
BCD,No Resampling,Multiclass,45,0.5,0.75,0.6
BCD,No Resampling,Multiclass,46,,,
BCD,No Resampling,Multiclass,47,,,
BCD,No Resampling,Multiclass,48,,0.0,
BCD,No Resampling,Multiclass,49,,0.0,
BCD,No Resampling,Multiclass,50,,0.0,
BCD,No Resampling,Multiclass,51,,,
BCD,No Resampling,Multiclass,52,,0.0,
BCD,No Resampling,Multiclass,53,0.38333333333333336,1.0,0.5542168674698795
BCD,No Resampling,Multiclass,54,,,
BCD,No Resampling,Multiclass,55,,,
BCD,No Resampling,Multiclass,56,,0.0,
BCD,No Resampling,Multiclass,57,,,
BCD,No Resampling,Multiclass,58,0.48333333333333334,0.9354838709677419,0.6373626373626374
BCD,No Resampling,Multiclass,59,,,
BCD,No Resampling,Multiclass,60,,0.0,
BCD,No Resampling,Multiclass,61,0.35,1.0,0.5185185185185185
BCD,No Resampling,Multiclass,62,,,
BCD,No Resampling,Multiclass,63,,0.0,
ABC,No Resampling,Multiclass,0,,,
ABC,No Resampling,Multiclass,1,0.7676767676767676,0.152,0.25375626043405675
ABC,No Resampling,Multiclass,2,,0.0,
ABC,No Resampling,Multiclass,3,0.43434343434343436,0.2670807453416149,0.33076923076923076
ABC,No Resampling,Multiclass,4,,0.0,
ABC,No Resampling,Multiclass,5,0.45454545454545453,0.4090909090909091,0.430622009569378
ABC,No Resampling,Multiclass,6,,0.0,
ABC,No Resampling,Multiclass,7,,0.0,
ABC,No Resampling,Multiclass,8,,0.0,
ABC,No Resampling,Multiclass,9,,0.0,
ABC,No Resampling,Multiclass,10,0.5252525252525253,0.13793103448275862,0.2184873949579832
ABC,No Resampling,Multiclass,11,0.26262626262626265,0.65,0.37410071942446044
ABC,No Resampling,Multiclass,12,0.1111111111111111,1.0,0.19999999999999998
ABC,No Resampling,Multiclass,13,0.5555555555555556,0.45081967213114754,0.49773755656108604
ABC,No Resampling,Multiclass,14,0.35353535353535354,0.40229885057471265,0.3763440860215054
ABC,No Resampling,Multiclass,15,,0.0,
ABC,No Resampling,Multiclass,16,,,
ABC,No Resampling,Multiclass,17,,0.0,
ABC,No Resampling,Multiclass,18,,0.0,
ABC,No Resampling,Multiclass,19,0.16161616161616163,0.5714285714285714,0.25196850393700787
ABC,No Resampling,Multiclass,20,,,
ABC,No Resampling,Multiclass,21,0.41414141414141414,0.36607142857142855,0.38862559241706157
ABC,No Resampling,Multiclass,22,,0.0,
ABC,No Resampling,Multiclass,23,0.26262626262626265,0.45614035087719296,0.33333333333333337
ABC,No Resampling,Multiclass,24,,0.0,
ABC,No Resampling,Multiclass,25,0.3333333333333333,0.39759036144578314,0.36263736263736257
ABC,No Resampling,Multiclass,26,0.24242424242424243,0.5714285714285714,0.3404255319148936
ABC,No Resampling,Multiclass,27,,0.0,
ABC,No Resampling,Multiclass,28,0.16161616161616163,0.9411764705882353,0.2758620689655173
ABC,No Resampling,Multiclass,29,0.35353535353535354,0.5303030303030303,0.4242424242424242
ABC,No Resampling,Multiclass,30,0.25252525252525254,0.4032258064516129,0.31055900621118016
ABC,No Resampling,Multiclass,31,0.3434343434343434,0.8947368421052632,0.49635036496350365
ABC,No Resampling,Multiclass,32,,,
ABC,No Resampling,Multiclass,33,,0.0,
ABC,No Resampling,Multiclass,34,,0.0,
ABC,No Resampling,Multiclass,35,0.010101010101010102,1.0,0.02
ABC,No Resampling,Multiclass,36,,0.0,
ABC,No Resampling,Multiclass,37,,0.0,
ABC,No Resampling,Multiclass,38,,0.0,
ABC,No Resampling,Multiclass,39,,0.0,
ABC,No Resampling,Multiclass,40,,0.0,
ABC,No Resampling,Multiclass,41,0.0,,
ABC,No Resampling,Multiclass,42,,,
ABC,No Resampling,Multiclass,43,0.43434343434343436,0.688,0.5325077399380804
ABC,No Resampling,Multiclass,44,,0.0,
ABC,No Resampling,Multiclass,45,0.29292929292929293,0.5272727272727272,0.3766233766233766
ABC,No Resampling,Multiclass,46,0.23232323232323232,0.8518518518518519,0.36507936507936506
ABC,No Resampling,Multiclass,47,0.21212121212121213,0.7241379310344828,0.328125
ABC,No Resampling,Multiclass,48,,0.0,
ABC,No Resampling,Multiclass,49,0.20202020202020202,0.8333333333333334,0.3252032520325203
ABC,No Resampling,Multiclass,50,,0.0,
ABC,No Resampling,Multiclass,51,0.10101010101010101,0.7142857142857143,0.17699115044247787
ABC,No Resampling,Multiclass,52,,0.0,
ABC,No Resampling,Multiclass,53,,0.0,
ABC,No Resampling,Multiclass,54,,0.0,
ABC,No Resampling,Multiclass,55,0.06060606060606061,1.0,0.1142857142857143
ABC,No Resampling,Multiclass,56,0.0,0.0,
ABC,No Resampling,Multiclass,57,0.030303030303030304,1.0,0.05882352941176471
ABC,No Resampling,Multiclass,58,0.4444444444444444,0.7333333333333333,0.5534591194968553
ABC,No Resampling,Multiclass,59,,,
ABC,No Resampling,Multiclass,60,,0.0,
ABC,No Resampling,Multiclass,61,,,
ABC,No Resampling,Multiclass,62,0.1919191919191919,0.95,0.319327731092437
ABC,No Resampling,Multiclass,63,0.3333333333333333,0.6875,0.4489795918367347
Braille37,No Resampling,Multiclass,0,0.0,,
Braille37,No Resampling,Multiclass,1,0.9438943894389439,0.344267228408065,0.5045203969128997
Braille37,No Resampling,Multiclass,2,0.702755905511811,0.8793103448275862,0.7811816192560174
Braille37,No Resampling,Multiclass,3,0.7691453940066593,0.570840197693575,0.6553191489361703
Braille37,No Resampling,Multiclass,4,0.34385964912280703,0.9514563106796117,0.5051546391752577
Braille37,No Resampling,Multiclass,5,0.710691823899371,0.6191780821917808,0.6617862371888726
Braille37,No Resampling,Multiclass,6,0.19618055555555555,1.0,0.32801161103047893
Braille37,No Resampling,Multiclass,7,0.639511201629328,0.6330645161290323,0.6362715298885513
Braille37,No Resampling,Multiclass,8,,0.0,
Braille37,No Resampling,Multiclass,9,0.8024948024948025,0.8873563218390804,0.8427947598253275
Braille37,No Resampling,Multiclass,10,0.9719917012448133,0.3796596434359806,0.5460372960372961
Braille37,No Resampling,Multiclass,11,0.800205973223481,0.947560975609756,0.8676716917922949
Braille37,No Resampling,Multiclass,12,,,
Braille37,No Resampling,Multiclass,13,0.8977272727272727,0.6968724939855654,0.7846501128668171
Braille37,No Resampling,Multiclass,14,0.5975103734439834,0.553314121037464,0.5745635910224439
Braille37,No Resampling,Multiclass,15,0.8827160493827161,0.8354430379746836,0.8584292146073037
Braille37,No Resampling,Multiclass,16,,,
Braille37,No Resampling,Multiclass,17,0.927689594356261,0.486586493987049,0.6383495145631067
Braille37,No Resampling,Multiclass,18,0.8828522920203735,0.966542750929368,0.9228039041703638
Braille37,No Resampling,Multiclass,19,0.6370217166494312,0.9716088328075709,0.7695190505933791
Braille37,No Resampling,Multiclass,20,,,
Braille37,No Resampling,Multiclass,21,0.7087576374745418,0.6953046953046953,0.7019667170953101
Braille37,No Resampling,Multiclass,22,0.6686746987951807,0.9794117647058823,0.7947494033412889
Braille37,No Resampling,Multiclass,23,0.7293447293447294,0.978343949044586,0.8356909684439608
Braille37,No Resampling,Multiclass,24,,0.0,
Braille37,No Resampling,Multiclass,25,0.7977031802120141,0.8055307760927743,0.8015978695073235
Braille37,No Resampling,Multiclass,26,0.5855949895615866,0.9573378839590444,0.7266839378238343
Braille37,No Resampling,Multiclass,27,0.869,0.753686036426713,0.8072457036692986
Braille37,No Resampling,Multiclass,28,,,
Braille37,No Resampling,Multiclass,29,0.8464566929133859,0.6005586592178771,0.7026143790849673
Braille37,No Resampling,Multiclass,30,0.8506271379703535,0.8807556080283353,0.8654292343387471
Braille37,No Resampling,Multiclass,31,0.7226720647773279,0.967479674796748,0.8273464658169177
Braille37,No Resampling,Multiclass,32,0.4524590163934426,0.9583333333333334,0.6146993318485523
Braille37,No Resampling,Multiclass,33,,0.0,
Braille37,No Resampling,Multiclass,34,,,
Braille37,No Resampling,Multiclass,35,,0.0,
Braille37,No Resampling,Multiclass,36,0.8824626865671642,0.8553345388788427,0.8686868686868688
Braille37,No Resampling,Multiclass,37,0.7357142857142858,0.9747634069400631,0.8385345997286295
Braille37,No Resampling,Multiclass,38,0.44871794871794873,0.9919028340080972,0.617906683480454
Braille37,No Resampling,Multiclass,39,0.009153318077803204,0.5714285714285714,0.01801801801801802
Braille37,No Resampling,Multiclass,40,,0.0,
Braille37,No Resampling,Multiclass,41,,,
Braille37,No Resampling,Multiclass,42,,,
Braille37,No Resampling,Multiclass,43,,0.0,
Braille37,No Resampling,Multiclass,44,,0.0,
Braille37,No Resampling,Multiclass,45,0.3940435280641466,0.9690140845070423,0.5602605863192183
Braille37,No Resampling,Multiclass,46,,0.0,
Braille37,No Resampling,Multiclass,47,,0.0,
Braille37,No Resampling,Multiclass,48,,,
Braille37,No Resampling,Multiclass,49,,0.0,
Braille37,No Resampling,Multiclass,50,0.9216417910447762,0.9959677419354839,0.9573643410852714
Braille37,No Resampling,Multiclass,51,,,
Braille37,No Resampling,Multiclass,52,,0.0,
Braille37,No Resampling,Multiclass,53,0.2190366972477064,0.9947916666666666,0.35902255639097747
Braille37,No Resampling,Multiclass,54,,,
Braille37,No Resampling,Multiclass,55,,,
Braille37,No Resampling,Multiclass,56,,0.0,
Braille37,No Resampling,Multiclass,57,,,
Braille37,No Resampling,Multiclass,58,0.7931428571428571,0.9830028328611898,0.8779253636938648
Braille37,No Resampling,Multiclass,59,,,
Braille37,No Resampling,Multiclass,60,0.9863013698630136,0.4260355029585799,0.5950413223140496
Braille37,No Resampling,Multiclass,61,0.075,1.0,0.13953488372093023
Braille37,No Resampling,Multiclass,62,,0.0,
Braille37,No Resampling,Multiclass,63,,0.0,
In-distribution,Class Resampled,Multiclass,0,,,
In-distribution,Class Resampled,Multiclass,1,0.9859913793103449,0.9956474428726877,0.9907958852192744
In-distribution,Class Resampled,Multiclass,2,0.9801587301587301,0.9919678714859438,0.9860279441117764
In-distribution,Class Resampled,Multiclass,3,0.9722222222222222,0.963302752293578,0.9677419354838711
In-distribution,Class Resampled,Multiclass,4,1.0,0.75,0.8571428571428571
In-distribution,Class Resampled,Multiclass,5,0.9864077669902913,0.9941291585127201,0.9902534113060429
In-distribution,Class Resampled,Multiclass,6,,0.0,
In-distribution,Class Resampled,Multiclass,7,0.9958762886597938,0.9797160243407708,0.9877300613496933
In-distribution,Class Resampled,Multiclass,8,1.0,0.8,0.888888888888889
In-distribution,Class Resampled,Multiclass,9,0.9726027397260274,0.9726027397260274,0.9726027397260274
In-distribution,Class Resampled,Multiclass,10,0.9891745602165088,0.9959128065395095,0.9925322471147319
In-distribution,Class Resampled,Multiclass,11,0.96875,0.8857142857142857,0.9253731343283582
In-distribution,Class Resampled,Multiclass,12,,,
In-distribution,Class Resampled,Multiclass,13,0.9852507374631269,0.9910979228486647,0.9881656804733727
In-distribution,Class Resampled,Multiclass,14,0.984,0.9959514170040485,0.9899396378269618
In-distribution,Class Resampled,Multiclass,15,0.9842767295597484,0.9811912225705329,0.9827315541601256
In-distribution,Class Resampled,Multiclass,16,1.0,0.6666666666666666,0.8
In-distribution,Class Resampled,Multiclass,17,0.9882491186839013,0.9964454976303317,0.9923303834808259
In-distribution,Class Resampled,Multiclass,18,0.9930555555555556,0.959731543624161,0.9761092150170648
In-distribution,Class Resampled,Multiclass,19,0.9629629629629629,0.9454545454545454,0.9541284403669724
In-distribution,Class Resampled,Multiclass,20,,0.0,
In-distribution,Class Resampled,Multiclass,21,0.9883040935672515,0.9863813229571985,0.9873417721518987
In-distribution,Class Resampled,Multiclass,22,0.9661016949152542,0.95,0.957983193277311
In-distribution,Class Resampled,Multiclass,23,0.9955947136563876,0.9783549783549783,0.9868995633187773
In-distribution,Class Resampled,Multiclass,24,1.0,0.9888888888888889,0.9944134078212291
In-distribution,Class Resampled,Multiclass,25,0.9831460674157303,0.9943181818181818,0.9887005649717514
In-distribution,Class Resampled,Multiclass,26,0.9861111111111112,0.9861111111111112,0.9861111111111112
In-distribution,Class Resampled,Multiclass,27,0.9818181818181818,0.9953917050691244,0.9885583524027459
In-distribution,Class Resampled,Multiclass,28,0.875,0.7777777777777778,0.823529411764706
In-distribution,Class Resampled,Multiclass,29,0.9818780889621087,0.994991652754591,0.9883913764510779
In-distribution,Class Resampled,Multiclass,30,0.9968102073365231,0.9904912836767037,0.9936406995230525
In-distribution,Class Resampled,Multiclass,31,0.9673202614379085,0.9548387096774194,0.9610389610389611
In-distribution,Class Resampled,Multiclass,32,1.0,1.0,1.0
In-distribution,Class Resampled,Multiclass,33,1.0,0.9583333333333334,0.9787234042553191
In-distribution,Class Resampled,Multiclass,34,0.9375,1.0,0.967741935483871
In-distribution,Class Resampled,Multiclass,35,1.0,0.6666666666666666,0.8
In-distribution,Class Resampled,Multiclass,36,0.9863945578231292,0.9931506849315068,0.9897610921501707
In-distribution,Class Resampled,Multiclass,37,1.0,1.0,1.0
In-distribution,Class Resampled,Multiclass,38,1.0,0.8846153846153846,0.9387755102040816
In-distribution,Class Resampled,Multiclass,39,,0.0,
In-distribution,Class Resampled,Multiclass,40,1.0,0.9090909090909091,0.9523809523809523
In-distribution,Class Resampled,Multiclass,41,,,
In-distribution,Class Resampled,Multiclass,42,0.8181818181818182,1.0,0.9
In-distribution,Class Resampled,Multiclass,43,0.992,1.0,0.9959839357429718
In-distribution,Class Resampled,Multiclass,44,1.0,1.0,1.0
In-distribution,Class Resampled,Multiclass,45,1.0,1.0,1.0
In-distribution,Class Resampled,Multiclass,46,0.9957983193277311,0.9875,0.9916317991631799
In-distribution,Class Resampled,Multiclass,47,0.9926470588235294,0.9926470588235294,0.9926470588235294
In-distribution,Class Resampled,Multiclass,48,,,
In-distribution,Class Resampled,Multiclass,49,1.0,0.9764705882352941,0.988095238095238
In-distribution,Class Resampled,Multiclass,50,1.0,0.9803149606299213,0.9900596421471173
In-distribution,Class Resampled,Multiclass,51,1.0,1.0,1.0
In-distribution,Class Resampled,Multiclass,52,0.9545454545454546,0.9545454545454546,0.9545454545454546
In-distribution,Class Resampled,Multiclass,53,0.9581151832460733,0.9891891891891892,0.9734042553191489
In-distribution,Class Resampled,Multiclass,54,0.8648648648648649,0.9696969696969697,0.9142857142857143
In-distribution,Class Resampled,Multiclass,55,1.0,0.8421052631578947,0.9142857142857143
In-distribution,Class Resampled,Multiclass,56,1.0,0.7058823529411765,0.8275862068965517
In-distribution,Class Resampled,Multiclass,57,,,
In-distribution,Class Resampled,Multiclass,58,0.993103448275862,0.9840546697038725,0.9885583524027459
In-distribution,Class Resampled,Multiclass,59,0.0,,
In-distribution,Class Resampled,Multiclass,60,0.9479166666666666,0.994535519125683,0.9706666666666666
In-distribution,Class Resampled,Multiclass,61,1.0,0.5,0.6666666666666666
In-distribution,Class Resampled,Multiclass,62,0.989010989010989,1.0,0.994475138121547
In-distribution,Class Resampled,Multiclass,63,0.9791666666666666,1.0,0.9894736842105264
DSBI,Class Resampled,Multiclass,0,,,
DSBI,Class Resampled,Multiclass,1,0.9673024523160763,0.9962581852198317,0.9815668202764977
DSBI,Class Resampled,Multiclass,2,0.9429012345679012,0.9838969404186796,0.962962962962963
DSBI,Class Resampled,Multiclass,3,0.9673144876325088,0.9954545454545455,0.9811827956989249
DSBI,Class Resampled,Multiclass,4,0.9078787878787878,0.993368700265252,0.9487017099430018
DSBI,Class Resampled,Multiclass,5,0.9290989660265879,0.9828125,0.9552012148823082
DSBI,Class Resampled,Multiclass,6,0.8786999419616948,0.9947437582128777,0.9331278890600925
DSBI,Class Resampled,Multiclass,7,0.9676375404530745,0.940251572327044,0.9537480063795853
DSBI,Class Resampled,Multiclass,8,0.9807073954983923,0.9870550161812298,0.9838709677419356
DSBI,Class Resampled,Multiclass,9,0.9474708171206225,0.9701195219123506,0.9586614173228346
DSBI,Class Resampled,Multiclass,10,0.9903788334335538,0.9774480712166173,0.9838709677419355
DSBI,Class Resampled,Multiclass,11,0.9751552795031055,0.965559655596556,0.9703337453646477
DSBI,Class Resampled,Multiclass,12,0.9613382899628253,0.9795454545454545,0.9703564727954972
DSBI,Class Resampled,Multiclass,13,0.9875222816399287,0.8964401294498382,0.9397794741306191
DSBI,Class Resampled,Multiclass,14,0.9664804469273743,0.7899543378995434,0.8693467336683417
DSBI,Class Resampled,Multiclass,15,0.9919354838709677,0.8661971830985915,0.924812030075188
DSBI,Class Resampled,Multiclass,16,0.7548777136575983,1.0,0.8603194487942374
DSBI,Class Resampled,Multiclass,17,0.9495548961424333,0.8876560332871013,0.917562724014337
DSBI,Class Resampled,Multiclass,18,0.9747175901022055,0.9890829694323144,0.9818477377404498
DSBI,Class Resampled,Multiclass,19,0.9657353716394307,0.9972781709308656,0.981253347616497
DSBI,Class Resampled,Multiclass,20,0.9366576819407008,0.953360768175583,0.9449354180829368
DSBI,Class Resampled,Multiclass,21,0.9715099715099715,0.9784791965566715,0.9749821300929234
DSBI,Class Resampled,Multiclass,22,0.9439834024896265,0.9498956158663883,0.946930280957336
DSBI,Class Resampled,Multiclass,23,0.9748953974895398,0.8759398496240601,0.9227722772277228
DSBI,Class Resampled,Multiclass,24,0.9661016949152542,0.14901960784313725,0.25821064552661377
DSBI,Class Resampled,Multiclass,25,0.9912136188907194,0.9847244953627933,0.9879584017515052
DSBI,Class Resampled,Multiclass,26,0.9583333333333334,0.944558521560575,0.951396070320579
DSBI,Class Resampled,Multiclass,27,0.9833531510107015,0.9695193434935522,0.9763872491145218
DSBI,Class Resampled,Multiclass,28,0.9487179487179487,0.9673202614379085,0.9579288025889968
DSBI,Class Resampled,Multiclass,29,0.9921052631578947,0.882903981264637,0.9343246592317224
DSBI,Class Resampled,Multiclass,30,0.9874476987447699,0.9194805194805195,0.9522528581035643
DSBI,Class Resampled,Multiclass,31,0.9916666666666667,0.937007874015748,0.9635627530364372
DSBI,Class Resampled,Multiclass,32,0.9514563106796117,0.9949238578680203,0.9727047146401985
DSBI,Class Resampled,Multiclass,33,0.9432989690721649,0.9856373429084381,0.9640035118525022
DSBI,Class Resampled,Multiclass,34,0.9602587800369686,0.9876425855513308,0.9737582005623242
DSBI,Class Resampled,Multiclass,35,0.9441624365482234,0.9841269841269841,0.9637305699481865
DSBI,Class Resampled,Multiclass,36,0.9797211660329531,0.9614427860696517,0.970495919648462
DSBI,Class Resampled,Multiclass,37,0.9702970297029703,0.9857502095557418,0.9779625779625779
DSBI,Class Resampled,Multiclass,38,0.9375,0.8463035019455253,0.8895705521472391
DSBI,Class Resampled,Multiclass,39,0.9002932551319648,0.9887278582930756,0.9424405218726015
DSBI,Class Resampled,Multiclass,40,0.5,0.5,0.5
DSBI,Class Resampled,Multiclass,41,0.9499358151476252,0.9788359788359788,0.9641693811074918
DSBI,Class Resampled,Multiclass,42,0.8952772073921971,0.956140350877193,0.9247083775185578
DSBI,Class Resampled,Multiclass,43,0.9796954314720813,0.7751004016064257,0.8654708520179372
DSBI,Class Resampled,Multiclass,44,0.9738717339667459,0.9151785714285714,0.9436133486766399
DSBI,Class Resampled,Multiclass,45,0.9943609022556391,0.8996598639455783,0.9446428571428571
DSBI,Class Resampled,Multiclass,46,0.9902439024390244,0.796078431372549,0.8826086956521739
DSBI,Class Resampled,Multiclass,47,1.0,0.7276995305164319,0.842391304347826
DSBI,Class Resampled,Multiclass,48,0.9234375,0.8995433789954338,0.9113338473400154
DSBI,Class Resampled,Multiclass,49,0.9859778597785978,0.9688179840464104,0.9773226042428675
DSBI,Class Resampled,Multiclass,50,0.9573070607553367,0.9636363636363636,0.9604612850082372
DSBI,Class Resampled,Multiclass,51,0.9826589595375722,0.9497206703910615,0.9659090909090908
DSBI,Class Resampled,Multiclass,52,0.9122486288848263,0.8910714285714286,0.9015356820234869
DSBI,Class Resampled,Multiclass,53,0.9724950884086444,0.9630350194552529,0.967741935483871
DSBI,Class Resampled,Multiclass,54,0.9785714285714285,0.9319727891156463,0.9547038327526133
DSBI,Class Resampled,Multiclass,55,0.9452631578947368,0.9782135076252724,0.9614561027837258
DSBI,Class Resampled,Multiclass,56,0.9166666666666666,0.9850746268656716,0.949640287769784
DSBI,Class Resampled,Multiclass,57,0.904,0.9377593360995851,0.9205702647657841
DSBI,Class Resampled,Multiclass,58,0.9952076677316294,0.9496951219512195,0.9719188767550703
DSBI,Class Resampled,Multiclass,59,0.8808664259927798,0.9682539682539683,0.9224952741020793
DSBI,Class Resampled,Multiclass,60,0.9840695148443157,0.9444058373870744,0.9638297872340427
DSBI,Class Resampled,Multiclass,61,0.9836956521739131,0.7702127659574468,0.8639618138424822
DSBI,Class Resampled,Multiclass,62,0.9929824561403509,0.9129032258064517,0.9512605042016806
DSBI,Class Resampled,Multiclass,63,1.0,0.60431654676259,0.7533632286995516
BCD,Class Resampled,Multiclass,0,,,
BCD,Class Resampled,Multiclass,1,0.15,0.14754098360655737,0.1487603305785124
BCD,Class Resampled,Multiclass,2,,0.0,
BCD,Class Resampled,Multiclass,3,0.05,0.3,0.08571428571428572
BCD,Class Resampled,Multiclass,4,,0.0,
BCD,Class Resampled,Multiclass,5,0.11666666666666667,0.3684210526315789,0.17721518987341772
BCD,Class Resampled,Multiclass,6,,0.0,
BCD,Class Resampled,Multiclass,7,0.15,0.8181818181818182,0.2535211267605634
BCD,Class Resampled,Multiclass,8,,0.0,
BCD,Class Resampled,Multiclass,9,0.16666666666666666,0.625,0.2631578947368421
BCD,Class Resampled,Multiclass,10,0.23333333333333334,0.3684210526315789,0.2857142857142857
BCD,Class Resampled,Multiclass,11,0.25,0.9375,0.39473684210526316
BCD,Class Resampled,Multiclass,12,,0.0,
BCD,Class Resampled,Multiclass,13,0.45,0.5,0.4736842105263158
BCD,Class Resampled,Multiclass,14,0.1,1.0,0.18181818181818182
BCD,Class Resampled,Multiclass,15,0.2,0.5714285714285714,0.29629629629629634
BCD,Class Resampled,Multiclass,16,,0.0,
