Class Accuracy,Label Accuracy,Mean Error,Class Recall,Class Precision,Class F1,Label Recall,Label Precision,Label F1,Noise,Trial,Resampling Scenario,Model
0.9868421052631579,0.9978070175438597,1.0,0.9774852285087476,0.9396067748041432,0.9788242305847606,0.9976579537725421,0.9974800850550637,0.9975603261024714,0.00625,0,Class Resampled,Multilabel
0.9839181286549707,0.996832358674464,1.1818181818181819,0.9833186355144834,0.9659892393735146,0.9850538218997296,0.9959770986890112,0.9964603857640829,0.9962163069274316,0.00625,0,Label Resampled,Multiclass
0.9853801169590644,0.9975633528265108,1.0,0.9782170363834126,0.9558748541000684,0.9760094044801442,0.9974091975536367,0.9965580586427962,0.9969786551680638,0.00625,0,Label Resampled,Multilabel
0.9809941520467836,0.996588693957115,1.0769230769230769,0.9755739795918369,0.9312913596421687,0.9721041515916562,0.9964745369866601,0.9957682713904857,0.9961094640805735,0.00625,0,Adaptive Resampled,Multiclass
0.9912280701754386,0.9985380116959064,1.0,0.9811653116531166,0.9822360961928631,0.9781976482637754,0.998652978648164,0.9979740185166542,0.9983101945939369,0.00625,0,Adaptive Resampled,Multilabel
0.9407806191117093,0.9881112606550022,1.2045454545454546,0.8637602808217505,0.9202571765949599,0.9136551237144571,0.9778063535808882,0.9924442176799415,0.9848649183728347,0.0125,0,No Resampling,Multiclass
0.9798115746971736,0.9961866307761328,1.1333333333333333,0.9663835193014759,0.9700461100447235,0.9645056736524059,0.9925894567362125,0.997919797630877,0.9952207444739379,0.0125,0,No Resampling,Multilabel
0.9865410497981157,0.996859578286227,1.4,0.9841931764317853,0.9734744081055556,0.9759509067154639,0.9961517233400374,0.9965288363553322,0.9963370357041925,0.0125,0,Class Resampled,Multiclass
0.9825033647375505,0.9966352624495289,1.1538461538461537,0.9845023964239027,0.9469109413937,0.9715497356447447,0.995635921235392,0.9961837976826372,0.9959058113118662,0.0125,0,Class Resampled,Multilabel
0.9784656796769852,0.9961866307761328,1.0625,0.9823555973012496,0.9287351206093097,0.9744244222449235,0.9965351924458274,0.9942960581559128,0.9954091318152058,0.0125,0,Label Resampled,Multiclass
0.9851951547779273,0.9970838941229251,1.1818181818181819,0.9867330181260386,0.93763863892782,0.982027777793446,0.9991275003734433,0.9944930277784508,0.9967989448536448,0.0125,0,Label Resampled,Multilabel
0.9865410497981157,0.9975325257963212,1.1,0.9840556333762855,0.9496119929453263,0.9741152223595041,0.998329914486721,0.9965854804385971,0.9974544612961425,0.0125,0,Adaptive Resampled,Multiclass
0.9811574697173621,0.9966352624495289,1.0714285714285714,0.9723405998871062,0.9112591004663757,0.9704051787025942,0.9964329971768849,0.9961394738062834,0.9962741373078409,0.0125,0,Adaptive Resampled,Multilabel
0.9378531073446328,0.9861111111111112,1.3409090909090908,0.8721604980354664,0.9369995131013319,0.939020155672132,0.9753732320718861,0.9920261349341204,0.9834000715567282,0.018750000000000003,0,No Resampling,Multiclass
0.9830508474576272,0.9971751412429378,1.0,0.9811162305314352,0.9430429624723102,0.967618519999659,0.9938467308482263,1.0,0.9969110532624738,0.018750000000000003,0,No Resampling,Multilabel
0.9844632768361582,0.9974105461393596,1.0,0.9858143311195957,0.976861193863882,0.9788051971921596,0.9959426079441034,0.9981724303860015,0.997050421629632,0.018750000000000003,0,Class Resampled,Multiclass
0.9830508474576272,0.9971751412429378,1.0,0.9845866691037414,0.9086903369932371,0.9864119936107348,0.9961368862104156,0.9976869100844511,0.9969072384787148,0.018750000000000003,0,Class Resampled,Multilabel
0.9745762711864406,0.9945856873822976,1.2777777777777777,0.9781525847673745,0.9216493282450728,0.9657249253374758,0.9947259392112334,0.9941565571631928,0.9944290837297588,0.018750000000000003,0,Label Resampled,Multiclass
0.9844632768361582,0.996939736346516,1.1818181818181819,0.9891108987285574,0.9857298195631529,0.986798109007198,0.9991536785654432,0.9945293303724703,0.9968264353748891,0.018750000000000003,0,Label Resampled,Multilabel
0.9887005649717514,0.9981167608286252,1.0,0.99041647251419,0.9682147562582345,0.9893755647504178,0.9984414278531926,0.9981295735411074,0.9982822043638118,0.018750000000000003,0,Adaptive Resampled,Multiclass
0.9844632768361582,0.9971751412429378,1.0909090909090908,0.9877584150940905,0.9341392649903288,0.9789127898268062,0.9968294806530101,0.9981727529332959,0.9974953311274012,0.018750000000000003,0,Adaptive Resampled,Multilabel
0.9460992907801419,0.9877068557919622,1.368421052631579,0.9098729208617862,0.9285632902077202,0.9219052031485274,0.9760382858476625,0.9951105033696005,0.985319508107747,0.025,0,No Resampling,Multiclass
0.9872340425531915,0.997872340425532,1.0,0.9795747328356024,0.9653849719556854,0.9801249460955985,0.9960818921363304,1.0,0.9980298150882247,0.025,0,No Resampling,Multilabel
0.9900709219858156,0.9981087470449173,1.1428571428571428,0.9848385511428989,0.9934102953944552,0.9879999088442727,0.9962552692041574,0.999120394545982,0.9976804463450969,0.025,0,Class Resampled,Multiclass
0.9971631205673759,0.9995271867612293,1.0,0.9979561501300632,0.973404255319149,0.9958470344659602,0.9990636704119851,0.9990636704119851,0.9990636704119851,0.025,0,Class Resampled,Multilabel
0.9787234042553191,0.9952718676122931,1.3333333333333333,0.9745903050250876,0.9671747125042404,0.9794425033150971,0.9940983010119141,0.9959950713409133,0.9950269155394692,0.025,0,Label Resampled,Multiclass
0.9886524822695035,0.997872340425532,1.125,0.9897818175951167,0.9658640535517882,0.9871599328349795,0.9990684387032666,0.9964416750148265,0.99774728496861,0.025,0,Label Resampled,Multilabel
0.9886524822695035,0.9981087470449173,1.0,0.9757839181752225,0.9325854241990053,0.9817459758755013,0.9964634725727448,0.9995555555555556,0.9980050150588999,0.025,0,Adaptive Resampled,Multiclass
0.9943262411347518,0.9990543735224586,1.0,0.996888618627749,0.947198275862069,0.9907744802700938,0.9983990908689705,1.0,0.999197349479469,0.025,0,Adaptive Resampled,Multilabel
0.948509485094851,0.9878048780487805,1.4210526315789473,0.8780389371203362,0.9427553558032301,0.9316448412934012,0.9757509814980408,0.9941375860150248,0.9846382104037789,0.03125,0,No Resampling,Multiclass
0.983739837398374,0.9970641373080398,1.0833333333333333,0.9642569303807936,0.9407935398061463,0.9699476646513873,0.9957324162777369,0.9978350070965019,0.9967713151610914,0.03125,0,No Resampling,Multilabel
0.986449864498645,0.996386630532972,1.6,0.9862784079917554,0.975875836400988,0.9785194864390454,0.9952194134458935,0.9977199417977053,0.9964575914557946,0.03125,0,Class Resampled,Multiclass
0.9878048780487805,0.9975158084914183,1.2222222222222223,0.9897842179061147,0.9430734951635915,0.9870385550399671,0.9980151356962951,0.9963810958337672,0.9971894678366043,0.03125,0,Class Resampled,Multilabel
0.981029810298103,0.9966124661246613,1.0714285714285714,0.9610065480053688,0.9385945493900039,0.9676171521244843,0.9968424382917136,0.9957368005546418,0.9962789043778583,0.03125,0,Label Resampled,Multiclass
0.975609756097561,0.9957091237579042,1.0555555555555556,0.9771579829622395,0.8720935345424256,0.9578371951954788,0.9978853674505848,0.9916312806972787,0.9947192600630412,0.03125,0,Label Resampled,Multilabel
0.9850948509485095,0.996386630532972,1.4545454545454546,0.9871925545189968,0.9402487428493767,0.9838014783883845,0.9947085400929666,0.9958933783197433,0.9952958942276028,0.03125,0,Adaptive Resampled,Multiclass
0.9932249322493225,0.9988708220415538,1.0,0.9971983990851915,0.9706622879036673,0.9943945377753177,0.9986197377501725,0.9995704467353952,0.9990919455435584,0.03125,0,Adaptive Resampled,Multilabel
0.9316353887399463,0.9823503127792672,1.5490196078431373,0.8141334280961043,0.9385165976716681,0.8869314913770612,0.9622758994220307,0.994545962268241,0.9777465138685425,0.037500000000000006,0,No Resampling,Multiclass
0.9705093833780161,0.9939678284182306,1.2272727272727273,0.9569290066252903,0.9195474211907835,0.9593013945552636,0.9881965974671573,0.9977444490804513,0.992916764195129,0.037500000000000006,0,No Resampling,Multilabel
0.967828418230563,0.9932975871313673,1.25,0.9185082216162038,0.9148652369137853,0.9642913212107153,0.9885911933547941,0.9948277602337087,0.9916622345957613,0.037500000000000006,0,Class Resampled,Multiclass
0.9758713136729222,0.9955317247542449,1.1111111111111112,0.9764820146100934,0.9344943595324952,0.9721102534051743,0.9912791423400685,0.9976961112003687,0.9944431375722527,0.037500000000000006,0,Class Resampled,Multilabel
0.9624664879356568,0.9928507596067918,1.1428571428571428,0.9194912237571741,0.9193553642787266,0.9545172236087162,0.989487692692589,0.9945220161468079,0.9919791846755142,0.037500000000000006,0,Label Resampled,Multiclass
0.9758713136729222,0.9957551385165326,1.0555555555555556,0.9380132029300748,0.9438629648316099,0.9677960215592967,0.9946029439729788,0.9954140583581707,0.9949963457480532,0.037500000000000006,0,Label Resampled,Multilabel
0.9571045576407506,0.9906166219839142,1.3125,0.9223893277350145,0.8572688446376711,0.9629130211506454,0.9874573758131618,0.9918212771509153,0.989600150766044,0.037500000000000006,0,Adaptive Resampled,Multiclass
0.9785522788203753,0.9959785522788204,1.125,0.9527534448993809,0.9319938789127327,0.968071511986396,0.993165500706929,0.9983915728580364,0.9957642437836371,0.037500000000000006,0,Adaptive Resampled,Multilabel
0.9330601092896175,0.9845173041894353,1.3877551020408163,0.8156855506032372,0.9460818738233643,0.893862012370193,0.9679669937805974,0.9927965987826534,0.9798046413819778,0.043750000000000004,0,No Resampling,Multiclass
0.9672131147540983,0.9938524590163934,1.125,0.9299391628705356,0.9366695122544423,0.9343372157256306,0.989886112604419,0.9959648210385806,0.9928941962267676,0.043750000000000004,0,No Resampling,Multilabel
0.9644808743169399,0.9929417122040073,1.1923076923076923,0.9187998081852038,0.885437763165878,0.9295376363343788,0.9923297124620215,0.9892692882489351,0.9907912777565318,0.043750000000000004,0,Class Resampled,Multiclass
0.9795081967213115,0.9963570127504554,1.0666666666666667,0.9737607116920841,0.976019721019721,0.972207971554343,0.9962831169006826,0.9962007420405058,0.9962296081484111,0.043750000000000004,0,Class Resampled,Multilabel
0.9480874316939891,0.9895264116575592,1.2105263157894737,0.9308363986889509,0.8547225789176331,0.9233707241785187,0.9860735302214825,0.9894292212730981,0.9877284109984608,0.043750000000000004,0,Label Resampled,Multiclass
0.9726775956284153,0.9936247723132969,1.4,0.9641421201941824,0.9128651645195763,0.9650695196444266,0.9967512816946901,0.9879520937453116,0.9923153610980453,0.043750000000000004,0,Label Resampled,Multilabel
0.9590163934426229,0.9920309653916212,1.1666666666666667,0.9418992092568579,0.8966916421437993,0.9574066073830481,0.9941839919724149,0.9899533026861951,0.9920281539126744,0.043750000000000004,0,Adaptive Resampled,Multiclass
0.9781420765027322,0.9961293260473588,1.0625,0.9737468228031955,0.9528307697145613,0.9709645930459326,0.9961027768976415,0.9966729010806317,0.9963693771215506,0.043750000000000004,0,Adaptive Resampled,Multilabel
0.9270998415213946,0.9841521394611727,1.3043478260869565,0.8599313789050211,0.9100759087671955,0.9117798934917231,0.966911968935149,0.9937999603669585,0.9798579587606607,0.05,0,No Resampling,Multiclass
0.9667194928684627,0.99418911780243,1.0476190476190477,0.9027231954840651,0.9329237228150273,0.9558720386547199,0.9909760810160235,0.9951792578796218,0.9930369506763234,0.05,0,No Resampling,Multilabel
0.9477020602218701,0.9891706286318014,1.2424242424242424,0.9166735441471864,0.8653540126985174,0.9284923808250692,0.9909964483831137,0.9851129280241043,0.9880093312271373,0.05,0,Class Resampled,Multiclass
0.9730586370839936,0.9952456418383518,1.0588235294117647,0.963014496886311,0.9089049843239154,0.9613077811399174,0.9985697414157997,0.9927421482516277,0.9956407138564588,0.05,0,Class Resampled,Multilabel
0.9429477020602218,0.9875858425779186,1.3055555555555556,0.9167515991702323,0.8396092986281238,0.9204140856121957,0.9883643661467908,0.9841611180158792,0.9861292319776142,0.05,0,Label Resampled,Multiclass
0.9698890649762282,0.9939249867934495,1.2105263157894737,0.9615285419089766,0.9082610070225138,0.9596880819481449,0.9990314219328816,0.9898564099344744,0.9944068693480425,0.05,0,Label Resampled,Multilabel
0.9429477020602218,0.9852086634970946,1.5555555555555556,0.9114020808983408,0.8188739178140457,0.9276234834536425,0.9914689245262648,0.9795639749927071,0.985420219496799,0.05,0,Adaptive Resampled,Multiclass
0.9841521394611727,0.9973586899101955,1.0,0.9803445165945166,0.960191607492957,0.9795829836180714,0.9973422327436925,0.997494605068411,0.9974038811240581,0.05,0,Adaptive Resampled,Multilabel
0.925392670157068,0.9805846422338569,1.5614035087719298,0.8603982562466562,0.9125014397441519,0.9021425141632557,0.9685910422416263,0.9883352345149315,0.9782113658760534,0.05625,0,No Resampling,Multiclass
0.9659685863874345,0.9925828970331588,1.3076923076923077,0.9157797336202703,0.8594204195586548,0.9454964929565748,0.99029043768951,0.9929486654460855,0.991609525593452,0.05625,0,No Resampling,Multilabel
0.9345549738219895,0.9834205933682374,1.52,0.8736241227503482,0.8170728123728125,0.918809419365015,0.9941351026776587,0.9682461408699381,0.9809107185461393,0.05625,0,Class Resampled,Multiclass
0.9738219895287958,0.993237347294939,1.55,0.9782931104570057,0.887612346166579,0.9796374849198711,0.9967241169122866,0.9894678970122716,0.9930741001084732,0.05625,0,Class Resampled,Multilabel
0.9424083769633508,0.9864746945898778,1.4090909090909092,0.9280820814486891,0.8520849577421221,0.9287723838790858,0.9894011683560797,0.9807377163181031,0.9850216700211963,0.05625,0,Label Resampled,Multiclass
0.9672774869109948,0.9930191972076788,1.28,0.93614403445065,0.8634642005537575,0.96630173368054,0.9980716467572258,0.9847809802439231,0.9913077374573876,0.05625,0,Label Resampled,Multilabel
0.9450261780104712,0.9838568935427574,1.7619047619047619,0.9074009882944555,0.8276064042430267,0.9314560661339276,0.9907620129107396,0.9754873057302827,0.9829967105405717,0.05625,0,Adaptive Resampled,Multiclass
0.9790575916230366,0.9958551483420593,1.1875,0.984513111125096,0.9064073030754115,0.983599803087579,0.9968021388119194,0.9937325688330905,0.9952478897252574,0.05625,0,Adaptive Resampled,Multilabel
0.9225251076040172,0.9830224772835964,1.3148148148148149,0.8600226607668681,0.9449136022165096,0.90810621277625,0.9674932182665384,0.9936302012991188,0.9800578323134852,0.0625,0,No Resampling,Multiclass
0.9770444763271162,0.9952175992348159,1.25,0.9425583633074441,0.9183115377743646,0.9675370719180812,0.9930391097399957,0.9965593939908614,0.9947767629826462,0.0625,0,No Resampling,Multilabel
0.9182209469153515,0.9760879961740794,1.7543859649122806,0.8188031847479653,0.8298069322847175,0.9036439267538546,0.9952962216500874,0.9554484806423167,0.9749083062269489,0.0625,0,Class Resampled,Multiclass
0.9784791965566715,0.9947393591582975,1.4666666666666666,0.9772480593872265,0.9503859618513155,0.9700986431460313,0.9967955736001288,0.9925824272193071,0.9946774827257084,0.0625,0,Class Resampled,Multilabel
0.9469153515064562,0.9856527977044476,1.6216216216216217,0.9244219735420126,0.8316020724950403,0.9177567504828391,0.9869882636168378,0.9832192210240535,0.9850519139870192,0.0625,0,Label Resampled,Multiclass
0.9626972740315638,0.9913916786226685,1.3846153846153846,0.9591340226798911,0.8781344116500034,0.9376314351365723,0.997482707019722,0.9833839560030159,0.9903304356809653,0.0625,0,Label Resampled,Multilabel
0.9411764705882353,0.9846963175514108,1.5609756097560976,0.8808356965713705,0.8638844552749202,0.9441400428100658,0.9920300745206726,0.9780631306238551,0.9849023738063912,0.0625,0,Adaptive Resampled,Multiclass
0.9784791965566715,0.9954567192730751,1.2666666666666666,0.9611620122216676,0.925061238208047,0.9687007991542509,0.9952937357471039,0.9954529252779661,0.9953630821473304,0.0625,0,Adaptive Resampled,Multilabel
0.8949704142011834,0.9721400394477318,1.591549295774648,0.8108568462678645,0.899971550047108,0.8749154170830733,0.9430576057834222,0.9886532658216619,0.9642667665659475,0.06875,0,No Resampling,Multiclass
0.9526627218934911,0.9911242603550295,1.125,0.9393374719692115,0.8777640617844105,0.9349076884518298,0.9890608520819354,0.9921557506689282,0.9905834729408584,0.06875,0,No Resampling,Multilabel
0.849112426035503,0.9529092702169625,1.8725490196078431,0.8249228297164395,0.7674690085449996,0.8017807953743282,0.9936548794764591,0.9102805913133913,0.9498040957863488,0.06875,0,Class Resampled,Multiclass
0.9393491124260355,0.9869329388560157,1.2926829268292683,0.9157358660405076,0.7858004623338843,0.901258115142554,0.9955245514817168,0.978450254286296,0.9868864221066064,0.06875,0,Class Resampled,Multilabel
0.9142011834319527,0.9795364891518737,1.4310344827586208,0.9047103500268258,0.7765428999987937,0.885799840686063,0.9878666358586138,0.9668574142409048,0.9771160212679768,0.06875,0,Label Resampled,Multiclass
0.9245562130177515,0.9844674556213018,1.2352941176470589,0.899999825977535,0.7810179178709034,0.8810482062371564,0.9956305777828325,0.9709824720998017,0.9830901795118541,0.06875,0,Label Resampled,Multilabel
0.9068047337278107,0.9689349112426036,2.0,0.8475850722049937,0.7727738914236949,0.883973243408432,0.9866730946036686,0.9510607190990381,0.9683591379720534,0.06875,0,Adaptive Resampled,Multiclass
0.9733727810650887,0.9943293885601578,1.2777777777777777,0.9665218160432183,0.8941379708234362,0.9668586492890624,0.995178213926077,0.99222032260121,0.9936834403762513,0.06875,0,Adaptive Resampled,Multilabel
0.9011627906976745,0.9777131782945736,1.3529411764705883,0.7296327639213557,0.9096822580353368,0.8552896412971929,0.9554996460960913,0.9901973155117408,0.9718238248712393,0.07500000000000001,0,No Resampling,Multiclass
0.9636627906976745,0.9920058139534884,1.32,0.9166334321744897,0.9160151204818874,0.9361418924295081,0.9905066310146791,0.9905790960251624,0.9905142301942509,0.07500000000000001,0,No Resampling,Multilabel
0.8284883720930233,0.9503391472868217,1.7372881355932204,0.7193086661074707,0.7836291324147716,0.7835714317318078,0.9895105075708219,0.9124765370012726,0.9493589306214328,0.07500000000000001,0,Class Resampled,Multiclass
0.9418604651162791,0.9869186046511628,1.35,0.891112681789609,0.8385484727604613,0.9078777060737817,0.9975272007912958,0.9732783762920095,0.9851517662048753,0.07500000000000001,0,Class Resampled,Multilabel
0.9040697674418605,0.9781976744186046,1.3636363636363635,0.8441448722610158,0.7876220303515212,0.8850978827109088,0.9845498455888942,0.9692671840752581,0.9766486611884483,0.07500000000000001,0,Label Resampled,Multiclass
0.940406976744186,0.9832848837209303,1.6829268292682926,0.8999968462062866,0.8570511576769009,0.9244258234655571,0.9985453309682875,0.9649899875686163,0.9813723914283842,0.07500000000000001,0,Label Resampled,Multilabel
0.9011627906976745,0.9704457364341085,1.7941176470588236,0.8014613255102386,0.7958028203680378,0.8938012544059355,0.9859715649659392,0.9538269435943726,0.9694205667276273,0.07500000000000001,0,Adaptive Resampled,Multiclass
0.9578488372093024,0.9910368217054264,1.2758620689655173,0.9350728331492885,0.8789089898267893,0.9467419069250985,0.9947734628944299,0.9845998722074785,0.9896161412898427,0.07500000000000001,0,Adaptive Resampled,Multilabel
0.889763779527559,0.9704724409448819,1.6071428571428572,0.755930772088955,0.8813310318729988,0.8608154568667278,0.9457986866417682,0.9827886559125867,0.9632040903166272,0.08125,0,No Resampling,Multiclass
0.9593175853018373,0.9908136482939632,1.3548387096774193,0.9149042900814922,0.8182141276675499,0.9345700324470516,0.9895873364398748,0.9899144224878619,0.9897303520284374,0.08125,0,No Resampling,Multilabel
0.7572178477690289,0.9278215223097113,1.7837837837837838,0.6604134951896476,0.6805763562547006,0.7807618053286395,0.9873595053448101,0.8725099704897145,0.9255840914703146,0.08125,0,Class Resampled,Multiclass
0.937007874015748,0.9840332458442694,1.5208333333333333,0.8800865015623736,0.7703812967373054,0.9121854679629857,0.9958893218844844,0.9686803983492309,0.9820803388945988,0.08125,0,Class Resampled,Multilabel
0.89501312335958,0.9748468941382327,1.4375,0.8337890363206633,0.7365057148150287,0.8472250818549146,0.9879138613647425,0.9563672088448568,0.9717419516362577,0.08125,0,Label Resampled,Multiclass
0.9212598425196851,0.981408573928259,1.4166666666666667,0.8748204817144366,0.7645077283040358,0.8732301269795499,0.9984498411459185,0.9596652297304368,0.9784723063972133,0.08125,0,Label Resampled,Multilabel
0.8818897637795275,0.9676290463692039,1.6444444444444444,0.8193386806074595,0.7228269908658088,0.8700542712116822,0.9890679524331518,0.9459534771180788,0.9665700997961584,0.08125,0,Adaptive Resampled,Multiclass
0.963254593175853,0.9919072615923009,1.3214285714285714,0.9298514421666894,0.8280519244139475,0.9376704641222512,0.9960976579745121,0.9853186506236415,0.9906377496095787,0.08125,0,Adaptive Resampled,Multilabel
0.8738872403560831,0.9666172106824926,1.588235294117647,0.7518135953877529,0.8459227501639851,0.8506092805171205,0.9387020152850837,0.9836721882273921,0.9598339621008848,0.08750000000000001,0,No Resampling,Multiclass
0.9406528189910979,0.9859050445103857,1.425,0.919511309012943,0.8437501378549765,0.9204114995424675,0.9865854538821047,0.9807203312519029,0.9836233819991524,0.08750000000000001,0,No Resampling,Multilabel
0.6735905044510386,0.8956478733926805,1.9181818181818182,0.6192743232306677,0.7156949921386687,0.68148148592675,0.9805790914502496,0.822855205526737,0.8933121392338688,0.08750000000000001,0,Class Resampled,Multiclass
0.9169139465875371,0.9799703264094956,1.4464285714285714,0.8854302275054263,0.7731009809879829,0.8973848058151132,0.9959951581697163,0.9589706605615809,0.9770272226879029,0.08750000000000001,0,Class Resampled,Multilabel
0.8887240356083086,0.9737883283877349,1.4133333333333333,0.8581713732394769,0.769101215963479,0.8778358919230481,0.9798961952091879,0.9603880431873884,0.9698450686454118,0.08750000000000001,0,Label Resampled,Multiclass
0.9109792284866469,0.9779920870425322,1.4833333333333334,0.8788376697342034,0.789176609184486,0.8989403961088613,0.9954016454022905,0.9527829322143354,0.9734337917145863,0.08750000000000001,0,Label Resampled,Multilabel
0.8738872403560831,0.9643916913946587,1.6941176470588235,0.8404164177837846,0.8277507298852687,0.8614410218101327,0.9767837463896468,0.9467449882838067,0.9612531501203004,0.08750000000000001,0,Adaptive Resampled,Multiclass
0.9510385756676558,0.9906033630069239,1.1515151515151516,0.9264268539330752,0.7996819529766364,0.9405883331527153,0.9936818615092387,0.9847750484369434,0.9891904836544874,0.08750000000000001,0,Adaptive Resampled,Multilabel
0.8720238095238095,0.9692460317460317,1.441860465116279,0.7911452150712308,0.8471405520226105,0.8523296722005661,0.9377500341820731,0.9878274557565293,0.9609981473998701,0.09375,0,No Resampling,Multiclass
0.9404761904761905,0.986359126984127,1.375,0.8806008787604273,0.8068634790932833,0.9020586066926107,0.9857142845366411,0.9839044252987534,0.984725694147376,0.09375,0,No Resampling,Multilabel
0.6264880952380952,0.8777281746031746,1.9641434262948207,0.547670579840298,0.6421213257949969,0.6559289762904777,0.9864633901618562,0.7959104879376918,0.878914338128161,0.09375,0,Class Resampled,Multiclass
0.9077380952380952,0.9789186507936508,1.3709677419354838,0.8739115139563219,0.7819769355984227,0.8685553862151943,0.9933915568801134,0.963199515443073,0.9779887927408838,0.09375,0,Class Resampled,Multilabel
0.8705357142857143,0.9712301587301587,1.3333333333333333,0.867075353188008,0.763961074899303,0.8367009414603975,0.9848503624801044,0.9525066806359425,0.9680582820018264,0.09375,0,Label Resampled,Multiclass
0.9017857142857143,0.9784226190476191,1.3181818181818181,0.8643989296036746,0.6916181922757374,0.8650894159004692,0.9961212009149886,0.9553041907589387,0.9750587292801742,0.09375,0,Label Resampled,Multilabel
0.8720238095238095,0.9632936507936508,1.7209302325581395,0.8891486965943862,0.7847063584667199,0.8733011758709248,0.9811690803012998,0.9381515655903726,0.9587523270483104,0.09375,0,Adaptive Resampled,Multiclass
0.9330357142857143,0.986359126984127,1.2222222222222223,0.9473390483256902,0.8408885090288701,0.9096187558129676,0.9913944138640906,0.9779991904901447,0.9846002513658821,0.09375,0,Adaptive Resampled,Multilabel
0.8618705035971223,0.965947242206235,1.4791666666666667,0.8116636532944278,0.8946524263216437,0.8514056856338732,0.9370149666457208,0.9863426750250337,0.9600781473082938,0.1,0,No Resampling,Multiclass
0.9381294964028777,0.986810551558753,1.2790697674418605,0.9347433981109141,0.8537095831240297,0.9105716535512909,0.9882852365354676,0.9844442534152652,0.9863046359660372,0.1,0,No Resampling,Multilabel
0.5467625899280576,0.8422062350119904,2.088888888888889,0.4853353442990698,0.6510657090357502,0.5976871376807235,0.9839732188231679,0.7533858506690408,0.851257516553973,0.1,0,Class Resampled,Multiclass
0.8877697841726618,0.9743405275779377,1.3717948717948718,0.8655602668391204,0.7071042837717185,0.8405686770408191,0.9946928764399132,0.9512148502446948,0.9723870235851519,0.1,0,Class Resampled,Multilabel
0.8546762589928057,0.9664268585131894,1.386138613861386,0.8281008779172843,0.7420369751802788,0.8571323670767826,0.9764301942775829,0.9540741236142168,0.9648112943054467,0.1,0,Label Resampled,Multiclass
0.8776978417266187,0.9745803357314149,1.2470588235294118,0.844504940195792,0.691323053840583,0.8379925092000897,0.9971455197742364,0.9477897550798513,0.9716343718938178,0.1,0,Label Resampled,Multilabel
0.8402877697841726,0.9585131894484412,1.5585585585585586,0.7889213910517139,0.7002118146913826,0.8248160977931155,0.9756229627713987,0.9437149320330179,0.9590443040826845,0.1,0,Adaptive Resampled,Multiclass
0.9525179856115108,0.9908872901678657,1.1515151515151516,0.9581596062416451,0.8231685726554148,0.9345515060464819,0.9945463502708513,0.9861841472275886,0.9903091990477658,0.1,0,Adaptive Resampled,Multilabel
0.9579579579579579,0.9912412412412412,1.25,0.8857541616360752,0.9499405434537984,0.9301493618330003,0.9827097676678215,0.9956250998128068,0.989033011032122,0.0,1,No Resampling,Multiclass
0.978978978978979,0.9964964964964965,1.0,0.9693718016100479,0.9752446874349259,0.9688421002391361,0.9929136190487653,0.9986073603157789,0.9957407611202312,0.0,1,No Resampling,Multilabel
