Class Accuracy,Label Accuracy,Mean Error,Class Recall,Class Precision,Class F1,Label Recall,Label Precision,Label F1,Rotation,Trial,Resampling Scenario,Model
0.7771428571428571,0.9561904761904761,1.1794871794871795,0.7675989959259387,0.5830864123038493,0.7295313834059136,0.9262447292329478,0.9604907844137918,0.9415910338058303,-15.625,0,Class Resampled,Multilabel
0.7157142857142857,0.9404761904761905,1.256281407035176,0.7075933020528958,0.5510677876775155,0.6563945051183908,0.914250822050254,0.9351593057089302,0.9238701354487132,-15.625,0,Label Resampled,Multiclass
0.79,0.9611904761904762,1.1088435374149659,0.786599881483396,0.6089478771076351,0.7560190203882072,0.9586815541758784,0.944295230309831,0.9505194990769366,-15.625,0,Label Resampled,Multilabel
0.8085714285714286,0.9604761904761905,1.2388059701492538,0.774687594792066,0.6096563817965501,0.7504282870960153,0.9497574578453944,0.94499490637646,0.9459268889215102,-15.625,0,Adaptive Resampled,Multiclass
0.6528571428571428,0.9302380952380952,1.205761316872428,0.6406008025472015,0.526615447862009,0.5668175999263722,0.8813285901234256,0.9530912281053455,0.9125547008548361,-15.625,0,Adaptive Resampled,Multilabel
0.8354253835425384,0.9637377963737797,1.3220338983050848,0.6342590358675497,0.7935433381432659,0.7839785550931103,0.9232298610962827,0.9885677368161444,0.953658559853395,-12.5,0,No Resampling,Multiclass
0.9163179916317992,0.9834960483496048,1.1833333333333333,0.8139142000581321,0.8091562577195043,0.8788179336975821,0.9646105822975833,0.9965850080872771,0.980193332513656,-12.5,0,No Resampling,Multilabel
0.9205020920502092,0.9841933984193398,1.1929824561403508,0.8905674493113207,0.7181516194882986,0.8912477751544695,0.9837273540598644,0.9754567650776461,0.979397330167154,-12.5,0,Class Resampled,Multiclass
0.8675034867503487,0.9758251975825197,1.0947368421052632,0.8304473542500602,0.6542850200087521,0.8064701616365906,0.958567666470821,0.9811533786334965,0.9692879919954348,-12.5,0,Class Resampled,Multilabel
0.8396094839609484,0.9658298465829847,1.2782608695652173,0.7709922754505545,0.6292672839979088,0.8281810657305592,0.9542608791231354,0.9629001957834119,0.9583833888083925,-12.5,0,Label Resampled,Multiclass
0.8786610878661087,0.9779172477917247,1.0919540229885059,0.8489132401517108,0.7011670341205455,0.8328532366028774,0.9782694444647805,0.9675076396958242,0.9725816328780102,-12.5,0,Label Resampled,Multilabel
0.891213389121339,0.9783821478382148,1.1923076923076923,0.8515951006017491,0.6779435287955303,0.8516257363511457,0.9729780029976145,0.9707273717930526,0.9714919978765003,-12.5,0,Adaptive Resampled,Multiclass
0.8019525801952581,0.9642026964202697,1.0845070422535212,0.7495422645281521,0.6236387845340641,0.7722380024683146,0.9373242055606211,0.9822154665262088,0.9582261341582655,-12.5,0,Adaptive Resampled,Multilabel
0.8930555555555556,0.9770833333333333,1.2857142857142858,0.8018181750876248,0.8840836139519864,0.8604341623245524,0.9561995585779021,0.9866196466847348,0.9704898339040898,-9.375,0,No Resampling,Multiclass
0.9472222222222222,0.9898148148148148,1.1578947368421053,0.9204736504519172,0.8953533888742138,0.9140577932155707,0.9821284626788148,0.9936027579676124,0.9877842338256162,-9.375,0,No Resampling,Multilabel
0.9569444444444445,0.9921296296296296,1.096774193548387,0.9364256137364881,0.8851282196830398,0.9571814974813747,0.9915951043814376,0.9875428086310477,0.9895556362594283,-9.375,0,Class Resampled,Multiclass
0.9458333333333333,0.9898148148148148,1.1282051282051282,0.9376511391791851,0.8259768805416663,0.9285750640238825,0.9839230172522432,0.9927244743387592,0.9882652145446212,-9.375,0,Class Resampled,Multilabel
0.9180555555555555,0.9847222222222223,1.11864406779661,0.9073209426971818,0.8215332999174272,0.9057387655852835,0.9853506684169604,0.9783831598751086,0.9817177053623434,-9.375,0,Label Resampled,Multiclass
0.9375,0.9884259259259259,1.1111111111111112,0.9157209498549135,0.8428542049101424,0.9167085131577539,0.9886010924053897,0.9839941079313287,0.986276864395569,-9.375,0,Label Resampled,Multilabel
0.9527777777777777,0.9912037037037037,1.1176470588235294,0.9623898300140271,0.8678108691904779,0.9436033913711984,0.990939549116992,0.9865645219885728,0.988722787073605,-9.375,0,Adaptive Resampled,Multiclass
0.9305555555555556,0.987037037037037,1.12,0.9346876265644439,0.8215204130730174,0.9063293882613873,0.9804352971819176,0.9897853192690108,0.985038834175943,-9.375,0,Adaptive Resampled,Multilabel
0.9398601398601398,0.9874125874125874,1.255813953488372,0.8474661823955177,0.9332806231211063,0.9329376223274748,0.9776630543028765,0.9918627400797374,0.9844764687167298,-6.25,0,No Resampling,Multiclass
0.9762237762237762,0.9958041958041958,1.0588235294117647,0.9774145029381639,0.9403542059792059,0.9656191372854054,0.9926372146646766,0.9977123496351022,0.9951542549848639,-6.25,0,No Resampling,Multilabel
0.9790209790209791,0.9965034965034965,1.0,0.9764737799495686,0.9645108382759592,0.9782422706497016,0.9952796534132614,0.9957255546898348,0.9955004770791059,-6.25,0,Class Resampled,Multiclass
0.9846153846153847,0.9974358974358974,1.0,0.9868637154807368,0.9525217576909307,0.9895115072804047,0.9940740610678982,0.9991830065359477,0.9966009562890429,-6.25,0,Class Resampled,Multilabel
0.9706293706293706,0.9946386946386946,1.0952380952380953,0.9789578494384071,0.9771106571217153,0.9760632705072468,0.9924533145327655,0.9944708303074316,0.9934103167770281,-6.25,0,Label Resampled,Multiclass
0.972027972027972,0.9953379953379954,1.0,0.9825983807573331,0.933614576379983,0.9761622496999645,0.9956788272828329,0.9940616415737256,0.9948629700081079,-6.25,0,Label Resampled,Multilabel
0.9874125874125874,0.9976689976689976,1.1111111111111112,0.9915327774654628,0.967509849655429,0.989253776114971,0.9975814246112851,0.9961504253359458,0.996863577474596,-6.25,0,Adaptive Resampled,Multiclass
0.9804195804195804,0.9967365967365968,1.0,0.9818875206476086,0.9626735236074283,0.981425238215524,0.9940067833173072,0.997600335070377,0.9957962095007434,-6.25,0,Adaptive Resampled,Multilabel
0.9444444444444444,0.9891975308641975,1.1666666666666667,0.8912502256299739,0.9271953578392464,0.9160085394778195,0.9798624328878551,0.9936479023982218,0.9865144736798749,-3.125,0,No Resampling,Multiclass
0.9854497354497355,0.9969135802469136,1.2727272727272727,0.9747856438025478,0.9444283048549466,0.9783478574429111,0.9928986069798609,0.999605988967691,0.9962322722838896,-3.125,0,No Resampling,Multilabel
0.9814814814814815,0.9964726631393298,1.1428571428571428,0.9512323014978502,0.9573539182234834,0.9727910330776172,0.994757327514586,0.9970118789372543,0.9958655746986852,-3.125,0,Class Resampled,Multiclass
0.9867724867724867,0.9973544973544973,1.2,0.9852204665351458,0.9111636862537223,0.9743811782539974,0.995285412503904,0.9991932494390792,0.9972325116554889,-3.125,0,Class Resampled,Multilabel
0.9682539682539683,0.9947089947089947,1.0,0.953878751957088,0.9118849394979165,0.9445351453053411,0.9949861791905176,0.994282341979583,0.9946103025722234,-3.125,0,Label Resampled,Multiclass
0.9775132275132276,0.9958112874779541,1.1176470588235294,0.971854049358627,0.9650895232289294,0.9645129943206875,0.9970778104728449,0.9940998500667408,0.9955830698391447,-3.125,0,Label Resampled,Multilabel
0.9801587301587301,0.9966931216931217,1.0,0.9685153659404717,0.9294232293639314,0.9660029973598425,0.995794770428201,0.9964871389785893,0.9961350162637262,-3.125,0,Adaptive Resampled,Multiclass
0.9867724867724867,0.9975749559082893,1.1,0.9836059124451716,0.9396085097698,0.9797570571820597,0.9960004270135393,0.9991932494390792,0.9975910956985712,-3.125,0,Adaptive Resampled,Multilabel
0.9477503628447025,0.9898403483309144,1.1666666666666667,0.8528075174992807,0.9427046954196618,0.9170250461640962,0.9788559706497706,0.995734422209006,0.987104747510671,0.0,0,No Resampling,Multiclass
0.97677793904209,0.996129656507015,1.0,0.9487430889110265,0.955341410004933,0.9686798680617195,0.9917656844057392,0.9975849443150424,0.9946518368866807,0.0,0,No Resampling,Multilabel
0.9796806966618288,0.996129656507015,1.1428571428571428,0.9525410012472786,0.9320161572602991,0.9686130641403589,0.9963038854715123,0.9947229681421809,0.9955061531121423,0.0,0,Class Resampled,Multiclass
0.97677793904209,0.996129656507015,1.0,0.9683203656147524,0.9146492527036881,0.9522351757687918,0.9962358890953998,0.9957283711253361,0.9959674163229306,0.0,0,Class Resampled,Multilabel
0.9753265602322206,0.9946782776971457,1.2941176470588236,0.9488043979912245,0.9019968774177459,0.9606787428319573,0.9931793487808829,0.9934666820809008,0.9933072001940667,0.0,0,Label Resampled,Multiclass
0.97677793904209,0.9954039671020803,1.1875,0.97254827988103,0.9134300360600558,0.9689290626800017,0.999060090989511,0.9903884144826224,0.9946845937789469,0.0,0,Label Resampled,Multilabel
0.9782293178519593,0.9956458635703919,1.2,0.9683682560333434,0.9019355441896276,0.9698587297236259,0.9935111791857617,0.9954764840689242,0.9944883417770213,0.0,0,Adaptive Resampled,Multiclass
0.9825834542815675,0.9966134494436382,1.1666666666666667,0.9745721416875004,0.9265207680362252,0.9654177589487173,0.9981201819790219,0.9935133355003457,0.9957947771930332,0.0,0,Adaptive Resampled,Multilabel
0.9344978165938864,0.9864143619602135,1.2444444444444445,0.8498671375016904,0.9326656015921907,0.9161460762228822,0.9696685043883636,0.9953735941902485,0.9820298502087182,3.125,0,No Resampling,Multiclass
0.9737991266375546,0.9953905870936438,1.0555555555555556,0.973535774888018,0.8930225682657033,0.958492967690771,0.9917832602567699,0.9991216824111561,0.9954247605314204,3.125,0,No Resampling,Multilabel
0.9767103347889374,0.9956331877729258,1.125,0.9819103185493038,0.8877321850726106,0.9732469978858174,0.9961932436377627,0.9949727671432055,0.9955724019545618,3.125,0,Class Resampled,Multiclass
0.9810771470160117,0.9963609898107715,1.1538461538461537,0.9833359026890861,0.8989878365402291,0.967382271104589,0.9956835596418402,0.9962443304328154,0.995958478636604,3.125,0,Class Resampled,Multilabel
0.9650655021834061,0.9936923823386705,1.0833333333333333,0.9614655459554441,0.8806607160497104,0.9557311781361937,0.9933237516630942,0.9928112308029814,0.99304060021539,3.125,0,Label Resampled,Multiclass
0.9810771470160117,0.9963609898107715,1.1538461538461537,0.9593622799152399,0.9080167852581646,0.9746783648815022,0.9971403729530205,0.9949429404529416,0.9960357318096831,3.125,0,Label Resampled,Multilabel
0.9767103347889374,0.9958757884522077,1.0625,0.9794751965325172,0.8976063829787234,0.9789016939234861,0.9964733520994389,0.9952712771140994,0.9958655271334941,3.125,0,Adaptive Resampled,Multiclass
0.9839883551673945,0.9968461911693353,1.1818181818181819,0.9836434706407391,0.912041327820938,0.9765565477939272,0.996693572047504,0.9966449618998373,0.9966594353986354,3.125,0,Adaptive Resampled,Multilabel
0.9071729957805907,0.9807782466010314,1.2424242424242424,0.8676973591482906,0.9282069002710571,0.9010421749014411,0.9610974777853665,0.9905213722816583,0.975049572394942,6.25,0,No Resampling,Multiclass
0.9592123769338959,0.9929676511954993,1.0344827586206897,0.9358035722424454,0.9175207706295626,0.956237931209278,0.987290230000161,0.9966870650602638,0.9919070098266022,6.25,0,No Resampling,Multilabel
0.980309423347398,0.9955461790904829,1.3571428571428572,0.9821276471218773,0.984461047292789,0.9825009392301887,0.9942220585751241,0.994338083356832,0.9942719376231067,6.25,0,Class Resampled,Multiclass
0.9789029535864979,0.9957805907172996,1.2,0.971379477835541,0.9171641739328092,0.9722077864647808,0.9932809583121051,0.9964106695605518,0.9948149688507154,6.25,0,Class Resampled,Multilabel
0.9662447257383966,0.9936708860759493,1.125,0.9635064974004379,0.9383984804155195,0.957880655139771,0.9931613047870576,0.9905534860322415,0.9918421005065928,6.25,0,Label Resampled,Multiclass
0.9662447257383966,0.9932020628223159,1.2083333333333333,0.9353330752888444,0.8755617822701284,0.9511954120513555,0.9948116814184567,0.9878652116752354,0.9913137468396255,6.25,0,Label Resampled,Multilabel
0.9845288326300985,0.9971870604781997,1.0909090909090908,0.9807566060461955,0.9631903355224173,0.9823607163629184,0.9955762074123404,0.9967251415950921,0.9961393982311217,6.25,0,Adaptive Resampled,Multiclass
0.9732770745428974,0.9948429442100328,1.1578947368421053,0.9566001629475305,0.9312305017043413,0.9486026800915933,0.9938212775343077,0.9942354445438268,0.9940144128960854,6.25,0,Adaptive Resampled,Multilabel
0.8784153005464481,0.9744990892531876,1.2584269662921348,0.7980039716707185,0.8541670879223783,0.841995552153011,0.9550155804349548,0.9843871397487928,0.9688115866068391,9.375,0,No Resampling,Multiclass
0.9289617486338798,0.9861111111111112,1.1730769230769231,0.9090912734779292,0.8498845131178642,0.8952864798295065,0.9743839060076916,0.9942111028530465,0.9839874654917101,9.375,0,No Resampling,Multilabel
0.9576502732240437,0.9913479052823315,1.2258064516129032,0.9445220124733844,0.8392986426902578,0.9322023574673227,0.9901536369721015,0.9895352071873971,0.9898068869602409,9.375,0,Class Resampled,Multiclass
0.9508196721311475,0.9897540983606558,1.25,0.9179910076617323,0.7821811708697545,0.9065759955680089,0.978109781591482,0.9928981614200508,0.9851848492053531,9.375,0,Class Resampled,Multilabel
0.9398907103825137,0.9872495446265938,1.2727272727272727,0.9228684767039195,0.8024298463974334,0.8984956392642608,0.9863569353835251,0.9847393546774512,0.9855021878860123,9.375,0,Label Resampled,Multiclass
0.9480874316939891,0.9897540983606558,1.1842105263157894,0.9356828356768357,0.7821664120527811,0.9181653877844563,0.9898900882149984,0.9840639738308884,0.9869457762313001,9.375,0,Label Resampled,Multilabel
0.9699453551912568,0.9943078324225865,1.1363636363636365,0.9606726587846851,0.8151689105097889,0.9461133264879332,0.9927349027953563,0.9944508104248911,0.9935910615394451,9.375,0,Adaptive Resampled,Multiclass
0.9521857923497268,0.9908925318761385,1.1428571428571428,0.9195452603308318,0.8262076130429639,0.9045761232629922,0.9830435142958227,0.9969147380941124,0.9899072678209543,9.375,0,Adaptive Resampled,Multilabel
0.7878787878787878,0.9573232323232324,1.207142857142857,0.7225213912663233,0.7896307001861895,0.739712756046161,0.9310692701401067,0.972544060922602,0.9489743070074693,12.5,0,No Resampling,Multiclass
0.8651515151515151,0.975,1.1123595505617978,0.8472204972488552,0.8156713854527211,0.8410598007651666,0.9594738266119845,0.9866250640557025,0.971805063518385,12.5,0,No Resampling,Multilabel
0.9106060606060606,0.9840909090909091,1.0677966101694916,0.8648920022940761,0.7713675649284709,0.8619677865042952,0.9828425992328063,0.9810705281010166,0.9818301284567106,12.5,0,Class Resampled,Multiclass
0.9212121212121213,0.9853535353535353,1.1153846153846154,0.9117510929873781,0.8042629002008744,0.8794885848059074,0.9682442106807075,0.9913940930060816,0.9792713048607434,12.5,0,Class Resampled,Multilabel
0.8878787878787879,0.977020202020202,1.2297297297297298,0.8091101598216456,0.7454074604237142,0.8288500356030902,0.9753455672539794,0.9728939090399623,0.9739604128105239,12.5,0,Label Resampled,Multiclass
0.8984848484848484,0.9825757575757575,1.0298507462686568,0.8702803315731291,0.7347624609534955,0.8404411848388027,0.9797518889212803,0.9780850583761008,0.9788385569616281,12.5,0,Label Resampled,Multilabel
0.9212121212121213,0.9856060606060606,1.0961538461538463,0.871622434900497,0.8261179838129965,0.8930949816724969,0.979882962342518,0.9873097286237528,0.9835307413594875,12.5,0,Adaptive Resampled,Multiclass
0.8909090909090909,0.9813131313131314,1.0277777777777777,0.8252996942544272,0.7268818573338427,0.841922117112454,0.9664725874858533,0.9918158797715814,0.9788458634155641,12.5,0,Adaptive Resampled,Multilabel
0.6463768115942029,0.922463768115942,1.3155737704918034,0.5511947384525876,0.6556551972508716,0.618283661204042,0.8562083784743413,0.9706246838858079,0.8995724393192025,15.625,0,No Resampling,Multiclass
0.6507246376811594,0.9352657004830918,1.112033195020747,0.5909500273432285,0.5523230863209924,0.652439928874111,0.8945754723442111,0.9747971916756782,0.9236483584154876,15.625,0,No Resampling,Multilabel
0.7942028985507247,0.9586956521739131,1.204225352112676,0.7603761818926542,0.6068410193364122,0.7573683322304606,0.9455820662868787,0.9613402632961411,0.9525795706173077,15.625,0,Class Resampled,Multiclass
0.8217391304347826,0.9652173913043478,1.170731707317073,0.7284793637641804,0.6676716080911987,0.7891874535522694,0.9325501839002676,0.9787344164218043,0.954225038620677,15.625,0,Class Resampled,Multilabel
0.7724637681159421,0.9449275362318841,1.4522292993630572,0.7161708373895332,0.5623376866406716,0.7460775871682005,0.9331164669836229,0.9417626871534748,0.9364382515127355,15.625,0,Label Resampled,Multiclass
0.8014492753623188,0.9586956521739131,1.2481751824817517,0.7213841816684025,0.555023266248075,0.7546669104306835,0.9474636091028343,0.9497398402503404,0.9476776626008857,15.625,0,Label Resampled,Multilabel
0.8144927536231884,0.9596618357487923,1.3046875,0.7475891624355059,0.6193231433710513,0.8011275594994318,0.9492990127082309,0.9583936733024673,0.9533674034989192,15.625,0,Adaptive Resampled,Multiclass
0.6739130434782609,0.9352657004830918,1.191111111111111,0.6288790302801235,0.48706319290601396,0.6275093270652874,0.8912600167877108,0.9717162592112234,0.9276777129557742,15.625,0,Adaptive Resampled,Multilabel
0.4978843441466855,0.8862247296661965,1.3595505617977528,0.43735024758845,0.5303012368150949,0.49090703114431855,0.8051943232422558,0.9472046390659883,0.8519299951609844,18.75,0,No Resampling,Multiclass
0.5303244005641748,0.9076163610719323,1.1801801801801801,0.5646136491324267,0.4916666772431037,0.5322165410396242,0.8617162992246538,0.9470956377260643,0.8840334222097964,18.75,0,No Resampling,Multilabel
0.5937940761636107,0.9132581100141044,1.28125,0.5664140002683743,0.46784648558893766,0.5871574427515464,0.8732405700489551,0.9432919071970978,0.9019782565798714,18.75,0,Class Resampled,Multiclass
0.5952045133991537,0.919605077574048,1.1916376306620209,0.5213338356476391,0.4228980224268296,0.5660102739923377,0.8532835703607901,0.9667632194696116,0.903202783743874,18.75,0,Class Resampled,Multilabel
0.6050775740479548,0.9055007052186178,1.4357142857142857,0.5904330137717314,0.44622462459473883,0.5868567915879914,0.8642214796973581,0.9327123517192222,0.8949124464307396,18.75,0,Label Resampled,Multiclass
0.6488011283497884,0.9285378467324871,1.2208835341365463,0.6189560553992046,0.4765225486054726,0.6064902195841995,0.9057894377324921,0.9390978850079635,0.9208829594549943,18.75,0,Label Resampled,Multilabel
0.6064880112834978,0.9106723084156089,1.3620071684587813,0.5948033214169913,0.4771810648241542,0.6124745032140481,0.8703620671615081,0.9475795238768664,0.9043538103458323,18.75,0,Adaptive Resampled,Multiclass
0.4936530324400564,0.89257169722614,1.2729805013927578,0.4911817019604534,0.3946951699944274,0.4984334655063451,0.817708141075885,0.9658769103822653,0.8798116052069863,18.75,0,Adaptive Resampled,Multilabel
0.42450142450142453,0.8575498575498576,1.4851485148514851,0.32603725341116524,0.43053227233194014,0.3937370375983013,0.7424325431350908,0.9193631482478696,0.7897225751840825,21.875,0,No Resampling,Multiclass
0.45726495726495725,0.8858024691358025,1.26246719160105,0.4380933526615351,0.40629769638914637,0.45978899984061744,0.809894159239905,0.9352083385923029,0.8375725547347557,21.875,0,No Resampling,Multilabel
0.47435897435897434,0.8779677113010447,1.3929539295392954,0.43666873825444796,0.37516615571477296,0.47903775469141135,0.8147525366207669,0.9082379753242956,0.8494837815904835,21.875,0,Class Resampled,Multiclass
0.42450142450142453,0.8611111111111112,1.448019801980198,0.3569386167268394,0.37660884149584745,0.4023249589804231,0.7361740169161521,0.9325959491080532,0.812633903718746,21.875,0,Class Resampled,Multilabel
0.43304843304843305,0.842355175688509,1.6683417085427135,0.41537396219047135,0.3679278761726192,0.4269868899735629,0.7573497844107403,0.8794648021126549,0.8049792115691011,21.875,0,Label Resampled,Multiclass
0.44871794871794873,0.8791547958214625,1.3152454780361758,0.35114004557365014,0.3174920627663461,0.45281391005536736,0.8261443283616536,0.8869534336292686,0.8487877244215731,21.875,0,Label Resampled,Multilabel
0.4472934472934473,0.860636277302944,1.5128865979381443,0.47287738935737617,0.40764867687624573,0.4877125133786464,0.7841793383233061,0.9065686754410894,0.8327380790678439,21.875,0,Adaptive Resampled,Multiclass
0.3162393162393162,0.8323836657169991,1.4708333333333334,0.2986078665003228,0.30132266720528256,0.34416524420548494,0.7117297110521036,0.921195251160665,0.7886101380309191,21.875,0,Adaptive Resampled,Multilabel
0.32390381895332393,0.8196605374823197,1.600418410041841,0.22638517072699663,0.2173205076905555,0.33458006515589944,0.7153977356863414,0.856067065842085,0.7428751625892246,25.0,0,No Resampling,Multiclass
0.3592644978783593,0.8611504007543611,1.3002207505518764,0.3443545066082924,0.30709284035297796,0.3597045444156157,0.7845984756565104,0.9005307169405471,0.7964849688252501,25.0,0,No Resampling,Multilabel
0.2842998585572843,0.8175388967468176,1.5296442687747036,0.27943733577186125,0.24907500081712164,0.27768975818500075,0.7159316221355058,0.8685047054731624,0.7627896944958524,25.0,0,Class Resampled,Multiclass
0.22913719943422914,0.7901933050447902,1.6330275229357798,0.2327672925127305,0.19705532458390126,0.25799617231758476,0.6078369007786135,0.9025326304331415,0.7000093574907952,25.0,0,Class Resampled,Multilabel
0.24611032531824611,0.7675624705327676,1.849906191369606,0.30098695660971886,0.22903133724732241,0.27162504810422833,0.6616420193975726,0.8316361717254916,0.7137136227686844,25.0,0,Label Resampled,Multiclass
0.26166902404526166,0.8182461103253182,1.4770114942528736,0.3148619308019025,0.23180337155187966,0.2862120799206798,0.7403329707158184,0.8437340902413307,0.7777856885586337,25.0,0,Label Resampled,Multilabel
0.26591230551626593,0.7909005186232909,1.7090558766859345,0.283432134813391,0.226152542284949,0.31252521045295856,0.6738642504616089,0.854838157903305,0.7370788338371921,25.0,0,Adaptive Resampled,Multiclass
0.19094766619519093,0.776991984912777,1.6538461538461537,0.22053847328962575,0.19483553150315439,0.25169917636372796,0.6190474172175718,0.8820706190402801,0.7036185819875019,25.0,0,Adaptive Resampled,Multilabel
0.4407796101949025,0.8493253373313343,1.616621983914209,0.3374190865282667,0.4185264298933007,0.4258757064944191,0.7248130891450603,0.8939833320519721,0.7837484139909586,-25.0,1,No Resampling,Multiclass
0.4407796101949025,0.8665667166416792,1.4316353887399464,0.3889536324883067,0.3662148087526931,0.3846134510495889,0.722794885748932,0.9107876833964216,0.7962858440825666,-25.0,1,No Resampling,Multilabel
0.29535232383808097,0.8160919540229885,1.5659574468085107,0.26089721793430976,0.2380567242897867,0.3299817417588274,0.6678465362284024,0.8305862224357772,0.7315513362416466,-25.0,1,Class Resampled,Multiclass
