Class Accuracy,Label Accuracy,Mean Error,Class Recall,Class Precision,Class F1,Label Recall,Label Precision,Label F1,Blur,Trial,Resampling Scenario,Model
0.9649122807017544,0.9934772829509672,1.1153846153846154,0.8875527703520084,0.9771983229220073,0.9590351059076792,0.9903103497798952,0.9952639261171754,0.9927437610652583,0.0,0,No Resampling,Multiclass
0.9838056680161943,0.9973009446693657,1.0,0.959228211365042,0.9869664696820759,0.9823103159557184,0.9942262351233265,0.9990949672842904,0.9966445312634503,0.0,0,No Resampling,Multilabel
0.9865047233468286,0.9977507872244714,1.0,0.947634765664025,0.9879782095255242,0.9877760355551715,0.9991624790619765,0.9965948492573502,0.9978730629201308,0.0,0,Class Resampled,Multiclass
0.99055330634278,0.99842555105713,1.0,0.9916285719660628,0.9286436112906702,0.9886016040136323,0.9986122472829262,0.9977775404854863,0.9981910321544495,0.0,0,Class Resampled,Multilabel
0.9811066126855601,0.9959514170040485,1.2857142857142858,0.9697750085453483,0.9458641093016092,0.9881432133519582,0.9982261494739616,0.992979102571173,0.9955900266069282,0.0,0,Label Resampled,Multiclass
0.9838056680161943,0.99685110211426,1.1666666666666667,0.9846483965374659,0.9834294031724711,0.9832064629682791,0.9980946781639229,0.9947738260032302,0.9964229018161936,0.0,0,Label Resampled,Multilabel
0.9865047233468286,0.9973009446693657,1.2,0.9900560244833468,0.9429870948483767,0.9858859872240724,0.9992258735039804,0.9945846256089063,0.9968945724515149,0.0,0,Adaptive Resampled,Multiclass
0.9878542510121457,0.9979757085020243,1.0,0.992922487098936,0.9444812210598527,0.9873708792247204,0.9980963809809532,0.998224492582244,0.9981569680364544,0.0,0,Adaptive Resampled,Multilabel
0.9431664411366711,0.9871447902571042,1.3571428571428572,0.8888248313219288,0.9527244137570875,0.9313090655930113,0.9749240280110097,0.9938770165954282,0.9840759335322434,0.2,0,No Resampling,Multiclass
0.9769959404600812,0.9952638700947226,1.2352941176470589,0.9591996998851681,0.9147910950021013,0.960157562345883,0.990064087963671,0.9983871990302081,0.9941772832987942,0.2,0,No Resampling,Multilabel
0.9851150202976996,0.995489400090212,1.8181818181818181,0.978379701730346,0.9256249900770024,0.9672076493728597,0.9939084862019015,0.9952831608474857,0.99458806332514,0.2,0,Class Resampled,Multiclass
0.9810554803788903,0.9959404600811907,1.2857142857142858,0.9809049674212001,0.9237157287157287,0.9656395309406443,0.9951590217968862,0.9954149695842496,0.9952790740097687,0.2,0,Class Resampled,Multilabel
0.9742895805142084,0.9934596301308074,1.5263157894736843,0.9759619140343468,0.9008464942720997,0.961275472270532,0.989741102174864,0.9965994641720054,0.9931396018143018,0.2,0,Label Resampled,Multiclass
0.9783491204330176,0.9948128101037438,1.4375,0.9763689942843818,0.9151422783981391,0.9721140379481928,0.9974361027828905,0.9916851115968898,0.994531780495051,0.2,0,Label Resampled,Multilabel
0.9851150202976996,0.9963915200721696,1.4545454545454546,0.9789872500769689,0.9273954221064643,0.9803152082473131,0.99654006514927,0.9962501915832429,0.9963849319911241,0.2,0,Adaptive Resampled,Multiclass
0.9851150202976996,0.9968425800631484,1.2727272727272727,0.9839536011687322,0.8938975687033401,0.9830708923420768,0.9967715407984494,0.9975996160547144,0.9971802434030134,0.2,0,Adaptive Resampled,Multilabel
0.9475703324808185,0.9878516624040921,1.3902439024390243,0.865973336266179,0.9136219460970418,0.9366220516427122,0.9764230972441553,0.9917552088294389,0.9838710039941306,0.4,0,No Resampling,Multiclass
0.9833759590792839,0.9959505541346974,1.4615384615384615,0.9776883141013577,0.9371195425882926,0.9759183993759377,0.9945963503894016,0.9959463648257659,0.995265662614476,0.4,0,No Resampling,Multilabel
0.9757033248081841,0.9946717817561808,1.3157894736842106,0.9528781496206556,0.9245684820787772,0.9671130795187642,0.9946167140790365,0.9929345917268778,0.9937651305325805,0.4,0,Class Resampled,Multiclass
0.9680306905370843,0.9931798806479113,1.28,0.9538211956825243,0.8640334435032669,0.9533844924264477,0.9927833559906002,0.9912491429758864,0.9919950497111728,0.4,0,Class Resampled,Multilabel
0.9667519181585678,0.9936061381074168,1.1538461538461537,0.9500801562136967,0.9359469673049878,0.9596930443855033,0.9948706784419228,0.9912519503683268,0.9930362589428993,0.4,0,Label Resampled,Multiclass
