One-sided	Calders1986, Wong2004, Al_Salman_Mubser2007, LiYanZhang2010, Tai2008, YinWangLi2010, Zaghloul2011, Yousefi2011, Nian_Feng2011, Wajid2011, Srinath2012, Parvathi2015, Smelyakov2018, Dubus1988, Nitta1989, Hentzschel1995, Yoshida2000, Mihara2005, Murray2006, Namba2006, Tanaka2007, Zhang2007, Goncalves2020, Hsu2020, Baumgärtner2020, Gomez2001, Kumar2014, Taha2014, Subur2015, Shokat2020, Tai2010, Al_Shamma2011, Bhattacharya2011, Babadi2011, Hassen2012, Sivasamy2013, Mousa2013, Srinath2013, LiZengXu2014, Ibrahim2018, Murthy2018, DeSilva2018, Shreekanth2018, Perera2018, Sugirtha2018, Schwarz2018, Gezahegn2019, Kamal2020, Pandian2020, LiYan2021, Al_Salman2021, Khanam2021, Revelli2022, Yamin2022, Murthy2022, Lu2022, Roque2022, Waleed2023, Al_Salman2024, Elaraby2024, Kumar2025
Interpoint	Mennens1993, Mennens1994, Hermida1996, Ritchings1995, Oyama1997, NgChakman1999, Morgavi2002, Antonacopoulos2004, Falcon2005, Al_SalmanAl_Rajih2007, Al_Saleh2008, Abdelmonem2009, Al_Salman2010, Al_Saleh2011, Al_Salman2012, Al_Salman2014, Shreekanth2015, Li2018, Shimomura2018, LiLiu2019, Kaur2020, LiLiuWangXu2020, Ovodov2020, Ovodov2021, Kausar2021, Shao2022, Meng2024
Unspecified	Al_Salman2007, Fahiem2008, Iqbal2017, Alufaisan2021, Huang2024, Bipin2025
