Rigid setup	Calders1986, Mennens1993, Mennens1994, Ritchings1995, Hermida1996, Oyama1997, Gomez2001, Morgavi2002, Wong2004, Antonacopoulos2004, Falcon2005, Tanaka2007, Al_SalmanAl_Rajih2007, Al_Saleh2008, Tai2008, Al_Salman2010, LiYanZhang2010, Nian_Feng2011, Al_Shamma2011, Al_Saleh2011, Zaghloul2011, Yousefi2011, Wajid2011, Srinath2012, Al_Salman2012, Hassen2012, Sivasamy2013, Mousa2013, Kumar2014, Taha2014, Al_Salman2014, Parvathi2015, Smelyakov2018, Li2018, Shimomura2018, DeSilva2018, Shreekanth2018, Perera2018, Sugirtha2018, Schwarz2018, Shokat2020, LiLiuWangXu2020, Kamal2020, Ovodov2021, Shao2022, Roque2022
Portable setup	Dubus1988, Nitta1989, Hentzschel1995, NgChakman1999, Yoshida2000, Mihara2005, Murray2006, Namba2006, Zhang2007, Babadi2011, Rupanagudi2014, Subur2015, Goncalves2020, Hsu2020, Kaur2020, Baumgärtner2020, Ovodov2020, Lu2022, Yamin2022
Unspecified	Al_Salman2007, Al_Salman_Mubser2007, Fahiem2008, Abdelmonem2009, Tai2010, YinWangLi2010, Bhattacharya2011, Srinath2013, LiZengXu2014, Shreekanth2015, Iqbal2017, Ibrahim2018, Murthy2018, LiLiu2019, Gezahegn2019, Pandian2020, LiYan2021, Kausar2021, Khanam2021, Al_Salman2021, Alufaisan2021, Revelli2022, Murthy2022, Waleed2023, Al_Salman2024, Elaraby2024, Meng2024, Huang2024, Kumar2025, Bipin2025
