Detection	Morgavi2002, LiYanZhang2010, Yousefi2011, Bhattacharya2011, LiZengXu2014, Li2018, Ibrahim2018, LiLiu2019, Kaur2020, Khanam2021, Roque2022
Recognition	Wong2004, Namba2006, Tanaka2007, LiZengXu2014, Smelyakov2018, Ibrahim2018, Khanam2021, Waleed2023
Transcription	Tai2010, Yousefi2011, Shao2022, Huang2024
