Dot clustering	Dubus1988, Hermida1996, Ritchings1995, NgChakman1999, Wong2004, Murray2006, Al_SalmanAl_Rajih2007, Zhang2007, Abdelmonem2009, Al_Salman2010, Tai2010, YinWangLi2010, Babadi2011, Zaghloul2011, Hassen2012, Srinath2012, Mousa2013, Kumar2014, Al_Salman2014, Shreekanth2015, DeSilva2018, Shreekanth2018, Perera2018, Sugirtha2018, Schwarz2018, Kamal2020, Al_Salman2021, Khanam2021, Meng2024 
Binary cell mapping	Nitta1989, Hentzschel1995, Ritchings1995, Oyama1997, Antonacopoulos2004, Zhang2007, LiYanZhang2010, YinWangLi2010, Nian_Feng2011, Babadi2011, Bhattacharya2011, Wajid2011, Al_Shamma2011, Sivasamy2013, Rupanagudi2014, Kumar2014, Subur2015, Parvathi2015, DeSilva2018, Shreekanth2018, Perera2018, Schwarz2018, Kaur2020, Yamin2022, Roque2022
